seqID	sampleID	mouse	percent_weight	CageID	Group	CageID_Assigned	BD	ExpStart	sex	Gavaged_fecal_material	Mb_input	FMT	Cdiff_infection	Cdiff_day_infected	ABX	clinda35	FMT_day	Harvest_pi	FMT_input	FMT_type	Model	Experiment	Mouse_genotype	Mouse_status	ExpDay	day	type	CFU	sampleType	simpsoneven	simpson	simpson_lci	simpson_hci	invsimpson	invsimpson_lci	invsimpson_hci	shannon	shannon_lci	shannon_hci	npshannon	sobs	chao	chao_lci	chao_hci	nseqs	group	NMDS.axis1	NMDS.axis2	NMDS.axis3	pcoa.axis1	pcoa.axis2	pcoa.axis3	GROUP	TYPE
d16_1901_3	d16_1901_3	1901_3	94.11764706	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	16	16	fecal	360000	mouse	0.053128	0.05882	0.057726	0.059915	17.000961	16.690418	17.323278	3.388475	3.3692	3.40775	3.415689	320	506.333333	436.949383	616.881524	22775	mFMT	0.269101	0.372863	0.334303	0.110731	-0.067606	0.23511	yWT	fecal
d16_1901_4	d16_1901_4	1901_4	100.4273504	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	16	16	fecal	1960000	mouse	0.065143	0.051341	0.050567	0.052115	19.477631	19.188364	19.775753	3.411223	3.392204	3.430242	3.439267	299	418.538462	372.566963	493.23724	20327	mFMT	0.229851	0.425251	0.150193	0.102818	-0.189502	0.18712	yWT	fecal
d18_1802_1	d18_1802_1	1802_1	108.8050314	1802	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF8	BL6	SPF-Young	18	18	fecal	2000000	mouse	0.031625	0.13513	0.132633	0.137628	7.400256	7.265961	7.539609	2.662394	2.638821	2.685967	2.687092	234	327.947368	287.863014	397.862128	19629	mFMT	-0.067537	0.075525	-0.053415	0.050732	-0.068069	-0.086945	yWT	fecal
d18_1802_2	d18_1802_2	1802_2	101.2048193	1802	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF8	BL6	SPF-Young	18	18	fecal	60000	mouse	0.064466	0.074577	0.072538	0.076617	13.408917	13.051953	13.785956	3.164434	3.139651	3.189218	3.1984	208	346.181818	288.560549	445.016941	12662	mFMT	-0.317785	0.470051	-0.018105	0.311296	-0.329917	0.126016	yWT	fecal
d18_1802_3	d18_1802_3	1802_3	102.3255814	1802	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF8	BL6	SPF-Young	18	18	fecal	360000	mouse	0.075199	0.049435	0.048416	0.050454	20.228633	19.820059	20.654406	3.522974	3.503183	3.542765	3.548057	269	469.516129	388.492048	605.480282	18854	mFMT	0.006799	0.545846	0.178527	0.211972	-0.275058	0.280807	yWT	fecal
d18_1835_1	d18_1835_1	1835_1	97.23183391	1835	NA	NA	6/5/2018	8/20/2018	M	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	18	18	fecal	500000000	mouse	0.096763	0.067107	0.065438	0.068777	14.901519	14.539749	15.281752	3.20469	3.186267	3.223114	3.219715	154	218.565217	186.446922	282.476512	17766	hFMT	-0.230208	0.333229	0.542015	0.163481	-0.124145	-0.158329	AMS001	fecal
d18_1835_3	d18_1835_3	1835_3	100	1835	NA	NA	6/5/2018	8/20/2018	M	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	18	18	fecal	860000000	mouse	0.083249	0.071929	0.070154	0.073704	13.902627	13.567799	14.254399	3.195986	3.177625	3.214348	3.209473	167	294.153846	228.241413	431.006003	20120	hFMT	-0.579952	-0.257209	-0.234683	0.210489	-0.129699	-0.175308	AMS001	fecal
d18_1836_2	d18_1836_2	1836_2	100	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	18	18	fecal	860000000	mouse	0.075797	0.07249	0.070973	0.074007	13.79498	13.512242	14.089804	3.100448	3.081805	3.119091	3.11899	182	239.6	212.696698	290.081985	18822	hFMT	-0.079614	0.026909	0.579345	0.201571	0.132669	-0.108523	AMS001	fecal
d18_1836_3	d18_1836_3	1836_3	97.34513274	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	18	18	fecal	480000000	mouse	0.070496	0.087026	0.084811	0.089241	11.490874	11.205656	11.790991	3.026177	3.005591	3.046762	3.043093	163	210.357143	186.63407	257.892628	17393	hFMT	-0.116733	0.052885	0.583401	0.212585	0.100852	-0.135925	AMS001	fecal
d18_1836_4	d18_1836_4	1836_4	102.764977	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	18	18	fecal	360000000	mouse	0.076669	0.063937	0.062835	0.065039	15.640445	15.375414	15.914772	3.190982	3.174473	3.207492	3.208723	204	330.037037	274.38333	429.697403	22904	hFMT	-0.0088	0.044768	0.52419	0.151572	0.119997	-0.077058	AMS001	fecal
d18_1837_1	d18_1837_1	1837_1	98.85496183	1837	NA	NA	6/11/2018	8/20/2018	M	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	18	18	fecal	1700000000	mouse	0.059707	0.126882	0.124615	0.129149	7.881364	7.74302	8.024742	2.563635	2.546817	2.580452	2.574949	132	179	154.596425	229.758826	24596	hFMT	0.578761	0.196541	-0.002605	-0.122889	-0.1159	-0.112831	AMS005	fecal
d18_1837_2	d18_1837_2	1837_2	97.2972973	1837	NA	NA	6/11/2018	8/20/2018	M	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	18	18	fecal	2440000000	mouse	0.05575	0.118007	0.115756	0.120259	8.474069	8.315416	8.638894	2.666334	2.650638	2.682031	2.678458	152	207	180.043956	259.866381	28097	hFMT	-0.324598	-0.163967	-0.535823	-0.040658	-0.106147	-0.114753	AMS005	fecal
d18_1837_3	d18_1837_3	1837_3	98.16849817	1837	NA	NA	6/11/2018	8/20/2018	M	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	18	18	fecal	2320000000	mouse	0.056593	0.107092	0.105047	0.109137	9.337801	9.162826	9.519588	2.7679840000000002	2.75114	2.784829	2.781799	165	291.555556	230.409284	409.862926	25567	hFMT	0.589024	0.222376	0.137406	-0.024001	-0.10422	-0.108507	AMS005	fecal
d18_1839_1	d18_1839_1	1839_1	90.56603774	1839	NA	NA	6/12/2018	8/20/2018	F	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	18	18	fecal	220000000	mouse	0.072904	0.097976	0.096185	0.099767	10.206552	10.02332	10.396607	2.811997	2.791919	2.832075	2.825227	140	212.066667	173.643265	294.372781	17933	hFMT	0.240816	-0.003345	0.604889	0.08328	0.18267	0.05105	AMS005	fecal
d18_1839_2	d18_1839_2	1839_2	95.57522124	1839	NA	NA	6/12/2018	8/20/2018	F	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	18	18	fecal	100000000	mouse	0.053194	0.109297	0.107812	0.110782	9.149403	9.026777	9.275407	2.702141	2.686484	2.717798	2.713713	172	223.333333	198.235439	272.440901	30485	hFMT	0.270491	0.048821	0.527464	0.047284	0.119082	0.034873	AMS005	fecal
d18_1839_3	d18_1839_3	1839_3	89.1509434	1839	NA	NA	6/12/2018	8/20/2018	F	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	18	18	fecal	660000000	mouse	0.076327	0.10398	0.101442	0.106517	9.617256	9.388142	9.857832	2.779626	2.757751	2.801501	2.79584	126	160.166667	141.741329	200.158992	14329	hFMT	0.175934	-0.027902	0.58418	0.120912	0.232811	0.063935	AMS005	fecal
d18_1840_1	d18_1840_1	1840_1	98.60627178	1840	NA	NA	6/13/2018	8/20/2018	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF9	BL6	SPF-Young	18	18	fecal	300000	mouse	0.094453	0.032083	0.031206	0.032959	31.169447	30.340563	32.044891	4.085083	4.061221	4.108944	4.116762	330	429.272727	390.398053	493.168743	14320	mFMT	0.062568	0.658153	-0.005488	0.192112	-0.335673	0.322801	yWT	fecal
d18_1840_2	d18_1840_2	1840_2	102.5	1840	NA	NA	6/13/2018	8/20/2018	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF9	BL6	SPF-Young	18	18	fecal	40000	mouse	0.095099	0.04612	0.044845	0.047394	21.682641	21.099626	22.29879	3.704947	3.682921	3.726973	3.722562	228	320.125	276.724107	402.185144	16045	mFMT	-0.253737	0.51635	-0.1131	0.257091	-0.363148	0.195235	yWT	fecal
d18_1840_3	d18_1840_3	1840_3	97.78597786	1840	NA	NA	6/13/2018	8/20/2018	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF9	BL6	SPF-Young	18	18	fecal	100000	mouse	0.089112	0.028997	0.028332	0.029663	34.486161	33.712454	35.296216	4.166099	4.146371	4.185827	4.192546	387	576.595745	506.903395	686.795901	20501	mFMT	-0.121549	0.569463	-0.276544	0.186682	-0.332957	0.292999	yWT	fecal
d18_1901_1	d18_1901_1	1901_1	95.65217391	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	18	18	fecal	80000	mouse	0.060577	0.052406	0.051465	0.053346	19.081867	18.745517	19.430508	3.514224	3.496456	3.531992	3.535005	315	412.058824	373.3079	476.563274	26285	mFMT	0.430243	0.412146	-0.043016	-0.06579	-0.192526	0.309061	yWT	fecal
d18_1901_3	d18_1901_3	1901_3	92.760181	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	18	18	fecal	0	mouse	0.075835	0.03867	0.03775	0.039591	25.859787	25.258582	26.49031	3.933163	3.911172	3.955154	3.960811	341	476.352941	425.07496	558.905768	18357	mFMT	0.435119	0.569197	0.052402	0.064766	-0.184697	0.348691	yWT	fecal
d18_1901_4	d18_1901_4	1901_4	100	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	18	18	fecal	20000	mouse	0.068281	0.045766	0.044887	0.046646	21.850067	21.438264	22.278001	3.650643	3.630767	3.670519	3.67581	320	481.571429	419.194796	583.172339	20978	mFMT	0.412906	0.509216	0.178735	0.067041	-0.163161	0.333525	yWT	fecal
d19_1191_1	d19_1191_1	1191_1	100.4926108	1191	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	19	19	fecal	0	mouse	0.032028	0.236534	0.232589	0.240479	4.227725	4.158369	4.299434	2.063696	2.042495	2.084898	2.074178	132	171.375	149.107043	222.62879	22503	mFMT	-0.425673	0.449421	-0.112532	0.295467	-0.315789	0.042344	yWT	fecal
d19_1191_2	d19_1191_2	1191_2	100	1191	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	19	19	fecal	0	mouse	0.097198	0.090248	0.0872	0.093295	11.080587	10.718632	11.467843	2.892377	2.864441	2.920313	2.914622	114	128.538462	119.722401	150.936742	8191	mFMT	-0.202655	0.560588	0.07871	0.284601	-0.325434	0.286347	yWT	fecal
d19_1191_3	d19_1191_3	1191_3	98.94179894	1191	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	19	19	fecal	0	mouse	0.035918	0.179622	0.175604	0.18364	5.567238	5.445424	5.694627	2.578575	2.558197	2.598952	2.585789	155	171.714286	161.524078	197.820972	27086	mFMT	-0.24304	0.597498	-0.215607	0.166381	-0.318534	0.275519	yWT	fecal
d19_1192_1	d19_1192_1	1192_1	105.6521739	1192	NA	NA	9/29/2015	11/2/2015	M	NA	NA	none	CDI	0	cef	yes	11	d42	none	noFMT	Rc	HF4	BL6	SPF-Young	19	19	fecal	10000000	mouse	0.144477	0.314614	0.310942	0.318287	3.178494	3.1418180000000002	3.216036	1.388495	1.380145	1.396845	1.390001	22	36	24.920488	89.112081	35209	noFMT	-0.012766	-0.566325	-0.232911	-0.237152	0.183036	0.08469	none	fecal
d19_1192_3	d19_1192_3	1192_3	102.8340081	1192	NA	NA	9/29/2015	11/2/2015	M	NA	NA	none	CDI	0	cef	yes	11	d42	none	noFMT	Rc	HF4	BL6	SPF-Young	19	19	fecal	11000000	mouse	0.130949	0.424254	0.41618	0.432327	2.357079	2.313061	2.402804	1.112115	1.094511	1.129719	1.114733	18	18.75	18.066559	26.451092	10971	noFMT	-0.059542	-0.603485	-0.206728	-0.179296	0.198305	0.10645	none	fecal
d19_1199_2	d19_1199_2	1199_2	104.7619048	1199	NA	NA	5/7/2015	6/11/2015	F	NA	NA	hFMT1	CDI	0	cef	no	11	d21	D2_A	hFMT	Rc	HF1	BL6	SPF-Young	19	19	fecal	2100000	mouse	0.069525	0.130758	0.127862	0.133654	7.647727	7.482026	7.820934	2.588138	2.56534	2.610935	2.599946	110	132.235294	118.830859	165.986431	14957	hFMT	-0.379275	-0.018732	0.342211	0.397777	0.101164	-0.244861	D2_A	fecal
d19_1199_3	d19_1199_3	1199_3	101.7751479	1199	NA	NA	5/7/2015	6/11/2015	F	NA	NA	hFMT1	CDI	0	cef	no	11	d21	D2_A	hFMT	Rc	HF1	BL6	SPF-Young	19	19	fecal	2300000	mouse	0.092132	0.113063	0.109874	0.116252	8.844638	8.601996	9.101366	2.714869	2.686946	2.742792	2.727891	96	106.058824	99.318996	126.485105	9460	hFMT	-0.318264	-0.059444	0.360716	0.371187	0.167611	-0.205273	D2_A	fecal
d19_1199_4	d19_1199_4	1199_4	99.44751381	1199	NA	NA	5/7/2015	6/11/2015	F	NA	NA	hFMT1	CDI	0	cef	no	11	d21	D2_A	hFMT	Rc	HF1	BL6	SPF-Young	19	19	fecal	2200000	mouse	0.063311	0.138552	0.136116	0.140988	7.217511	7.092811	7.346674	2.465921	2.444911	2.486931	2.475539	114	143.25	125.318328	189.590891	17261	hFMT	-0.322027	-0.072028	0.408733	0.357485	0.176493	-0.210807	D2_A	fecal
d19_1200_1	d19_1200_1	1200_1	103.3519553	1200	NA	NA	5/3/2015	6/11/2015	M	NA	NA	hFMT1	CDI	0	cef	no	11	d21	D2_A	hFMT	Rc	HF1	BL6	SPF-Young	19	19	fecal	4300000	mouse	0.056977	0.167153	0.163885	0.170421	5.982551	5.867823	6.101855	2.349331	2.326555	2.372108	2.358163	105	118.153846	109.383051	144.475626	16485	hFMT	-0.461472	0.002862	0.381583	0.351974	0.016857	-0.286421	D2_A	fecal
d19_1200_2	d19_1200_2	1200_2	106.3157895	1200	NA	NA	5/3/2015	6/11/2015	M	NA	NA	hFMT1	CDI	0	cef	no	11	d21	D2_A	hFMT	Rc	HF1	BL6	SPF-Young	19	19	fecal	6700000	mouse	0.052991	0.17001	0.167368	0.172651	5.882016	5.79202	5.974852	2.363929	2.344857	2.383002	2.368438	111	116.076923	112.287521	131.019205	25316	hFMT	-0.520966	0.056515	0.336802	0.350499	-0.074667	-0.334113	D2_A	fecal
d19_1200_3	d19_1200_3	1200_3	109.0534979	1200	NA	NA	5/3/2015	6/11/2015	M	NA	NA	hFMT1	CDI	0	cef	no	11	d21	D2_A	hFMT	Rc	HF1	BL6	SPF-Young	19	19	fecal	10100000	mouse	0.0646	0.143332	0.140377	0.146286	6.976824	6.835907	7.123672	2.544374	2.522782	2.565965	2.550878	108	113.6875	109.565027	128.66907	18580	hFMT	-0.468747	0.045511	0.430097	0.324732	-0.016386	-0.275402	D2_A	fecal
d19_1200_4	d19_1200_4	1200_4	102.4390244	1200	NA	NA	5/3/2015	6/11/2015	M	NA	NA	hFMT1	CDI	0	cef	no	11	d21	D2_A	hFMT	Rc	HF1	BL6	SPF-Young	19	19	fecal	10700000	mouse	0.051317	0.15106	0.14766	0.15446	6.619892	6.474173	6.772322	2.519379	2.495487	2.543272	2.531497	129	140.538462	133.288983	160.041413	15918	hFMT	-0.503249	0.044526	0.330661	0.368821	-0.054206	-0.309951	D2_A	fecal
d19_1203_1	d19_1203_1	1203_1	100.6802721	1203	NA	NA	5/3/2015	6/11/2015	F	NA	NA	none	CDI	0	cef	no	11	d21	none	noFMT	Rc	HF1	BL6	SPF-Young	19	19	fecal	32000000	mouse	0.096606	0.287537	0.284145	0.290928	3.477818	3.437278	3.519326	1.509056	1.494344	1.523768	1.512743	36	45	38.130414	74.020786	19675	noFMT	-0.356465	-0.225248	0.149564	0.324298	0.234615	-0.191017	none	fecal
d19_1203_2	d19_1203_2	1203_2	98.8700565	1203	NA	NA	5/3/2015	6/11/2015	F	NA	NA	none	CDI	0	cef	no	11	d21	none	noFMT	Rc	HF1	BL6	SPF-Young	19	19	fecal	27000000	mouse	0.112684	0.306012	0.302126	0.309898	3.267843	3.226866	3.309874	1.462595	1.447473	1.477717	1.464445	29	30.2	29.138909	39.366469	19643	noFMT	-0.415091	-0.208491	0.100103	0.3341	0.175698	-0.215851	none	fecal
d19_1203_3	d19_1203_3	1203_3	98.35164835	1203	NA	NA	5/3/2015	6/11/2015	F	NA	NA	none	CDI	0	cef	no	11	d21	none	noFMT	Rc	HF1	BL6	SPF-Young	19	19	fecal	1800000	mouse	0.099717	0.213369	0.209824	0.216914	4.68672	4.61012	4.765908	1.887292	1.873045	1.901538	1.891073	47	51.5	48.032478	66.613017	21609	noFMT	-0.383555	-0.153205	0.06872	0.295108	0.11664	-0.24199	none	fecal
d19_1203_4	d19_1203_4	1203_4	100.5376344	1203	NA	NA	5/3/2015	6/11/2015	F	NA	NA	none	CDI	0	cef	no	11	d21	none	noFMT	Rc	HF1	BL6	SPF-Young	19	19	fecal	67000000	mouse	0.063598	0.271098	0.266846	0.275349	3.688704	3.631749	3.747474	1.691242	1.675651	1.706832	1.697983	58	68.6875	61.538092	90.283691	21880	noFMT	-0.41246	-0.144885	0.113445	0.348715	0.140802	-0.241485	none	fecal
d19_1205_2	d19_1205_2	1205_2	107.2961373	1205	NA	NA	5/3/2015	6/11/2015	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	19	19	fecal	100	mouse	0.053695	0.120933	0.117856	0.124009	8.269066	8.063914	8.484929	2.729703	2.703545	2.755861	2.746472	154	184.565217	167.701731	222.183538	13280	mFMT	-0.330318	0.416464	0.02521	0.346226	-0.316701	0.073857	yWT	fecal
d19_1205_3	d19_1205_3	1205_3	102.5531915	1205	NA	NA	5/3/2015	6/11/2015	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	19	19	fecal	100	mouse	0.043196	0.120574	0.117626	0.123522	8.293657	8.095737	8.501496	2.8387	2.814915	2.862485	2.855341	192	243.041667	217.038354	296.05044	17918	mFMT	-0.372427	0.373284	-0.00455	0.366409	-0.310239	0.023332	yWT	fecal
d19_1205_4	d19_1205_4	1205_4	109.1703057	1205	NA	NA	5/3/2015	6/11/2015	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	19	19	fecal	100	mouse	0.046758	0.125805	0.122466	0.129144	7.94881	7.743296	8.165531	2.76303	2.735785	2.790276	2.783413	170	213.384615	191.084391	259.271009	13398	mFMT	-0.378044	0.408817	0.011546	0.376214	-0.319167	0.050079	yWT	fecal
d19_1207_1	d19_1207_1	1207_1	106.9651741	1207	NA	NA	5/7/2015	6/11/2015	M	NA	NA	none	CDI	0	cef	no	11	d21	none	noFMT	Rc	HF1	BL6	SPF-Young	19	19	fecal	46000000	mouse	0.059339	0.31797	0.311898	0.324043	3.144946	3.086007	3.206179	1.642048	1.622216	1.66188	1.647333	53	57.230769	54.008149	70.754723	17693	noFMT	-0.471064	-0.092449	0.074214	0.356963	0.046619	-0.285024	none	fecal
d19_1207_2	d19_1207_2	1207_2	108.2251082	1207	NA	NA	5/7/2015	6/11/2015	M	NA	NA	none	CDI	0	cef	no	11	d21	none	noFMT	Rc	HF1	BL6	SPF-Young	19	19	fecal	33000000	mouse	0.071427	0.325589	0.319445	0.331733	3.071354	3.01447	3.130427	1.606018	1.587554	1.624481	1.60999	43	56.2	46.443297	93.60266	18923	noFMT	-0.50868	-0.074067	0.071715	0.380468	0.01292	-0.293545	none	fecal
d19_1207_3	d19_1207_3	1207_3	102.7272727	1207	NA	NA	5/7/2015	6/11/2015	M	NA	NA	none	CDI	0	cef	no	11	d21	none	noFMT	Rc	HF1	BL6	SPF-Young	19	19	fecal	11000000	mouse	0.047381	0.34041	0.334371	0.346449	2.937631	2.886427	2.990686	1.614585	1.596601	1.632569	1.619915	62	72.909091	65.335502	97.679265	22785	noFMT	-0.51947	-0.066426	0.037834	0.367458	-0.019039	-0.305316	none	fecal
d19_1207_4	d19_1207_4	1207_4	113.6363636	1207	NA	NA	5/7/2015	6/11/2015	M	NA	NA	none	CDI	0	cef	no	11	d21	none	noFMT	Rc	HF1	BL6	SPF-Young	19	19	fecal	2000000	mouse	0.038669	0.327344	0.320594	0.334095	3.054886	2.993165	3.119207	1.778782	1.756948	1.800616	1.78528	79	100.375	86.040648	143.893264	19583	noFMT	-0.555039	-0.031756	0.016428	0.379321	-0.081242	-0.320848	none	fecal
d19_1209_1	d19_1209_1	1209_1	108.5526316	1209	NA	NA	5/7/2015	6/11/2015	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	19	19	fecal	100	mouse	0.041145	0.120318	0.116437	0.124199	8.311314	8.051606	8.588334	3.123868	3.093831	3.153905	3.140505	202	232	215.714892	267.622101	14275	mFMT	-0.429765	0.36149	-0.008592	0.398151	-0.34256	-0.055798	yWT	fecal
d19_1209_2	d19_1209_2	1209_2	102.3952096	1209	NA	NA	5/7/2015	6/11/2015	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	19	19	fecal	100	mouse	0.055894	0.104018	0.101584	0.106452	9.613724	9.393869	9.844117	2.854171	2.832753	2.875589	2.870715	172	208.964286	189.748825	248.983035	17506	mFMT	-0.292799	0.49669	0.005676	0.325464	-0.37336	0.161632	yWT	fecal
d19_1209_3	d19_1209_3	1209_3	103.125	1209	NA	NA	5/7/2015	6/11/2015	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	19	19	fecal	100	mouse	0.039272	0.163225	0.158676	0.167775	6.126498	5.960353	6.30217	2.634389	2.608288	2.66049	2.649902	156	191.285714	171.929672	234.16116	15815	mFMT	-0.441909	0.272753	-0.037817	0.371165	-0.295673	-0.132008	yWT	fecal
d19_1209_4	d19_1209_4	1209_4	106.3291139	1209	NA	NA	5/7/2015	6/11/2015	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	19	19	fecal	100	mouse	0.077331	0.07028	0.068656	0.071904	14.228841	13.907499	14.565384	3.157492	3.136525	3.178459	3.174278	184	229.230769	206.121521	276.481095	16108	mFMT	-0.239573	0.495104	0.023869	0.317033	-0.347223	0.217906	yWT	fecal
d19_1268_1	d19_1268_1	1268_1	96.44268775	1268	NA	NA	8/2/15	10/5/15	M	NA	NA	mFMT2	CDI	0	cef	yes	11	d42	yWT_spore	mFMT	Rc	HF3	BL6	SPF-Young	19	19	fecal	0	mouse	0.036242	0.102575	0.101301	0.103848	9.749011	9.629427	9.871604	3.009654	2.998078	3.02123	3.014078	269	298.285714	282.510153	332.482113	74598	mFMT_other	-0.264486	0.511259	-0.015528	0.279841	-0.373039	0.186573	yWT_spore	fecal
d19_1268_2	d19_1268_2	1268_2	100	1268	NA	NA	8/2/15	10/5/15	M	NA	NA	mFMT2	CDI	0	cef	yes	11	d42	yWT_spore	mFMT	Rc	HF3	BL6	SPF-Young	19	19	fecal	0	mouse	0.050517	0.091644	0.090275	0.093014	10.911744	10.751099	11.077262	3.080828	3.066024	3.095632	3.087281	216	238.2	225.833454	266.118709	42830	mFMT_other	-0.311998	0.474966	0.0308	0.311313	-0.315239	0.125691	yWT_spore	fecal
d19_1268_3	d19_1268_3	1268_3	101.9417476	1268	NA	NA	8/2/15	10/5/15	M	NA	NA	mFMT2	CDI	0	cef	yes	11	d42	yWT_spore	mFMT	Rc	HF3	BL6	SPF-Young	19	19	fecal	0	mouse	0.058834	0.075208	0.073411	0.077005	13.296445	12.986223	13.62185	3.412114	3.392043	3.432186	3.422089	226	253.444444	238.430252	286.593906	24905	mFMT_other	-0.26615	0.503768	0.049477	0.331685	-0.342046	0.199764	yWT_spore	fecal
d19_1269_1	d19_1269_1	1269_1	100	1269	NA	NA	8/3/15	10/5/15	M	NA	NA	mFMT3	CDI	0	cef	yes	11	d42	rWT	mFMT	Rc	HF3	BL6	SPF-Young	19	19	fecal	0	mouse	0.072127	0.035189	0.034458	0.03592	28.418061	27.83953	29.021147	4.009001	3.993505	4.024497	4.026077	394	452.28	428.600762	492.164265	33700	mFMT_other	0.445232	0.301351	0.483218	0.071752	-0.018715	0.253145	rWT	fecal
d19_1269_2	d19_1269_2	1269_2	100.7490637	1269	NA	NA	8/3/15	10/5/15	M	NA	NA	mFMT3	CDI	0	cef	yes	11	d42	rWT	mFMT	Rc	HF3	BL6	SPF-Young	19	19	fecal	0	mouse	0.065681	0.043877	0.042992	0.044762	22.791182	22.340514	23.260407	3.844923	3.830014	3.859833	3.856836	347	414.234043	385.250848	465.178202	38487	mFMT_other	0.371964	0.208468	0.514889	0.098634	0.084253	0.27371	rWT	fecal
d19_1269_3	d19_1269_3	1269_3	102.1929825	1269	NA	NA	8/3/15	10/5/15	M	NA	NA	mFMT3	CDI	0	cef	yes	11	d42	rWT	mFMT	Rc	HF3	BL6	SPF-Young	19	19	fecal	0	mouse	0.092938	0.03352	0.032812	0.034228	29.832973	29.215805	30.476779	3.994512	3.975866	4.013158	4.012927	321	348.727273	335.421438	374.309639	22418	mFMT_other	0.474056	0.369152	0.421935	0.061957	-0.066098	0.266554	rWT	fecal
d19_1270_1	d19_1270_1	1270_1	98.40425532	1270	NA	NA	8/9/15	10/5/15	F	NA	NA	mFMT2	CDI	0	cef	yes	11	d42	yWT_spore	mFMT	Rc	HF3	BL6	SPF-Young	19	19	fecal	15000	mouse	0.041034	0.155224	0.152879	0.157569	6.442318	6.34644	6.541137	2.508785	2.493174	2.524395	2.515322	157	181	167.197667	213.483508	37390	mFMT_other	-0.366481	0.452511	0.026206	0.339022	-0.297682	0.091734	yWT_spore	fecal
