plateID	compound	DataFilename	SampleName	SampleID	SampleType	Level	Ret.Time	Area	Height	ISTDArea	ISTDHeight	AreaRatio	HeightRatio	Conc.	Std.Conc.	Deviation	%Dev	Accuracy	QCCheckResults	Mark	PeakStart	PeakEnd	T.Plate#	HETP	meter	TailingF.	TailingF(10%)	Resolution	k'	SeparationF.	Area%	Height%	USPWidth	Width(5%)	Width(10%)	Width(50%)	RelativeRetentionTime	Statistic
p3	acetate	2018-07-02_107.lcd	GF2.PlateA	P3-H03	Unknown	NA	15.618	61636	1948	NA	NA	NA	NA	20.82355	NA	NA	NA	NA	Quant.Range(High)	NA	14.658	17.392	7479.518	20.055	49863.453	1.225	1.184	4.624	1.404	1.406	2.1629	1.2781	0.722	1.389	1.032	0.416	1	*
p3	acetate	2018-07-02_108.lcd	GF2.PlateA	P3-H04	Unknown	NA	15.609	20894	656	NA	NA	NA	NA	7.05909	NA	NA	NA	NA	NA	NA	14.783	16.717	6778.754	22.128	45191.691	1.079	1.037	3.134	1.402	1.299	0.6859	0.4142	0.758	1.28	1.051	0.435	1	*
p3	acetate	2018-07-02_109.lcd	GF2.PlateA	P3-H05	Unknown	NA	15.62	26915	561	NA	NA	NA	NA	9.09307	NA	NA	NA	NA	NA	NA	14.842	18.058	6486.876	23.124	43245.837	2.506	2.839	3.143	1.399	1.298	0.7306	0.3117	0.776	2.872	2.691	0.447	1	*
p3	acetate	2018-07-02_110.lcd	GF2.PlateA	P3-H06	Unknown	NA	15.608	6677	245	NA	NA	NA	NA	2.25577	NA	NA	NA	NA	NA	NA	15.025	16.408	8345.684	17.973	55637.89	1.111	1.129	4.048	1.398	1.406	0.1819	0.1272	0.683	1.033	0.865	0.397	1	*
p3	acetate	2018-07-02_111.lcd	GF2.PlateA	P3-H07	Unknown	NA	15.618	33528	1135	NA	NA	NA	NA	11.32718	NA	NA	NA	NA	NA	NA	14.833	16.842	7730.663	19.403	51537.753	1.193	1.185	4.784	1.396	1.406	0.9122	0.5824	0.711	1.203	0.949	0.41	1	*
p3	acetate	2018-07-02_112.lcd	GF2.PlateA	P3-H08	Unknown	NA	15.587	7450	198	NA	NA	NA	NA	2.5171	NA	NA	NA	NA	NA	NA	14.908	16.658	4295.872	34.917	28639.143	1.21	1.142	2.831	14.657	1.166	0.1899	0.1006	0.951	1.428	1.215	0.564	1	*
p3	acetate	2018-07-02_113.lcd	GF2.PlateA	P3-H09	Unknown	NA	15.615	96667	3005	NA	NA	NA	NA	32.65855	NA	NA	NA	NA	Quant.Range(High)	NA	14.483	17.492	7350.949	20.406	49006.325	1.227	1.199	2.873	1.398	1.303	2.4938	1.5029	0.728	1.418	1.057	0.419	1	*
p3	acetate	2018-07-02_114.lcd	GF2.PlateA	P3-H10	Unknown	NA	15.616	51966	1335	NA	NA	NA	NA	17.55659	NA	NA	NA	NA	NA	NA	14.533	18.033	7057.747	21.253	47051.65	2.283	1.36	3.332	1.398	1.293	1.5406	0.7471	0.744	2.791	1.258	0.429	1	*
p3	acetate	2018-07-02_115.lcd	GF2.PlateA	P3-H11	Unknown	NA	15.613	77414	2421	NA	NA	NA	NA	26.15381	NA	NA	NA	NA	Quant.Range(High)	NA	14.608	17.4	7344.011	20.425	48960.073	1.22	1.198	3.145	1.398	1.3	2.3314	1.3721	0.729	1.393	1.049	0.42	1	*
p3	acetate	2018-07-02_116.lcd	GF2.PlateA	P3-H12	Unknown	NA	15.617	45878	1414	NA	NA	NA	NA	15.4997	NA	NA	NA	NA	NA	NA	14.783	17.467	7427.428	20.195	49516.189	1.544	1.226	2.889	1.401	1.301	1.3557	0.8203	0.725	1.656	1.031	0.417	1	*
p3	acetate	2018-07-02_117.lcd	Water	BLANK	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p3	acetate	2018-07-02_118.lcd	40 mM Mix	STD-0111	Unknown	NA	15.602	334378	9577	NA	NA	NA	NA	112.96792	NA	NA	NA	NA	Quant.Range(High)	 V 	14.967	17.25	6923.459	21.665	46156.392	--	--	1.724	1.466	1.161	1.6835	1.5322	0.75	0	0	0.432	1	*
p3	acetate	2018-07-02_119.lcd	20 mM Mix	STD-0112	Unknown	NA	15.608	163384	4737	NA	NA	NA	NA	55.19863	NA	NA	NA	NA	Quant.Range(High)	 V 	14.967	17.258	6980.706	21.488	46538.039	--	--	1.736	1.467	1.161	1.6586	1.5055	0.747	0	0	0.43	1	*
p3	acetate	2018-07-02_120.lcd	10 mM Mix	STD-0113	Unknown	NA	15.618	74694	2162	NA	NA	NA	NA	25.23497	NA	NA	NA	NA	Quant.Range(High)	 V 	14.958	17.267	6949.618	21.584	46330.784	--	--	1.731	1.473	1.161	1.7271	1.5571	0.749	0	0	0.43	1	*
p3	acetate	2018-07-02_121.lcd	5 mM Mix	STD-0114	Unknown	NA	15.618	38493	1186	NA	NA	NA	NA	13.0046	NA	NA	NA	NA	NA	 V 	14.967	17.275	7284.732	20.591	48564.877	--	--	1.774	1.484	1.161	1.5591	1.4829	0.732	0	1.169	0.422	1	*
p3	acetate	2018-07-02_122.lcd	2.5 mM Mix	STD-0115	Unknown	NA	15.615	18017	577	NA	NA	NA	NA	6.08698	NA	NA	NA	NA	NA	 V 	14.967	16.8	7286.117	20.587	48574.11	--	--	1.771	1.234	1.176	1.4864	1.4743	0.732	0	1.084	0.42	1	*
p3	acetate	2018-07-02_123.lcd	1 mM Mix	STD-0116	Unknown	NA	15.618	6510	217	NA	NA	NA	NA	2.19947	NA	NA	NA	NA	NA	 V 	14.967	16.542	7542.227	19.888	50281.513	--	--	1.8	1.233	1.175	1.398	1.4756	0.719	0	0.989	0.416	1	*
p3	acetate	2018-07-02_124.lcd	0.5 mM Mix	STD-0117	Unknown	NA	15.625	3095	119	NA	NA	NA	NA	1.04577	NA	NA	NA	NA	NA	NA	15.158	16.35	8665.121	17.311	57767.472	1.238	1.225	1.951	1.234	1.176	1.0805	1.2879	0.671	0.927	0.79	0.39	1	*
p3	acetate	2018-07-02_125.lcd	0.25 mM Mix	STD-0118	Unknown	NA	15.626	1352	55	NA	NA	NA	NA	0.45666	NA	NA	NA	NA	Quant.Range(Low)	NA	15.258	16.258	9466.426	15.845	63109.504	1.293	1.252	2.174	1.233	1.179	0.9512	1.2231	0.642	0.823	0.729	0.381	1	*
p3	acetate	2018-07-02_126.lcd	0.1 mM Mix	STD-0119	Unknown	NA	15.627	454	21	NA	NA	NA	NA	0.15327	NA	NA	NA	NA	Quant.Range(Low)	NA	15.317	16.075	10285.331	14.584	68568.871	1.174	1.135	2.592	1.227	1.182	0.7146	1.0912	0.616	0.689	0.612	0.359	1	*
p3	butyrate	2018-07-02_000.lcd	No injection	BLANK	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p3	butyrate	2018-07-02_001.lcd	40 mM Mix	STD-0111	Unknown	NA	22.738	667014	14028	NA	NA	NA	NA	98.02803	NA	NA	NA	NA	Quant.Range(High)	 V 	21.658	24.642	8203.13	18.286	54687.536	--	--	2.048	2.596	1.137	3.3495	2.0851	1.004	0	0	0.581	1.454	*
p3	butyrate	2018-07-02_002.lcd	20 mM Mix	STD-0112	Unknown	NA	22.77	311660	6941	NA	NA	NA	NA	45.80331	NA	NA	NA	NA	Quant.Range(High)	 V 	21.675	24.625	8623.685	17.394	57491.235	--	--	2.096	2.816	1.134	3.1904	2.0702	0.981	0	0	0.567	1.456	*
p3	butyrate	2018-07-02_003.lcd	10 mM Mix	STD-0113	Unknown	NA	22.789	157584	3346	NA	NA	NA	NA	23.15937	NA	NA	NA	NA	Quant.Range(High)	 V 	21.692	24.658	8412.597	17.83	56083.977	--	--	2.067	2.615	1.137	3.4712	2.1708	0.994	0	0	0.575	1.457	*
p3	butyrate	2018-07-02_004.lcd	5 mM Mix	STD-0114	Unknown	NA	22.794	76229	1657	NA	NA	NA	NA	11.20304	NA	NA	NA	NA	NA	 V 	21.692	24.642	8601.887	17.438	57345.914	--	--	2.089	2.26	1.144	3.3752	2.1516	0.983	0	0	0.569	1.457	*
p3	butyrate	2018-07-02_005.lcd	2.5 mM Mix	STD-0115	Unknown	NA	22.805	41987	904	NA	NA	NA	NA	6.17058	NA	NA	NA	NA	NA	 V 	21.642	24.675	8524.699	17.596	56831.326	--	--	2.078	2.26	1.144	3.4059	2.1541	0.988	0	0	0.57	1.457	*
p3	butyrate	2018-07-02_006.lcd	1 mM Mix	STD-0116	Unknown	NA	22.808	11436	320	NA	NA	NA	NA	1.68066	NA	NA	NA	NA	NA	NA	22.025	24.308	10231.324	14.661	68208.824	1.143	1.102	2.208	2.259	1.144	2.5548	2.0672	0.902	1.277	1.058	0.528	1.457	*
p3	butyrate	2018-07-02_007.lcd	0.5 mM Mix	STD-0117	Unknown	NA	22.809	6658	191	NA	NA	NA	NA	0.9785	NA	NA	NA	NA	NA	NA	22.075	23.808	10423.809	14.39	69492.06	1.096	1.075	2.356	2.26	1.144	2.3626	1.9143	0.894	1.24	1.034	0.523	1.458	*
p3	butyrate	2018-07-02_008.lcd	0.25 mM Mix	STD-0118	Unknown	NA	22.817	3092	90	NA	NA	NA	NA	0.45445	NA	NA	NA	NA	Quant.Range(Low)	NA	22.192	23.908	10683.942	14.04	71226.28	1.16	1.139	2.028	2.255	1.147	2.19	1.8188	0.883	1.248	1.007	0.52	1.458	*
p3	butyrate	2018-07-02_009.lcd	0.1 mM Mix	STD-0119	Unknown	NA	22.811	1121	35	NA	NA	NA	NA	0.16472	NA	NA	NA	NA	Quant.Range(Low)	NA	22.308	23.692	12756.377	11.759	85042.514	1.339	1.249	1.512	2.242	1.151	1.5577	1.5858	0.808	1.105	0.97	0.497	1.457	*
p3	butyrate	2018-07-02_010.lcd	Water	BLANK	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p3	butyrate	2018-07-02_011.lcd	GF2.PlateA	P3-A01	Unknown	NA	22.805	28783	696	NA	NA	NA	NA	4.23017	NA	NA	NA	NA	NA	 V 	22.058	24.625	9007.396	16.653	60049.304	--	--	0.664	2.805	1.067	0.923	0.3925	0.961	0	0	0.56	1.458	*
p3	butyrate	2018-07-02_012.lcd	GF2.PlateA	P3-A02	Unknown	NA	22.772	283	11	NA	NA	NA	NA	0.04155	NA	NA	NA	NA	Quant.Range(Low)	NA	22.508	23.375	15562.231	9.639	103748.205	1.428	1.422	1.728	3.192	1.097	0.0097	0.007	0.73	0.716	0.688	0.443	1.457	*
p3	butyrate	2018-07-02_013.lcd	GF2.PlateA	P3-A03	Unknown	NA	22.7	1950	42	NA	NA	NA	NA	0.28651	NA	NA	NA	NA	Quant.Range(Low)	 V 	22.292	23.608	379.655	395.095	2531.037	--	--	0.502	2.487	1.099	0.0714	0.0267	4.66	0	0	0	1.452	*
p3	butyrate	2018-07-02_014.lcd	GF2.PlateA	P3-A04	Unknown	NA	22.801	415	15	NA	NA	NA	NA	0.061	NA	NA	NA	NA	Quant.Range(Low)	NA	22.408	23.408	15999.06	9.376	106660.401	1.276	1.144	1.51	2.5	1.069	0.0141	0.009	0.721	0.899	0.748	0.445	1.458	*
p3	butyrate	2018-07-02_015.lcd	GF2.PlateA	P3-A05	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p3	butyrate	2018-07-02_016.lcd	GF2.PlateA	P3-A06	Unknown	NA	22.794	3199	96	NA	NA	NA	NA	0.47008	NA	NA	NA	NA	Quant.Range(Low)	NA	22.125	23.675	11480.512	13.066	76536.744	1.107	1.075	1.829	2.502	1.105	0.1089	0.0577	0.851	1.129	0.971	0.51	1.458	*
p3	butyrate	2018-07-02_017.lcd	GF2.PlateA	P3-A07	Unknown	NA	22.787	9735	226	NA	NA	NA	NA	1.43075	NA	NA	NA	NA	NA	 V 	22.008	23.758	8108.152	18.5	54054.348	--	--	1.46	2.503	1.105	0.3631	0.143	1.012	0	0	0.589	1.458	*
p3	butyrate	2018-07-02_018.lcd	GF2.PlateA	P3-A08	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p3	butyrate	2018-07-02_019.lcd	GF2.PlateA	P3-A09	Unknown	NA	22.774	1432	43	NA	NA	NA	NA	0.21041	NA	NA	NA	NA	Quant.Range(Low)	 V 	22.175	23.775	11615.26	12.914	77435.065	1.101	1.14	1.693	2.497	1.103	0.0559	0.0283	0.845	1.151	0.968	0.51	1.456	*
p3	butyrate	2018-07-02_020.lcd	GF2.PlateA	P3-A10	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p3	butyrate	2018-07-02_021.lcd	GF2.PlateA	P3-A11	Unknown	NA	22.775	58344	1269	NA	NA	NA	NA	8.57453	NA	NA	NA	NA	NA	 V 	22.008	25.475	8164.195	18.373	54427.968	--	--	1.431	3.08	1.099	1.9243	0.7422	1.008	0	0	0.583	1.457	*
p3	butyrate	2018-07-02_022.lcd	GF2.PlateA	P3-A12	Unknown	NA	22.771	1236	42	NA	NA	NA	NA	0.18165	NA	NA	NA	NA	Quant.Range(Low)	NA	22.292	23.425	13002.623	11.536	86684.154	1.186	1.142	4.943	2.5	1.271	0.0418	0.0251	0.799	0.959	0.85	0.471	1.457	*
p3	butyrate	2018-07-02_023.lcd	GF2.PlateA	P3-B01	Unknown	NA	22.791	7061	186	NA	NA	NA	NA	1.03773	NA	NA	NA	NA	NA	 V 	22.075	23.892	8997.699	16.671	59984.66	--	--	0.849	2.5	1.067	0.2601	0.1158	0.961	0	0	0.553	1.457	*
p3	butyrate	2018-07-02_024.lcd	GF2.PlateA	P3-B02	Unknown	NA	22.803	161	7	NA	NA	NA	NA	0.02372	NA	NA	NA	NA	Quant.Range(Low)	NA	22.508	23.175	19809.388	7.572	132062.586	1.154	1.188	2.124	3.171	1.099	0.0055	0.0044	0.648	0.622	0.596	0.389	1.459	*
p3	butyrate	2018-07-02_025.lcd	GF2.PlateA	P3-B03	Unknown	NA	22.797	7064	208	NA	NA	NA	NA	1.03821	NA	NA	NA	NA	NA	NA	22.108	23.742	10672.716	14.055	71151.438	1.095	1.078	1.805	3.138	1.098	0.255	0.1277	0.883	1.169	0.999	0.519	1.457	*
p3	butyrate	2018-07-02_026.lcd	GF2.PlateA	P3-B04	Unknown	NA	22.773	299	10	NA	NA	NA	NA	0.04389	NA	NA	NA	NA	Quant.Range(Low)	NA	22.358	23.292	17141.505	8.751	114276.703	1.096	1.064	1.9	3.15	1.096	0.0108	0.0066	0.696	0.893	0.832	0.456	1.456	*
p3	butyrate	2018-07-02_027.lcd	GF2.PlateA	P3-B05	Unknown	NA	22.81	10412	303	NA	NA	NA	NA	1.53028	NA	NA	NA	NA	NA	NA	22.108	23.742	10263.039	14.616	68420.263	1.096	1.082	1.687	3.14	1.097	0.3755	0.1877	0.901	1.18	1.013	0.526	1.458	*
p3	butyrate	2018-07-02_028.lcd	GF2.PlateA	P3-B06	Unknown	NA	22.791	1893	52	NA	NA	NA	NA	0.27822	NA	NA	NA	NA	Quant.Range(Low)	 V 	22.275	23.642	8966.061	16.73	59773.74	--	--	0.824	2.502	1.074	0.0675	0.0321	0.963	0	0	0.56	1.457	*
p3	butyrate	2018-07-02_029.lcd	GF2.PlateA	P3-B07	Unknown	NA	22.807	48809	1336	NA	NA	NA	NA	7.17324	NA	NA	NA	NA	NA	NA	21.992	24.775	9593.67	15.635	63957.801	1.124	1.107	1.602	2.503	1.1	1.6299	0.7939	0.931	1.307	1.088	0.542	1.458	*
p3	butyrate	2018-07-02_030.lcd	GF2.PlateA	P3-B08	Unknown	NA	22.815	727	26	NA	NA	NA	NA	0.10685	NA	NA	NA	NA	Quant.Range(Low)	NA	22.442	23.508	16488.603	9.097	109924.019	1.267	1.155	1.561	2.509	1.074	0.0237	0.016	0.711	0.867	0.744	0.437	1.459	*
p3	butyrate	2018-07-02_031.lcd	GF2.PlateA	P3-B09	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p3	butyrate	2018-07-02_032.lcd	GF2.PlateA	P3-B10	Unknown	NA	22.798	415	14	NA	NA	NA	NA	0.06099	NA	NA	NA	NA	Quant.Range(Low)	 V 	22.342	23.475	13513.811	11.1	90092.071	1.192	1.281	1.795	2.502	1.101	0.0151	0.0092	0.784	1.043	0.956	0.468	1.457	*
p3	butyrate	2018-07-02_033.lcd	GF2.PlateA	P3-B11	Unknown	NA	22.811	6639	174	NA	NA	NA	NA	0.97567	NA	NA	NA	NA	NA	 V 	22.242	23.808	8717.399	17.207	58115.99	--	--	1.589	2.505	1.1	0.2393	0.1084	0.977	0	0	0.568	1.458	*
p3	butyrate	2018-07-02_034.lcd	GF2.PlateA	P3-B12	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p3	butyrate	2018-07-02_035.lcd	GF2.PlateA	P3-C01	Unknown	NA	22.789	35370	747	NA	NA	NA	NA	5.1982	NA	NA	NA	NA	NA	 V 	22.025	25.142	7656.52	19.591	51043.468	--	--	1.395	2.503	1.102	1.2228	0.457	1.042	0	0	0.602	1.457	*
p3	butyrate	2018-07-02_036.lcd	GF2.PlateA	P3-C02	Unknown	NA	22.753	553	17	NA	NA	NA	NA	0.08128	NA	NA	NA	NA	Quant.Range(Low)	 V 	22.342	23.558	10905.748	13.754	72704.988	--	--	1.738	3.193	1.094	0.0197	0.0107	0.872	0	0	0.512	1.456	*
p3	butyrate	2018-07-02_037.lcd	GF2.PlateA	P3-C03	Unknown	NA	22.791	1862	59	NA	NA	NA	NA	0.27365	NA	NA	NA	NA	Quant.Range(Low)	NA	22.275	23.808	11541.298	12.997	76941.988	1.12	1.084	1.729	2.507	1.104	0.0668	0.0381	0.849	1.057	0.916	0.497	1.458	*
p3	butyrate	2018-07-02_038.lcd	GF2.PlateA	P3-C04	Unknown	NA	22.765	721	22	NA	NA	NA	NA	0.10603	NA	NA	NA	NA	Quant.Range(Low)	 V 	22.242	23.525	13160.305	11.398	87735.369	--	--	1.799	2.5	1.103	0.0263	0.014	0.794	0	1.096	0.492	1.457	*
p3	butyrate	2018-07-02_039.lcd	GF2.PlateA	P3-C05	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p3	butyrate	2018-07-02_040.lcd	GF2.PlateA	P3-C06	Unknown	NA	22.783	2322	64	NA	NA	NA	NA	0.34119	NA	NA	NA	NA	Quant.Range(Low)	 V 	22.242	23.875	10023.877	14.964	66825.845	--	--	1.612	3.037	1.099	0.0894	0.0423	0.91	0	0	0.559	1.458	*
p3	butyrate	2018-07-02_041.lcd	GF2.PlateA	P3-C07	Unknown	NA	22.774	3687	108	NA	NA	NA	NA	0.54185	NA	NA	NA	NA	NA	NA	22.158	23.758	10526.327	14.25	70175.514	1.248	1.18	1.56	2.503	1.105	0.1431	0.0727	0.888	1.211	1.022	0.521	1.458	*
p3	butyrate	2018-07-02_042.lcd	GF2.PlateA	P3-C08	Unknown	NA	22.771	1283	37	NA	NA	NA	NA	0.18851	NA	NA	NA	NA	Quant.Range(Low)	 V 	22.225	23.658	10807.55	13.879	72050.333	--	--	1.654	3.016	1.097	0.0492	0.0244	0.876	0	0	0.531	1.457	*
p3	butyrate	2018-07-02_043.lcd	GF2.PlateA	P3-C09	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p3	butyrate	2018-07-02_044.lcd	GF2.PlateA	P3-C10	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p3	butyrate	2018-07-02_045.lcd	GF2.PlateA	P3-C11	Unknown	NA	22.769	34906	956	NA	NA	NA	NA	5.13004	NA	NA	NA	NA	NA	NA	21.942	23.992	9339.56	16.061	62263.735	1.132	1.118	1.72	2.502	1.103	1.1594	0.5729	0.942	1.313	1.098	0.546	1.457	*
p3	butyrate	2018-07-02_046.lcd	GF2.PlateA	P3-C12	Unknown	NA	22.765	59043	1355	NA	NA	NA	NA	8.67724	NA	NA	NA	NA	NA	 V 	22.108	25.408	8037.417	18.663	53582.779	--	--	0.961	2.5	1.073	2.0501	0.8388	1.016	0	0	0.588	1.457	*
p3	butyrate	2018-07-02_047.lcd	GF2.PlateA	P3-D01	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p3	butyrate	2018-07-02_048.lcd	GF2.PlateA	P3-D02	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p3	butyrate	2018-07-02_049.lcd	GF2.PlateA	P3-D03	Unknown	NA	22.768	1633	52	NA	NA	NA	NA	0.23995	NA	NA	NA	NA	Quant.Range(Low)	NA	22.242	23.725	13080.679	11.467	87204.53	1.139	1.128	1.414	2.5	1.105	0.0555	0.0314	0.796	1.008	0.901	0.491	1.457	*
p3	butyrate	2018-07-02_050.lcd	GF2.PlateA	P3-D04	Unknown	NA	22.761	24037	604	NA	NA	NA	NA	3.53254	NA	NA	NA	NA	NA	 V 	21.942	24.075	8718.153	17.205	58121.022	--	--	1.189	2.502	1.103	0.8812	0.3969	0.975	0	1.3	0.566	1.457	*
p3	butyrate	2018-07-02_051.lcd	GF2.PlateA	P3-D05	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p3	butyrate	2018-07-02_052.lcd	GF2.PlateA	P3-D06	Unknown	NA	22.769	855	27	NA	NA	NA	NA	0.12571	NA	NA	NA	NA	Quant.Range(Low)	NA	22.275	23.492	13658.88	10.982	91059.197	1.128	1.15	4.805	2.505	1.275	0.0294	0.0176	0.779	1.022	0.939	0.497	1.458	*
p3	butyrate	2018-07-02_053.lcd	GF2.PlateA	P3-D07	Unknown	NA	22.758	1866	56	NA	NA	NA	NA	0.27417	NA	NA	NA	NA	Quant.Range(Low)	NA	22.208	23.592	12067.817	12.43	80452.115	1.225	1.17	1.191	2.5	1.073	0.064	0.035	0.829	1.112	0.952	0.506	1.457	*
p3	butyrate	2018-07-02_054.lcd	GF2.PlateA	P3-D08	Unknown	NA	22.758	1811	55	NA	NA	NA	NA	0.26622	NA	NA	NA	NA	Quant.Range(Low)	NA	22.242	23.725	10635.028	14.104	70900.19	1.208	1.171	--	2.501	1.051	0.0623	0.035	0.883	1.087	0.969	0.509	1.457	*
p3	butyrate	2018-07-02_055.lcd	GF2.PlateA	P3-D09	Unknown	NA	22.777	2244	66	NA	NA	NA	NA	0.32982	NA	NA	NA	NA	Quant.Range(Low)	NA	22.158	23.708	11049.457	13.575	73663.046	1.115	1.105	1.06	2.503	1.078	0.0754	0.0414	0.867	1.152	0.984	0.518	1.458	*
p3	butyrate	2018-07-02_056.lcd	GF2.PlateA	P3-D10	Unknown	NA	22.759	592	20	NA	NA	NA	NA	0.08701	NA	NA	NA	NA	Quant.Range(Low)	NA	22.308	23.375	16159.664	9.282	107731.096	1.082	1.072	2.138	2.498	1.106	0.0217	0.0131	0.716	0.933	0.82	0.471	1.457	*
p3	butyrate	2018-07-02_057.lcd	GF2.PlateA	P3-D11	Unknown	NA	22.751	20050	500	NA	NA	NA	NA	2.94671	NA	NA	NA	NA	NA	 V 	22.058	23.958	8455.116	17.741	56367.437	--	--	1.61	2.5	1.104	0.6889	0.311	0.99	0	0	0.573	1.457	*
p3	butyrate	2018-07-02_058.lcd	GF2.PlateA	P3-D12	Unknown	NA	22.762	23343	540	NA	NA	NA	NA	3.43057	NA	NA	NA	NA	NA	 V 	21.992	24.358	8210.234	18.27	54734.891	--	--	1.594	2.499	1.104	0.8106	0.3347	1.005	0	0	0.582	1.457	*
p3	butyrate	2018-07-02_059.lcd	Water	BLANK	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p3	butyrate	2018-07-02_060.lcd	40 mM Mix	STD-0111	Unknown	NA	22.687	664439	13644	NA	NA	NA	NA	97.64959	NA	NA	NA	NA	Quant.Range(High)	 V 	21.675	24.675	7560.258	19.841	50401.721	--	--	1.966	2.589	1.136	3.3408	2.0783	1.044	0	0	0.603	1.453	*
p3	butyrate	2018-07-02_061.lcd	20 mM Mix	STD-0112	Unknown	NA	22.717	333326	6874	NA	NA	NA	NA	48.98738	NA	NA	NA	NA	Quant.Range(High)	 V 	21.675	24.708	7716.099	19.44	51440.662	--	--	1.986	2.595	1.137	3.3836	2.0855	1.034	0	0	0.598	1.455	*
p3	butyrate	2018-07-02_062.lcd	10 mM Mix	STD-0113	Unknown	NA	22.742	155503	3230	NA	NA	NA	NA	22.85356	NA	NA	NA	NA	Quant.Range(High)	 V 	21.708	24.708	7755.83	19.34	51705.531	--	--	1.99	2.604	1.137	3.5484	2.2033	1.033	0	0	0.597	1.456	*
p3	butyrate	2018-07-02_063.lcd	5 mM Mix	STD-0114	Unknown	NA	22.747	74054	1574	NA	NA	NA	NA	10.88337	NA	NA	NA	NA	NA	 V 	21.725	24.742	7931.14	18.913	52874.267	--	--	2.009	2.628	1.137	3.3876	2.1449	1.022	0	0	0.589	1.457	*
p3	butyrate	2018-07-02_064.lcd	2.5 mM Mix	STD-0115	Unknown	NA	22.754	36689	858	NA	NA	NA	NA	5.39206	NA	NA	NA	NA	NA	 V 	21.725	24.175	8311.307	18.048	55408.716	--	--	2.036	2.257	1.144	3.0208	2.1049	0.998	0	1.531	0.578	1.457	*
p3	butyrate	2018-07-02_065.lcd	1 mM Mix	STD-0116	Unknown	NA	22.759	17097	356	NA	NA	NA	NA	2.51271	NA	NA	NA	NA	NA	 V 	21.675	24.142	7621.458	19.681	50809.72	--	--	1.895	2.257	1.145	3.7341	2.3342	1.043	0	0	0.603	1.457	*
p3	butyrate	2018-07-02_066.lcd	0.5 mM Mix	STD-0117	Unknown	NA	22.745	6556	181	NA	NA	NA	NA	0.96345	NA	NA	NA	NA	NA	NA	22.008	23.908	9727.905	15.42	64852.703	1.156	1.13	2.068	2.254	1.144	2.2929	1.8735	0.922	1.329	1.096	0.541	1.456	*
