compound	SampleID	PlCID	plateID	SampleName	SampleType	Ret.Time	Area	PeakStart	PeakEnd	STDID	minRT	maxRT	PeakQual	sampleID	DNA_Plate	concentration_mM	dilution	r2	slope	intercept	calc_conc	calc_conc_adj
lactate	P3-E06	p3_lactate	p3	GF2.PlateA	Unknown	12.98	2329	12.7	13.292	NA	12.96	13	OK	d25_3836	GF2.PlateC	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.282222910604635	2.82222910604635
lactate	P2-E04	p2_lactate	p2	GF2.PlateA	Unknown	13.02	161	12.858	13.233	NA	12.966	13.017	OK	cecal_d46_2949	GF2.PlateB	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.172714120872369	1.72714120872369
lactate	P3-C06	p3_lactate	p3	GF2.PlateA	Unknown	12.979	2836	12.742	13.325	NA	12.96	13	OK	d18_3830	GF2.plateD	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.307832207834459	3.07832207834459
lactate	P1-G03	p1_lactate	p1	GF2.PlateA	Unknown	NA	0	NA	NA	NA	12.981	13.015	Undetected	cecal_d46_3844	GF2.PlateA	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.164581779937454	1.64581779937454
lactate	P2-G05	p2_lactate	p2	GF2.PlateA	Unknown	12.994	862	12.733	13.317	NA	12.966	13.017	OK	d24_5964	GF2.PlateB	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.208122636371593	2.08122636371593
lactate	P1-C03	p1_lactate	p1	GF2.PlateA	Unknown	NA	0	NA	NA	NA	12.981	13.015	Undetected	d4_5964	GF2.PlateA	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.164581779937454	1.64581779937454
lactate	P3-E07	p3_lactate	p3	GF2.PlateA	Unknown	12.99	24801	12.725	13.492	NA	12.96	13	OK	d29_2904	GF2.PlateC	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	1.41731586395495	14.1731586395495
lactate	P4-C08	p4_lactate	p4	GF2.PlateA	Unknown	NA	0	NA	NA	NA	12.918	12.992	Undetected	cecal_d21_1802_2	GF2.plateD	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.164581779937454	1.64581779937454
lactate	P4-A08	p4_lactate	p4	GF2.PlateA	Unknown	12.97	1320	12.725	13.258	NA	12.918	12.992	OK	d18_5978	GF2.plateD	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.231256873316878	2.31256873316878
lactate	P2-A05	p2_lactate	p2	GF2.PlateA	Unknown	13.013	88819	12.025	14.733	NA	12.966	13.017	OK	d22_4914	GF2.PlateB	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	4.65095686998827	46.5095686998827
lactate	P2-A06	p2_lactate	p2	GF2.PlateA	Unknown	12.981	3009	12.8	13.333	NA	12.966	13.017	OK	d24_3827	GF2.PlateB	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.316570685981914	3.16570685981914
lactate	P4-C09	p4_lactate	p4	GF2.PlateA	Unknown	12.938	82243	11.992	14.1	NA	12.918	12.992	OK	d0_1800_1	GF2.plateD	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	4.31879367751623	43.1879367751623
lactate	P2-E07	p2_lactate	p2	GF2.PlateA	Unknown	13.003	15985	12.583	14.017	NA	12.966	13.017	OK	d25_3755	GF2.PlateB	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.972007058475405	9.72007058475405
lactate	P4-E10	p4_lactate	p4	GF2.PlateA	Unknown	12.942	10097	12.575	13.917	NA	12.918	12.992	OK	d36_2904	GF2.PlateC	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.674595732855671	6.74595732855671
lactate	P4-C10	p4_lactate	p4	GF2.PlateA	Unknown	12.916	218	12.758	13.208	NA	12.918	12.992	OK	d0_1800_2	GF2.plateD	NA	0.05	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.175593272631935	3.51186545263869
lactate	P4-A11	p4_lactate	p4	GF2.PlateA	Unknown	NA	0	NA	NA	NA	12.918	12.992	Undetected	d4_1802_2	GF2.plateD	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.164581779937454	1.64581779937454
lactate	P3-C10	p3_lactate	p3	GF2.PlateA	Unknown	12.978	7331	12.608	14.033	NA	12.96	13	OK	dn11_1806_4	GF2.plateD	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.53488110536515	5.3488110536515
lactate	P3-E10	p3_lactate	p3	GF2.PlateA	Unknown	12.924	10711	12.85	13.383	NA	12.96	13	OK	d45_4914	GF2.PlateC	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.705609753563979	7.05609753563979
lactate	P4-C12	p4_lactate	p4	GF2.PlateA	Unknown	12.947	4878	12.708	14.1	NA	12.918	12.992	OK	dn7_1806_4	GF2.plateD	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.410976556835053	4.10976556835053
lactate	P3-E11	p3_lactate	p3	GF2.PlateA	Unknown	NA	0	NA	NA	NA	12.96	13	Undetected	cecal_d46_4837	GF2.PlateC	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.164581779937454	1.64581779937454
lactate	P3-C11	p3_lactate	p3	GF2.PlateA	Unknown	NA	0	NA	NA	NA	12.96	13	Undetected	d1_1802_2	GF2.plateD	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.164581779937454	1.64581779937454
lactate	P2-A09	p2_lactate	p2	GF2.PlateA	Unknown	13.028	462	12.875	13.283	NA	12.966	13.017	OK	d29_3765	GF2.PlateB	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.187918062620252	1.87918062620252
lactate	P4-D01	p4_lactate	p4	GF2.PlateA	Unknown	NA	0	NA	NA	NA	12.918	12.992	Undetected	cecal_d21_1802_3	GF2.plateD	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.164581779937454	1.64581779937454
lactate	P2-E10	p2_lactate	p2	GF2.PlateA	Unknown	NA	0	NA	NA	NA	12.966	13.017	Undetected	d36_2956	GF2.PlateB	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.164581779937454	1.64581779937454
lactate	P2-G11	p2_lactate	p2	GF2.PlateA	Unknown	12.98	4290	12.7	13.408	NA	12.966	13.017	OK	d38_3844	GF2.PlateB	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.381275833420583	3.81275833420583
lactate	P3-F01	p3_lactate	p3	GF2.PlateA	Unknown	12.99	15848	12.558	13.967	NA	12.96	13	OK	d0_2949	GF2.PlateC	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.965086991965571	9.65086991965571
lactate	P4-D02	p4_lactate	p4	GF2.PlateA	Unknown	12.951	3348	12.633	13.825	NA	12.918	12.992	OK	d11_1802_1	GF2.plateD	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.333694062236175	3.33694062236175
lactate	P1-E10	p1_lactate	p1	GF2.PlateA	Unknown	13.008	9868	12.717	13.458	NA	12.981	13.015	OK	d34_3765	GF2.PlateA	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.663028614383028	6.63028614383028
lactate	P2-A12	p2_lactate	p2	GF2.PlateA	Unknown	13.021	564	12.767	13.267	NA	12.966	13.017	OK	d41_5978	GF2.PlateB	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.193070228926844	1.93070228926844
lactate	P4-D03	p4_lactate	p4	GF2.PlateA	Unknown	12.987	1197	12.742	13.808	NA	12.918	12.992	OK	d11_1802_2	GF2.plateD	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.225043966888341	2.25043966888341
lactate	P3-D02	p3_lactate	p3	GF2.PlateA	Unknown	12.974	14645	12.6	13.783	NA	12.96	13	OK	d1_1800_1	GF2.plateD	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.904321736408414	9.04321736408414
lactate	P3-F03	p3_lactate	p3	GF2.PlateA	Unknown	12.982	1022	12.775	13.9	NA	12.96	13	OK	d4_2966	GF2.PlateC	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.216204465872129	2.16204465872129
lactate	P4-H04	p4_lactate	p4	GF2.PlateA	Unknown	12.912	9237	12.55	13.325	NA	12.918	12.992	OK	d24_3776	GF2.PlateC	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.631155899290288	6.31155899290288
lactate	P2-F01	p2_lactate	p2	GF2.PlateA	Unknown	12.997	975	12.775	13.317	NA	12.966	13.017	OK	d1_2988	GF2.PlateB	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.213830428456347	2.13830428456347
lactate	P4-B04	p4_lactate	p4	GF2.PlateA	Unknown	13.183	76	12.858	13.192	NA	12.918	12.992	Reject	d18_5942	GF2.plateD	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	NA	NA
lactate	P4-D04	p4_lactate	p4	GF2.PlateA	Unknown	12.979	651	12.8	13.758	NA	12.918	12.992	OK	d11_1806_4	GF2.notExtracted	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.197464723717761	1.97464723717761
lactate	P2-H02	p2_lactate	p2	GF2.PlateA	Unknown	12.979	11676	12.667	13.9	NA	12.966	13.017	OK	d4_5942	GF2.PlateB	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.754353287739088	7.54353287739088
lactate	P4-H05	p4_lactate	p4	GF2.PlateA	Unknown	12.916	9892	12.558	13.433	NA	12.918	12.992	OK	d25_2933	GF2.PlateC	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.664240888808109	6.64240888808109
lactate	P2-H04	p2_lactate	p2	GF2.PlateA	Unknown	12.98	1458	12.725	13.3	NA	12.966	13.017	OK	d22_5969	GF2.PlateB	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.238227451261091	2.38227451261091
lactate	P3-F07	p3_lactate	p3	GF2.PlateA	Unknown	12.993	27052	12.675	13.717	NA	12.96	13	OK	d29_3755	GF2.PlateC	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	1.53101710274062	15.3101710274062
lactate	P4-D08	p4_lactate	p4	GF2.PlateA	Unknown	12.945	4413	12.625	13.958	NA	12.918	12.992	OK	dn11_1803_2	GF2.notExtracted	NA	0.05	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.38748873984912	7.7497747969824
lactate	P1-B03	p1_lactate	p1	GF2.PlateA	Unknown	12.994	5490	12.742	13.367	NA	12.981	13.015	OK	d4_4837	GF2.PlateA	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.441889554674605	4.41889554674604
lactate	P3-F08	p3_lactate	p3	GF2.PlateA	Unknown	13.017	4803	12.7	13.992	NA	12.96	13	OK	d34_2933	GF2.PlateC	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.407188199256677	4.07188199256677
lactate	P3-B08	p3_lactate	p3	GF2.PlateA	Unknown	12.984	40773	12.633	13.708	NA	12.96	13	OK	cecal_d21_1806_3	GF2.plateD	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	2.22408449384599	22.2408449384599
lactate	P2-H06	p2_lactate	p2	GF2.PlateA	Unknown	12.98	775	12.767	13.317	NA	12.966	13.017	OK	d25_2966	GF2.PlateB	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.203728141580676	2.03728141580676
lactate	P2-B06	p2_lactate	p2	GF2.PlateA	Unknown	13.005	3231	12.642	13.358	NA	12.966	13.017	OK	d24_3830	GF2.PlateB	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.327784224413908	3.27784224413908
lactate	P4-D09	p4_lactate	p4	GF2.PlateA	Unknown	NA	0	NA	NA	NA	12.918	12.992	Undetected	dn11_1800_3	GF2.notExtracted	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.164581779937454	1.64581779937454
lactate	P1-D05	p1_lactate	p1	GF2.PlateA	Unknown	13.003	10169	12.658	13.392	NA	12.981	13.015	OK	d22_5942	GF2.PlateA	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.678232556130912	6.78232556130912
lactate	P2-B07	p2_lactate	p2	GF2.PlateA	Unknown	12.996	3085	12.758	13.408	NA	12.966	13.017	OK	d25_3765	GF2.PlateB	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.320409554994669	3.20409554994669
lactate	P4-D10	p4_lactate	p4	GF2.PlateA	Unknown	NA	0	NA	NA	NA	12.918	12.992	Undetected	dn11_1800_2	GF2.notExtracted	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.164581779937454	1.64581779937454
lactate	P3-D10	p3_lactate	p3	GF2.PlateA	Unknown	12.982	6977	12.675	13.917	NA	12.96	13	OK	d18_1802_1	GF2.plateD	NA	0.05	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.517000057595214	10.3400011519043
lactate	P4-D11	p4_lactate	p4	GF2.PlateA	Unknown	12.936	279	12.783	13.15	NA	12.918	12.992	OK	dn11_1800_1	GF2.notExtracted	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.178674470129014	1.78674470129014
lactate	P4-D12	p4_lactate	p4	GF2.PlateA	Unknown	12.947	7510	12.692	13.567	NA	12.918	12.992	OK	HF8_myFMT2_regular	GF2.notExtracted	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.543922652118875	5.43922652118875
lactate	P2-B09	p2_lactate	p2	GF2.PlateA	Unknown	13.007	2513	12.783	13.35	NA	12.966	13.017	OK	d29_3844	GF2.PlateB	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.291517014530252	2.91517014530252
lactate	P3-F12	p3_lactate	p3	GF2.PlateA	Unknown	13.01	300	12.808	13.242	NA	12.96	13	OK	d45_5969	GF2.PlateC	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.179735210250959	1.79735210250959
lactate	P2-H10	p2_lactate	p2	GF2.PlateA	Unknown	NA	0	NA	NA	NA	12.966	13.017	Undetected	GF2_hFMT2B	GF2.PlateB	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.164581779937454	1.64581779937454
lactate	P4-E01	p4_lactate	p4	GF2.PlateA	Unknown	12.939	6250	12.642	13.742	NA	12.918	12.992	OK	d1_3836	GF2.PlateC	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.480278244802152	4.80278244802152
lactate	P3-E01	p3_lactate	p3	GF2.PlateA	Unknown	12.972	1595	12.683	13.317	NA	12.96	13	OK	d0_3776	GF2.PlateC	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.245147517770925	2.45147517770925
lactate	P2-B10	p2_lactate	p2	GF2.PlateA	Unknown	12.633	1982	12.625	13.3	NA	12.966	13.017	Reject	d36_3827	GF2.PlateB	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	NA	NA
lactate	P3-G01	p3_lactate	p3	GF2.PlateA	Unknown	12.991	5611	12.658	13.95	NA	12.96	13	OK	d0_2933	GF2.PlateC	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.448001438234385	4.48001438234385
lactate	P1-D09	p1_lactate	p1	GF2.PlateA	Unknown	NA	0	NA	NA	NA	12.981	13.015	Undetected	d29_5969	GF2.PlateA	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.164581779937454	1.64581779937454
lactate	P1-H09	p1_lactate	p1	GF2.PlateA	Unknown	13.03	469	12.792	13.317	NA	12.981	13.015	OK	d29_5978	GF2.PlateA	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.188271642660901	1.88271642660901
lactate	P3-A01	p3_lactate	p3	GF2.PlateA	Unknown	12.977	21254	12.742	14.2	NA	12.96	13	OK	HF8_fyFMT_preFiltrate	GF2.plateD	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	1.23815180621494	12.3815180621494
lactate	P4-E02	p4_lactate	p4	GF2.PlateA	Unknown	12.94	14929	12.5	14.075	NA	12.918	12.992	OK	d1_5964	GF2.PlateC	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.918666983771866	9.18666983771866
lactate	P4-E03	p4_lactate	p4	GF2.PlateA	Unknown	12.925	4242	12.692	13.292	NA	12.918	12.992	OK	d4_3797	GF2.PlateC	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.378851284570422	3.78851284570422
lactate	P2-B12	p2_lactate	p2	GF2.PlateA	Unknown	NA	0	NA	NA	NA	12.966	13.017	Undetected	d41_3827	GF2.PlateB	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.164581779937454	1.64581779937454
lactate	P4-E04	p4_lactate	p4	GF2.PlateA	Unknown	NA	0	NA	NA	NA	12.918	12.992	Undetected	d38_3836	GF2.PlateC	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.164581779937454	1.64581779937454
lactate	P2-C01	p2_lactate	p2	GF2.PlateA	Unknown	13.007	61423	12.458	14.05	NA	12.966	13.017	OK	d0_2988	GF2.PlateB	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	3.26714561375895	32.6714561375895
lactate	P3-G04	p3_lactate	p3	GF2.PlateA	Unknown	12.67	19260	11.95	13.375	NA	12.96	13	Reject	d45_5957	GF2.PlateC	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	NA	NA
lactate	P2-C02	p2_lactate	p2	GF2.PlateA	Unknown	13.016	1659	12.775	13.383	NA	12.966	13.017	OK	d1_3830	GF2.PlateB	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.248380249571139	2.48380249571139
lactate	P3-A04	p3_lactate	p3	GF2.PlateA	Unknown	12.986	147511	11.667	14.733	NA	12.96	13	OK	d4_1806_3	GF2.plateD	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	7.61557397652249	76.1557397652249
lactate	P2-A02	p2_lactate	p2	GF2.PlateA	Unknown	13.031	3885	12.767	13.258	NA	12.966	13.017	OK	GF2_hMb2A_input	GF2.PlateB	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.36081870249735	3.6081870249735
lactate	P3-G05	p3_lactate	p3	GF2.PlateA	Unknown	12.994	18271	12.617	13.925	NA	12.96	13	OK	d22_2904	GF2.PlateC	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	1.08747619746432	10.8747619746432
lactate	P4-E07	p4_lactate	p4	GF2.PlateA	Unknown	12.937	25306	11.983	14.733	NA	12.918	12.992	OK	d24_3797	GF2.PlateC	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	1.44282413831602	14.4282413831602
lactate	P2-A04	p2_lactate	p2	GF2.PlateA	Unknown	NA	0	NA	NA	NA	12.966	13.017	Undetected	cecal_d25_5925	GF2.PlateB	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.164581779937454	1.64581779937454
lactate	P3-G07	p3_lactate	p3	GF2.PlateA	Unknown	12.99	12683	12.65	13.967	NA	12.96	13	OK	d26_3776	GF2.PlateC	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.805218302158088	8.05218302158088
lactate	P3-A07	p3_lactate	p3	GF2.PlateA	Unknown	12.989	1167	12.767	13.3	NA	12.96	13	OK	dn7_1800_3	GF2.plateD	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.22352862385699	2.2352862385699
lactate	P3-G08	p3_lactate	p3	GF2.PlateA	Unknown	12.99	5853	12.733	13.925	NA	12.96	13	OK	d29_3797	GF2.PlateC	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.460225205353946	4.60225205353946
lactate	P4-E09	p4_lactate	p4	GF2.PlateA	Unknown	NA	0	NA	NA	NA	12.918	12.992	Undetected	d29_2949	GF2.PlateC	NA	0.1	0.997089704642824	5.05114343783517e-05	0.164581779937454	0.164581779937454	1.64581779937454
propionate	P1-H01	p1_propionate	p1	GF2.PlateA	Unknown	NA	0	NA	NA	NA	18.486	18.646	Undetected	d1_3844	GF2.PlateA	NA	0.1	0.996042579879131	8.15083944941885e-05	0.508060927338099	0.508060927338099	5.08060927338099
propionate	P1-H03	p1_propionate	p1	GF2.PlateA	Unknown	18.553	11408	18.2	18.933	NA	18.486	18.646	OK	d41_5964	GF2.PlateA	NA	0.1	0.996042579879131	8.15083944941885e-05	0.508060927338099	1.4379086917278	14.379086917278
propionate	P1-D05	p1_propionate	p1	GF2.PlateA	Unknown	18.558	8366	18.225	18.942	NA	18.486	18.646	OK	d22_5942	GF2.PlateA	NA	0.1	0.996042579879131	8.15083944941885e-05	0.508060927338099	1.18996015567648	11.8996015567648
propionate	P3-D07	p3_propionate	p3	GF2.PlateA	Unknown	18.435	1292	18.175	18.725	NA	18.403	18.593	OK	d13_1802_1	GF2.plateD	NA	0.1	0.996042579879131	8.15083944941885e-05	0.508060927338099	0.613369773024591	6.13369773024591
propionate	P1-D01	p1_propionate	p1	GF2.PlateA	Unknown	NA	0	NA	NA	NA	18.486	18.646	Undetected	d0_3830	GF2.PlateA	NA	0.1	0.996042579879131	8.15083944941885e-05	0.508060927338099	0.508060927338099	5.08060927338099
propionate	P1-C04	p1_propionate	p1	GF2.PlateA	Unknown	18.582	7117	18.258	18.908	NA	18.486	18.646	OK	d22_5925	GF2.PlateA	NA	0.1	0.996042579879131	8.15083944941885e-05	0.508060927338099	1.08815617095324	10.8815617095324
propionate	P2-C01	p2_propionate	p2	GF2.PlateA	Unknown	NA	0	NA	NA	NA	18.446	18.628	Undetected	d0_2988	GF2.PlateB	NA	0.1	0.996042579879131	8.15083944941885e-05	0.508060927338099	0.508060927338099	5.08060927338099
propionate	P1-A04	p1_propionate	p1	GF2.PlateA	Unknown	18.554	11930	18.208	18.95	NA	18.486	18.646	OK	d38_5969	GF2.PlateA	NA	0.1	0.996042579879131	8.15083944941885e-05	0.508060927338099	1.48045607365377	14.8045607365377
propionate	P3-H04	p3_propionate	p3	GF2.PlateA	Unknown	18.435	4740	18.1	18.817	NA	18.403	18.593	OK	d22_3844	GF2.PlateC	NA	0.1	0.996042579879131	8.15083944941885e-05	0.508060927338099	0.894410717240553	8.94410717240553
propionate	P1-F05	p1_propionate	p1	GF2.PlateA	Unknown	18.543	13888	18.167	18.967	NA	18.486	18.646	OK	d22_3739	GF2.PlateA	NA	0.1	0.996042579879131	8.15083944941885e-05	0.508060927338099	1.64004951007339	16.4004951007339
propionate	P4-F06	p4_propionate	p4	GF2.PlateA	Unknown	18.363	2419	18.05	18.683	NA	18.36	18.542	OK	d24_2933	GF2.PlateC	NA	0.1	0.996042579879131	8.15083944941885e-05	0.508060927338099	0.705229733619541	7.05229733619541
propionate	P1-A12	p1_propionate	p1	GF2.PlateA	Unknown	18.642	5667	18.292	18.867	NA	18.486	18.646	OK	d38_4914	GF2.PlateA	NA	0.1	0.996042579879131	8.15083944941885e-05	0.508060927338099	0.969968998936665	9.69968998936665
propionate	P3-A06	p3_propionate	p3	GF2.PlateA	Unknown	18.474	2975	18.175	18.817	NA	18.403	18.593	OK	dn7_1800_1	GF2.plateD	NA	0.1	0.996042579879131	8.15083944941885e-05	0.508060927338099	0.75054840095831	7.5054840095831
propionate	P2-F03	p2_propionate	p2	GF2.PlateA	Unknown	18.506	10262	18.142	18.95	NA	18.446	18.628	OK	d4_2949	GF2.PlateB	NA	0.1	0.996042579879131	8.15083944941885e-05	0.508060927338099	1.34450007163746	13.4450007163746
propionate	P1-B04	p1_propionate	p1	GF2.PlateA	Unknown	18.599	4787	18.258	18.867	NA	18.486	18.646	OK	d41_2966	GF2.PlateA	NA	0.1	0.996042579879131	8.15083944941885e-05	0.508060927338099	0.89824161178178	8.9824161178178
propionate	P4-E09	p4_propionate	p4	GF2.PlateA	Unknown	18.395	11284	17.983	18.775	NA	18.36	18.542	OK	d29_2949	GF2.PlateC	NA	0.1	0.996042579879131	8.15083944941885e-05	0.508060927338099	1.42780165081052	14.2780165081052
propionate	P2-B04	p2_propionate	p2	GF2.PlateA	Unknown	18.532	19591	18.108	19.017	NA	18.446	18.628	OK	cecal_d25_3739	GF2.PlateB	NA	0.1	0.996042579879131	8.15083944941885e-05	0.508060927338099	2.10489188387375	21.0489188387375
propionate	P1-F02	p1_propionate	p1	GF2.PlateA	Unknown	NA	0	NA	NA	NA	18.486	18.646	Undetected	d1_5957	GF2.PlateA	NA	0.1	0.996042579879131	8.15083944941885e-05	0.508060927338099	0.508060927338099	5.08060927338099
propionate	P1-E09	p1_propionate	p1	GF2.PlateA	Unknown	18.549	15477	18.175	19	NA	18.486	18.646	OK	d29_4914	GF2.PlateA	NA	0.1	0.996042579879131	8.15083944941885e-05	0.508060927338099	1.76956634892465	17.6956634892465
propionate	P3-D04	p3_propionate	p3	GF2.PlateA	Unknown	18.46	3122	18.15	18.808	NA	18.403	18.593	OK	cecal_d21_1800_2	GF2.plateD	NA	0.1	0.996042579879131	8.15083944941885e-05	0.508060927338099	0.762530134948956	7.62530134948956
propionate	P2-G07	p2_propionate	p2	GF2.PlateA	Unknown	18.495	3553	18.192	18.85	NA	18.446	18.628	OK	d26_2956	GF2.PlateB	NA	0.1	0.996042579879131	8.15083944941885e-05	0.508060927338099	0.797660252975951	7.97660252975951
propionate	P3-H05	p3_propionate	p3	GF2.PlateA	Unknown	18.414	1596	18.125	18.692	NA	18.403	18.593	OK	d24_3836	GF2.PlateC	NA	0.1	0.996042579879131	8.15083944941885e-05	0.508060927338099	0.638148324950824	6.38148324950824
propionate	P3-C08	p3_propionate	p3	GF2.PlateA	Unknown	18.468	5349	18.142	18.858	NA	18.403	18.593	OK	d18_2988	GF2.plateD	NA	0.1	0.996042579879131	8.15083944941885e-05	0.508060927338099	0.944049329487513	9.44049329487513
propionate	P3-C09	p3_propionate	p3	GF2.PlateA	Unknown	NA	0	NA	NA	NA	18.403	18.593	Undetected	dn11_1806_3	GF2.plateD	NA	0.1	0.996042579879131	8.15083944941885e-05	0.508060927338099	0.508060927338099	5.08060927338099
propionate	P1-D04	p1_propionate	p1	GF2.PlateA	Unknown	18.538	7719	18.225	18.967	NA	18.486	18.646	OK	cecal_d46_3765	GF2.PlateA	NA	0.1	0.996042579879131	8.15083944941885e-05	0.508060927338099	1.13722422443874	11.3722422443874
propionate	P2-C10	p2_propionate	p2	GF2.PlateA	Unknown	NA	0	NA	NA	NA	18.446	18.628	Undetected	d36_3830	GF2.PlateB	NA	0.1	0.996042579879131	8.15083944941885e-05	0.508060927338099	0.508060927338099	5.08060927338099
propionate	P4-E11	p4_propionate	p4	GF2.PlateA	Unknown	18.369	4458	18.05	18.75	NA	18.36	18.542	OK	GF2_mjFMT2	GF2.PlateC	NA	0.066	0.996042579879131	8.15083944941885e-05	0.508060927338099	0.871425349993191	13.2034143938362
propionate	P1-D02	p1_propionate	p1	GF2.PlateA	Unknown	NA	0	NA	NA	NA	18.486	18.646	Undetected	d1_2933	GF2.PlateA	NA	0.1	0.996042579879131	8.15083944941885e-05	0.508060927338099	0.508060927338099	5.08060927338099
propionate	P4-F08	p4_propionate	p4	GF2.PlateA	Unknown	18.381	11630	17.975	18.758	NA	18.36	18.542	OK	d29_3836	GF2.PlateC	NA	0.1	0.996042579879131	8.15083944941885e-05	0.508060927338099	1.45600355530551	14.5600355530551
