compound	DataFilename	SampleName	SampleID	SampleType	Level	Ret.Time	Area	Height	ISTDArea	ISTDHeight	AreaRatio	HeightRatio	Conc.	Std.Conc.	Deviation	%Dev	Accuracy	QCCheckResults	Mark	PeakStart	PeakEnd	T.Plate#	HETP	meter	TailingF.	TailingF(10%)	Resolution	k'	SeparationF.	Area%	Height%	USPWidth	Width(5%)	Width(10%)	Width(50%)	RelativeRetentionTime	Statistic
butyrate	2017-10-05_038.lcd	HPLC_HF5.PlateA	HF5.PlateA-C04	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
butyrate	2017-10-05_039.lcd	HPLC_HF5.PlateA	HF5.PlateA-C05	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
butyrate	2017-10-05_040.lcd	HPLC_HF5.PlateA	HF5.PlateA-C06	Unknown	-----	22.882	1978	72	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.4	23.367	15317.995	9.792	102119.968	1.03	1.033	5.093	3.029	1.249	0.0774	0.0339	0.74	0.852	0.772	0.44	1.458	*
butyrate	2017-10-05_041.lcd	HPLC_HF5.PlateA	HF5.PlateA-C07	Unknown	-----	22.872	2178	79	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.4	23.525	15240.237	9.842	101601.582	1.057	1.044	1.497	3.034	1.058	0.0809	0.0368	0.741	0.878	0.782	0.437	1.458	*
butyrate	2017-10-05_042.lcd	HPLC_HF5.PlateA	HF5.PlateA-C08	Unknown	-----	22.876	1031	39	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.492	23.458	17758.15	8.447	118387.666	1.22	1.188	1.497	2.665	1.061	0.0387	0.0183	0.687	0.83	0.762	0.414	1.458	*
butyrate	2017-10-05_043.lcd	HPLC_HF5.PlateA	HF5.PlateA-C09	Unknown	-----	22.901	942	36	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.5	23.417	17709.558	8.47	118063.718	1.074	1.062	1.403	2.667	1.064	0.0376	0.0174	0.688	0.781	0.73	0.418	1.46	*
butyrate	2017-10-05_044.lcd	HPLC_HF5.PlateA	HF5.PlateA-C10	Unknown	-----	22.911	250	12	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.608	23.233	30766.601	4.875	205110.676	1.014	1.011	2.603	2.461	1.106	0.0088	0.0058	0.522	0.564	0.539	0.333	1.46	*
butyrate	2017-10-05_045.lcd	HPLC_HF5.PlateA	HF5.PlateA-C11	Unknown	-----	22.865	427	17	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.542	23.333	16369.583	9.163	109130.551	1.223	1.218	1.511	2.456	1.062	0.0135	0.0079	0.715	0.708	0.675	0.417	1.457	*
butyrate	2017-10-05_046.lcd	HPLC_HF5.PlateA	HF5.PlateA-C12	Unknown	-----	22.889	1379	49	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.4	23.4	15105.057	9.93	100700.378	1.009	1.01	2.245	2.994	1.097	0.0543	0.0236	0.745	0.883	0.81	0.449	1.459	*
butyrate	2017-10-05_047.lcd	HPLC_HF5.PlateA	HF5.PlateA-D01	Unknown	-----	22.888	840	29	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	22.383	23.35	17864.963	8.396	119099.753	--	--	1.223	2.972	1.063	0.0308	0.0134	0.685	0	0	0.449	1.459	*
butyrate	2017-10-05_048.lcd	HPLC_HF5.PlateA	HF5.PlateA-D02	Unknown	-----	22.87	2771	99	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.35	23.442	14770.405	10.155	98469.369	1.051	1.039	2.169	2.99	1.097	0.1078	0.0473	0.753	0.91	0.809	0.442	1.458	*
butyrate	2017-10-05_049.lcd	HPLC_HF5.PlateA	HF5.PlateA-D03	Unknown	-----	22.865	262	14	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	22.75	23.292	28926.076	5.186	192840.508	--	--	1.42	3.032	1.06	0.01	0.0064	0.538	0	0	0	1.457	*
butyrate	2017-10-05_050.lcd	HPLC_HF5.PlateA	HF5.PlateA-D04	Unknown	-----	22.896	274	13	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.6	23.242	25023.948	5.994	166826.322	1.069	1.091	1.587	2.453	1.065	0.009	0.0059	0.579	0.602	0.573	0.351	1.458	*
butyrate	2017-10-05_051.lcd	HPLC_HF5.PlateA	HF5.PlateA-D05	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
butyrate	2017-10-05_052.lcd	HPLC_HF5.PlateA	HF5.PlateA-D06	Unknown	-----	22.888	303	14	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.625	23.3	21636.192	6.933	144241.283	1.266	1.279	1.494	2.458	1.064	0.0092	0.0062	0.622	0.613	0.584	0.365	1.459	*
butyrate	2017-10-05_053.lcd	HPLC_HF5.PlateA	HF5.PlateA-D07	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
butyrate	2017-10-05_054.lcd	HPLC_HF5.PlateA	HF5.PlateA-D08	Unknown	-----	22.873	538	21	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.517	23.425	15193.736	9.872	101291.571	1.253	1.195	2.87	3.059	1.137	0.0182	0.0099	0.742	0.821	0.74	0.412	1.457	*
butyrate	2017-10-05_055.lcd	HPLC_HF5.PlateA	HF5.PlateA-D09	Unknown	-----	22.89	675	27	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.567	23.45	19787.663	7.58	131917.756	1.314	1.307	1.417	2.459	1.066	0.0214	0.0122	0.651	0.782	0.734	0.406	1.458	*
butyrate	2017-10-05_056.lcd	HPLC_HF5.PlateA	HF5.PlateA-D10	Unknown	-----	22.89	586	23	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.492	23.375	18274.404	8.208	121829.36	1.093	1.038	1.493	2.458	1.066	0.0198	0.0104	0.677	0.807	0.73	0.411	1.459	*
butyrate	2017-10-05_057.lcd	HPLC_HF5.PlateA	HF5.PlateA-D11	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
butyrate	2017-10-05_058.lcd	HPLC_HF5.PlateA	HF5.PlateA-D12	Unknown	-----	22.884	3214	109	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.325	23.508	13630.277	11.005	90868.514	1.031	1.031	1.895	3.017	1.064	1.2297	0.7465	0.784	0.957	0.845	0.461	1.457	*
butyrate	2017-10-05_059.lcd	Water	BLANK	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
butyrate	2017-10-05_060.lcd	40 mM Mix	STD-0111	Unknown	-----	22.798	632672	19145	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	21.642	24.333	11913.848	12.59	79425.653	0.981	1.026	2.475	2.567	1.138	3.2521	2.2847	0.835	1.201	0.983	0.485	1.453	*
butyrate	2017-10-05_061.lcd	20 mM Mix	STD-0112	Unknown	-----	22.838	296488	9036	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	21.633	24.108	12206.101	12.289	81374.006	0.948	0.99	2.505	2.574	1.138	3.1077	2.1779	0.827	1.19	0.973	0.481	1.456	*
butyrate	2017-10-05_062.lcd	10 mM Mix	STD-0113	Unknown	-----	22.862	135707	4138	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	21.608	24.075	12306.874	12.188	82045.829	0.932	0.971	2.517	2.581	1.138	2.8716	1.9955	0.824	1.186	0.969	0.479	1.457	*
butyrate	2017-10-05_063.lcd	5 mM Mix	STD-0114	Unknown	-----	22.866	70675	2142	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	21.6	23.967	12351.51	12.144	82343.402	0.92	0.961	2.516	2.592	1.138	2.9507	2.0417	0.823	1.195	0.971	0.479	1.457	*
butyrate	2017-10-05_064.lcd	2.5 mM Mix	STD-0115	Unknown	-----	22.87	33961	1043	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	22.117	23.85	12267.164	12.228	81781.092	--	--	0.75	2.241	1.064	2.8271	1.9803	0.826	0	0.99	0.48	1.457	*
butyrate	2017-10-05_065.lcd	1 mM Mix	STD-0116	Unknown	-----	22.871	11411	375	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.175	23.633	13119.097	11.434	87460.645	0.994	1.003	2.579	2.242	1.145	2.3076	1.6755	0.799	1.034	0.892	0.468	1.458	*
butyrate	2017-10-05_066.lcd	0.5 mM Mix	STD-0117	Unknown	-----	22.876	4992	165	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.217	23.542	13128.369	11.426	87522.463	0.974	0.991	2.603	2.243	1.145	2.0546	1.502	0.799	1.032	0.885	0.466	1.458	*
butyrate	2017-10-05_067.lcd	0.25 mM Mix	STD-0118	Unknown	-----	22.891	3072	105	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.342	23.508	14257.678	10.521	95051.189	1.014	1	2.669	2.243	1.146	2.189	1.692	0.767	0.951	0.842	0.455	1.458	*
butyrate	2017-10-05_068.lcd	0.1 mM Mix	STD-0119	Unknown	-----	22.894	1153	42	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.433	23.442	15199.863	9.869	101332.419	1.022	1.012	2.821	2.244	1.147	1.6173	1.3369	0.743	0.852	0.79	0.448	1.459	*
butyrate	2017-10-05_069.lcd	HPLC_HF5.PlateA	HF5.PlateA-E01	Unknown	-----	22.864	2636	93	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.358	23.517	14708.194	10.198	98054.628	1.066	1.061	1.202	3.01	1.102	1.1366	0.7072	0.754	0.943	0.827	0.447	1.457	*
butyrate	2017-10-05_070.lcd	HPLC_HF5.PlateA	HF5.PlateA-E02	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
butyrate	2017-10-05_071.lcd	HPLC_HF5.PlateA	HF5.PlateA-E03	Unknown	-----	22.879	1664	62	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.442	23.45	15743.113	9.528	104954.087	1.1	1.061	0.318	2.569	1.064	0.5359	0.3491	0.729	0.846	0.77	0.426	1.458	*
butyrate	2017-10-05_072.lcd	HPLC_HF5.PlateA	HF5.PlateA-E04	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
butyrate	2017-10-05_073.lcd	HPLC_HF5.PlateA	HF5.PlateA-E05	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
butyrate	2017-10-05_074.lcd	HPLC_HF5.PlateA	HF5.PlateA-E06	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
butyrate	2017-10-05_075.lcd	HPLC_HF5.PlateA	HF5.PlateA-E07	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
butyrate	2017-10-05_076.lcd	HPLC_HF5.PlateA	HF5.PlateA-E08	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
butyrate	2017-10-05_077.lcd	HPLC_HF5.PlateA	HF5.PlateA-E09	Unknown	-----	22.889	424	18	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.6	23.358	20697.972	7.247	137986.483	1.28	1.275	1.576	3.268	1.06	0.0158	0.0088	0.636	0.697	0.647	0.391	1.458	*
butyrate	2017-10-05_078.lcd	HPLC_HF5.PlateA	HF5.PlateA-E10	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
butyrate	2017-10-05_079.lcd	HPLC_HF5.PlateA	HF5.PlateA-E11	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
butyrate	2017-10-05_080.lcd	HPLC_HF5.PlateA	HF5.PlateA-E12	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
butyrate	2017-10-05_081.lcd	HPLC_HF5.PlateA	HF5.PlateA-F01	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
butyrate	2017-10-05_082.lcd	HPLC_HF5.PlateA	HF5.PlateA-F02	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
butyrate	2017-10-05_083.lcd	HPLC_HF5.PlateA	HF5.PlateA-F03	Unknown	-----	22.934	256	12	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.583	23.233	28878.988	5.194	192526.587	0.917	0.904	1.588	3.05	1.102	0.0096	0.0058	0.54	0.579	0.556	0.362	1.462	*
butyrate	2017-10-05_084.lcd	HPLC_HF5.PlateA	HF5.PlateA-F04	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
butyrate	2017-10-05_085.lcd	HPLC_HF5.PlateA	HF5.PlateA-F05	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
butyrate	2017-10-05_086.lcd	HPLC_HF5.PlateA	HF5.PlateA-F06	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
butyrate	2017-10-05_087.lcd	HPLC_HF5.PlateA	HF5.PlateA-F07	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
butyrate	2017-10-05_088.lcd	HPLC_HF5.PlateA	HF5.PlateA-F08	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
butyrate	2017-10-05_089.lcd	HPLC_HF5.PlateA	HF5.PlateA-F09	Unknown	-----	22.868	420	16	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.525	23.425	18744.299	8.002	124961.994	1.285	1.263	1.769	2.457	1.102	0.0131	0.007	0.668	0.814	0.76	0.43	1.458	*
butyrate	2017-10-05_090.lcd	HPLC_HF5.PlateA	HF5.PlateA-F10	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
butyrate	2017-10-05_091.lcd	HPLC_HF5.PlateA	HF5.PlateA-F11	Unknown	-----	22.863	1330	46	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	22.408	23.475	15152.391	9.899	101015.941	--	--	1.341	2.562	1.065	0.4877	0.3169	0.743	0	0	0.451	1.457	*
butyrate	2017-10-05_092.lcd	HPLC_HF5.PlateA	HF5.PlateA-F12	Unknown	-----	22.859	1769	62	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.392	23.508	14294.561	10.494	95297.077	1.128	1.114	1.901	3.094	1.092	0.0674	0.0297	0.765	0.928	0.819	0.453	1.457	*
butyrate	2017-10-05_093.lcd	HPLC_HF5.PlateA	HF5.PlateA-G01	Unknown	-----	22.872	1732	62	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.408	23.483	15390.576	9.746	102603.841	1.102	1.067	1.933	3.111	1.093	0.0594	0.0277	0.737	0.896	0.801	0.444	1.458	*
butyrate	2017-10-05_094.lcd	HPLC_HF5.PlateA	HF5.PlateA-G02	Unknown	-----	22.876	3279	110	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	22.342	23.55	13271.535	11.302	88476.9	0.991	1.036	1.049	2.554	1.068	0.3349	0.3004	0.794	1.033	0.877	0.465	1.458	*
butyrate	2017-10-05_095.lcd	HPLC_HF5.PlateA	HF5.PlateA-G03	Unknown	-----	22.922	682	26	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.525	23.45	18887.534	7.942	125916.895	1.098	1.049	2.075	3.083	1.094	0.0251	0.0122	0.667	0.794	0.725	0.424	1.46	*
butyrate	2017-10-05_096.lcd	HPLC_HF5.PlateA	HF5.PlateA-G04	Unknown	-----	22.873	12767	439	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.1	23.358	13625.44	11.009	90836.269	0.926	0.961	1.658	2.684	1.098	0.4745	0.2039	0.784	0.949	0.836	0.457	1.458	*
butyrate	2017-10-05_097.lcd	HPLC_HF5.PlateA	HF5.PlateA-G05	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
butyrate	2017-10-05_098.lcd	HPLC_HF5.PlateA	HF5.PlateA-G06	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
butyrate	2017-10-05_099.lcd	HPLC_HF5.PlateA	HF5.PlateA-G07	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
butyrate	2017-10-05_100.lcd	HPLC_HF5.PlateA	HF5.PlateA-G08	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
butyrate	2017-10-05_101.lcd	HPLC_HF5.PlateA	HF5.PlateA-G09	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
butyrate	2017-10-05_102.lcd	HPLC_HF5.PlateA	HF5.PlateA-G10	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
butyrate	2017-10-05_103.lcd	HPLC_HF5.PlateA	HF5.PlateA-G11	Unknown	-----	22.875	3686	125	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.358	23.567	13460.766	11.143	89738.44	1.088	1.064	1.203	2.56	1.069	0.4427	0.4062	0.789	0.962	0.852	0.461	1.458	*
butyrate	2017-10-05_104.lcd	HPLC_HF5.PlateA	HF5.PlateA-G12	Unknown	-----	22.873	7228	245	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.3	23.658	13368.616	11.22	89124.105	1.069	1.063	0.849	3.018	1.066	2.8368	1.8507	0.791	0.98	0.854	0.461	1.458	*
butyrate	2017-10-05_105.lcd	HPLC_HF5.PlateA	HF5.PlateA-H01	Unknown	-----	22.873	4613	155	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.342	23.658	13088.268	11.461	87255.119	1.08	1.071	1.85	2.684	1.096	0.1672	0.0718	0.8	0.973	0.86	0.466	1.458	*
butyrate	2017-10-05_106.lcd	HPLC_HF5.PlateA	HF5.PlateA-H02	Unknown	-----	22.86	1724	63	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.433	23.492	16516.771	9.082	110111.81	1.151	1.148	1.396	2.534	1.067	0.3274	0.2206	0.712	0.849	0.763	0.432	1.457	*
butyrate	2017-10-05_107.lcd	HPLC_HF5.PlateA	HF5.PlateA-H03	Unknown	-----	22.87	2009	69	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.358	23.492	14269.716	10.512	95131.443	1.075	1.055	1.591	2.574	1.067	0.8331	0.5245	0.766	0.95	0.829	0.46	1.458	*
butyrate	2017-10-05_108.lcd	HPLC_HF5.PlateA	HF5.PlateA-H04	Unknown	-----	22.869	3746	124	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.2	23.533	12958.349	11.576	86388.992	0.993	1.006	1.312	3.779	1.089	0.4602	0.3708	0.804	1.016	0.88	0.471	1.458	*
butyrate	2017-10-05_109.lcd	HPLC_HF5.PlateA	HF5.PlateA-H05	Unknown	-----	22.86	3040	103	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.317	23.525	13653.116	10.987	91020.773	1.044	1.045	2.735	3.771	1.105	0.4207	0.3464	0.783	0.957	0.852	0.464	1.458	*
butyrate	2017-10-05_110.lcd	HPLC_HF5.PlateA	HF5.PlateA-H06	Unknown	-----	22.86	10864	359	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.225	23.683	13086.013	11.463	87240.086	1.04	1.034	1.651	2.969	1.095	3.7237	2.2985	0.799	1.02	0.884	0.467	1.457	*
butyrate	2017-10-05_111.lcd	HPLC_HF5.PlateA	HF5.PlateA-H07	Unknown	-----	22.864	2162	77	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.392	23.442	14802.132	10.134	98680.881	1.101	1.091	1.341	2.566	1.067	0.3034	0.2923	0.752	0.882	0.797	0.447	1.458	*
butyrate	2017-10-05_112.lcd	HPLC_HF5.PlateA	HF5.PlateA-H08	Unknown	-----	22.853	2774	99	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.358	23.483	14850.645	10.101	99004.303	1.121	1.106	1.322	2.557	1.067	0.3568	0.3244	0.75	0.9	0.801	0.445	1.457	*
butyrate	2017-10-05_113.lcd	HPLC_HF5.PlateA	HF5.PlateA-H09	Unknown	-----	22.855	9453	308	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.192	23.717	12870.517	11.655	85803.45	1.058	1.055	1.717	2.541	1.098	3.2293	1.857	0.806	1.04	0.901	0.47	1.457	*
butyrate	2017-10-05_114.lcd	HPLC_HF5.PlateA	HF5.PlateA-H10	Unknown	-----	22.861	3790	130	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.267	23.492	14228.641	10.542	94857.605	1.051	1.043	--	2.543	1.072	1.8308	1.124	0.767	0.934	0.832	0.456	1.458	*
butyrate	2017-10-05_115.lcd	HPLC_HF5.PlateA	HF5.PlateA-H11	Unknown	-----	22.833	2672	96	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.3	23.308	14708.083	10.198	98053.884	0.992	1.021	1.837	3.002	1.092	0.0988	0.045	0.753	0.877	0.788	0.446	1.457	*
butyrate	2017-10-05_116.lcd	HPLC_HF5.PlateA	HF5.PlateA-H12	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
butyrate	2017-10-05_117.lcd	Water	BLANK	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
butyrate	2017-10-05_118.lcd	40 mM Mix	STD-0111	Unknown	-----	22.787	632705	18436	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	21.7	24.383	11186.804	13.409	74578.69	1.043	1.085	2.4	2.563	1.138	3.2518	2.2612	0.862	1.27	1.033	0.499	1.453	*
butyrate	2017-10-05_119.lcd	20 mM Mix	STD-0112	Unknown	-----	22.825	295237	8734	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	21.667	24.167	11558.396	12.978	77055.972	1.005	1.041	2.44	2.567	1.138	3.0989	2.1576	0.849	1.24	1.011	0.492	1.455	*
butyrate	2017-10-05_120.lcd	10 mM Mix	STD-0113	Unknown	-----	22.843	138390	4102	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	21.642	24.058	11717.371	12.802	78115.807	0.985	1.019	2.456	2.574	1.139	2.8441	1.9603	0.844	1.233	1.005	0.49	1.456	*
butyrate	2017-10-05_121.lcd	5 mM Mix	STD-0114	Unknown	-----	22.855	69033	2075	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	22.008	23.95	11751.384	12.764	78342.563	0.975	1.008	--	2.585	1.055	2.8915	2.0231	0.843	1.231	1.003	0.489	1.457	*
butyrate	2017-10-05_122.lcd	2.5 mM Mix	STD-0115	Unknown	-----	22.859	34635	1017	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	22.058	23.9	11515.622	13.026	76770.812	--	--	0.418	2.241	1.067	2.8713	1.9714	0.852	0	1.049	0.494	1.457	*
butyrate	2017-10-05_123.lcd	1 mM Mix	STD-0116	Unknown	-----	22.863	11559	365	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.15	23.733	12349.688	12.146	82331.252	1.035	1.04	2.531	2.242	1.146	2.3828	1.7025	0.823	1.098	0.938	0.48	1.458	*
butyrate	2017-10-05_124.lcd	0.5 mM Mix	STD-0117	Unknown	-----	22.871	4993	161	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.183	23.6	12427.626	12.07	82850.842	1.004	1.006	2.527	2.242	1.145	2.129	1.5263	0.821	1.085	0.933	0.475	1.458	*
