seqID	sampleID	mouse	percent_weight	CageID	Group	CageID_Assigned	BD	ExpStart	sex	Gavaged_fecal_material	Mb_input	FMT	Cdiff_infection	Cdiff_day_infected	ABX	clinda35	FMT_day	Harvest_pi	FMT_input	FMT_type	Model	Experiment	Mouse_genotype	Mouse_status	ExpDay	day	type	CFU	sampleType	simpsoneven	simpson	simpson_lci	simpson_hci	invsimpson	invsimpson_lci	invsimpson_hci	shannon	shannon_lci	shannon_hci	npshannon	sobs	chao	chao_lci	chao_hci	nseqs	propionate	succinate	acetate	butyrate	group
d13_1840_3	d13_1840_3	1840_3	100.7380074	1840	NA	NA	6/13/2018	8/20/2018	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF9	BL6	SPF-Young	13	13	fecal	360000000	mouse	0.067319	0.135043	0.133035	0.137051	7.405051	7.296549	7.516829	2.370487	2.354269	2.386704	2.384384	110	199.4375	153.45489	294.077476	20885	8.997574428	21.49058067	18.96914543	1.812167142	mFMT
d13_1901_1	d13_1901_1	1901_1	94.56521739	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	13	13	fecal	320000000	mouse	0.062063	0.099462	0.098138	0.100785	10.054139	9.922139	10.189699	2.645854	2.632344	2.659364	2.661068	162	267.555556	219.890914	354.465011	28011	9.594596494	26.41893146	22.46752732	3.825434767	mFMT
d13_1901_3	d13_1901_3	1901_3	93.21266968	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	13	13	fecal	284000000	mouse	0.060535	0.100728	0.099403	0.102053	9.927736	9.798829	10.06008	2.649655	2.635602	2.663709	2.665843	164	394.352941	287.9447	592.11413	27514	9.631853626	27.28263181	26.01790667	4.937091578	mFMT
d13_1901_4	d13_1901_4	1901_4	97.43589744	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	13	13	fecal	472000000	mouse	0.05706	0.089416	0.08806	0.090771	11.183721	11.016678	11.355907	2.78051	2.767153	2.793868	2.800133	196	402.724138	318.10386	545.987863	28812	8.860631009	28.95179385	23.68398527	2.737560345	mFMT
d16_1191_1	d16_1191_1	1191_1	97.04433498	1191	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	16	16	fecal	6000	mouse	0.086675	0.124057	0.118017	0.130097	8.0608	7.686558	8.473348	2.742573	2.695918	2.789227	2.769127	93	103.058824	96.318996	123.485105	4126	27.8213194199645	2.2555450812138	125.404222253947	23.4674144058992	mFMT
d16_1191_2	d16_1191_2	1191_2	100.4854369	1191	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	16	16	fecal	12000	mouse	0.128168	0.118216	0.110096	0.126336	8.459082	7.915407	9.08295	2.686162	2.625036	2.747289	2.729121	66	78.75	70.138812	105.277575	1932	25.9654917339367	5.59192934911807	93.9285248922926	7.72361001185769	mFMT
d16_1191_3	d16_1191_3	1191_3	96.82539683	1191	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	16	16	fecal	158000	mouse	0.046259	0.108088	0.105797	0.110379	9.251705	9.059671	9.452056	2.983914	2.961411	3.006417	2.99732	200	227.774194	212.917523	259.717782	21222	35.6569410726112	3.65099697148987	123.439621860319	33.2433223669702	mFMT
d16_1275_1	d16_1275_1	1275_1	109.1397849	1275	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	16	16	fecal	0	mouse	0.092811	0.109944	0.10525	0.114639	9.095512	8.72307	9.501177	2.755927	2.720392	2.791462	2.78475	98	127.0625	109.989823	168.445484	5518	40.1897894807936	1.63315302839988	109.838946933889	7.69613305713876	mFMT
d16_1275_2	d16_1275_2	1275_2	104.2780749	1275	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	16	16	fecal	8000	mouse	0.094481	0.098001	0.095241	0.100762	10.20395	9.924376	10.499731	2.819371	2.792723	2.84602	2.834961	108	123.333333	113.688522	149.330793	9564	21.8775276532594	7.60543469107944	109.297024490011	10.3658136040263	mFMT
d16_1275_3	d16_1275_3	1275_3	108.3798883	1275	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	16	16	fecal	2000	mouse	0.071242	0.096141	0.094202	0.09808	10.401397	10.195801	10.615455	2.831036	2.81467	2.847402	2.841724	146	180.166667	161.741329	220.158992	23612	30.4203353756395	2.72924144080158	109.532734446183	5.49454206028445	mFMT
d16_1681_2	d16_1681_2	1681_2	105.5813953	1681	NA	NA	6/18/2017	7/24/2017	M	NA	NA	mFMT1	CDI	0	cef	no	11_25	d42	yWT	mFMT	Rc	HF5-contam	BL6	SPF-Young	16	16	fecal	9000000	mouse	0.108989	0.278037	0.276248	0.279825	3.596649	3.57366	3.619936	1.379209	1.371027	1.38739	1.38317	33	57	40.120549	113.89264	26178	7.7024938139961	8.99073645902048	21.7594536734256	0	mFMT
d16_1835_1	d16_1835_1	1835_1	94.46366782	1835	NA	NA	6/5/2018	8/20/2018	M	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	16	16	fecal	200000000	mouse	0.10398	0.07231	0.07088	0.073741	13.829288	13.560968	14.108442	3.06329	3.045393	3.081187	3.075636	133	209.153846	167.658213	300.331428	17995	16.05058604	16.77326824	53.57888964	2.286584281	hFMT
d16_1835_3	d16_1835_3	1835_3	100.3533569	1835	NA	NA	6/5/2018	8/20/2018	M	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	16	16	fecal	180000000	mouse	0.136389	0.083318	0.081411	0.085225	12.002213	11.73369	12.283313	2.922249	2.903298	2.941201	2.93118	88	111.076923	96.700251	149.210235	14726	19.69172962	16.36069465	58.93467271	2.39036303	hFMT
d16_1836_2	d16_1836_2	1836_2	89.09090909	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	16	16	fecal	180000000	mouse	0.100707	0.082065	0.080792	0.083337	12.185497	11.999445	12.377411	2.90353	2.888677	2.918383	2.912492	121	166.555556	141.759524	220.968992	24946	17.37418759	38.68760687	67.52617323	3.88922468	hFMT
d16_1836_3	d16_1836_3	1836_3	96.46017699	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	16	16	fecal	140000000	mouse	0.075279	0.085153	0.083596	0.08671	11.743588	11.53268	11.962354	2.934801	2.918976	2.950626	2.946513	156	205.038462	180.273349	255.070411	25146	17.68897672	19.98002074	50.60163698	2.266569808	hFMT
d16_1836_4	d16_1836_4	1836_4	99.07834101	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	16	16	fecal	780000000	mouse	0.068826	0.084473	0.083133	0.085814	11.838054	11.653089	12.028986	2.911439	2.896046	2.926832	2.924851	172	251.444444	214.20105	321.555989	26606	22.36743724	44.45700747	61.42444114	2.251002996	hFMT
d16_1837_1	d16_1837_1	1837_1	97.32824427	1837	NA	NA	6/11/2018	8/20/2018	M	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	16	16	fecal	1480000000	mouse	0.065178	0.136987	0.13458	0.139394	7.299961	7.173926	7.430504	2.480389	2.464937	2.49584	2.489327	112	153.166667	130.468743	203.760138	26496	10.34472319	8.647251356	39.46474902	1.53863601	hFMT
d16_1837_2	d16_1837_2	1837_2	96.52509653	1837	NA	NA	6/11/2018	8/20/2018	M	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	16	16	fecal	1680000000	mouse	0.064193	0.125629	0.123397	0.127861	7.959962	7.821014	8.103935	2.568068	2.551596	2.584539	2.578363	124	151.038462	136.12907	184.274893	24681	12.18264557	5.555244302	40.04874858	1.849230981	hFMT
d16_1837_3	d16_1837_3	1837_3	97.8021978	1837	NA	NA	6/11/2018	8/20/2018	M	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	16	16	fecal	900000000	mouse	0.044268	0.168579	0.166456	0.170702	5.931945	5.858169	6.007604	2.265567	2.252491	2.278642	2.272579	134	169.652174	150.410508	211.455096	41611	12.4565369	7.742547329	32.35696726	2.078285506	hFMT
d16_1839_1	d16_1839_1	1839_1	86.79245283	1839	NA	NA	6/12/2018	8/20/2018	F	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	16	16	fecal	260000000	mouse	0.050119	0.146709	0.144489	0.14893	6.816199	6.714564	6.920957	2.423348	2.406583	2.440112	2.433964	136	211.2	171.292208	296.234805	26700	16.59459664	20.47532424	75.29407346	0.467721427	hFMT
d16_1839_2	d16_1839_2	1839_2	91.59292035	1839	NA	NA	6/12/2018	8/20/2018	F	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	16	16	fecal	440000000	mouse	0.055321	0.137987	0.135931	0.140043	7.247081	7.140684	7.356696	2.480881	2.463414	2.498348	2.491063	131	186.647059	156.793695	251.052404	25056	14.93608863	24.77641506	72.95217857	0.96926751	hFMT
d16_1839_3	d16_1839_3	1839_3	87.26415094	1839	NA	NA	6/12/2018	8/20/2018	F	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	16	16	fecal	700000000	mouse	0.061494	0.113719	0.111517	0.115922	8.793571	8.626517	8.967224	2.698049	2.677873	2.718225	2.712717	143	182.6	161.835762	226.254395	18381	13.39277112	20.52026025	82.83549399	2.969489925	hFMT
d16_1840_1	d16_1840_1	1840_1	101.7421603	1840	NA	NA	6/13/2018	8/20/2018	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF9	BL6	SPF-Young	16	16	fecal	5200000	mouse	0.061253	0.060916	0.059543	0.06229	16.415938	16.05405	16.794517	3.419735	3.401827	3.437643	3.439553	268	338.888889	309.392398	389.40477	25014	30.03544645	3.404747729	103.9011953	17.34068555	mFMT
d16_1840_2	d16_1840_2	1840_2	105	1840	NA	NA	6/13/2018	8/20/2018	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF9	BL6	SPF-Young	16	16	fecal	200000	mouse	0.056712	0.061014	0.059576	0.062452	16.389659	16.012354	16.785175	3.497384	3.475217	3.519551	3.522704	289	431.692308	374.674973	526.655104	19240	27.04049365	3.860746078	83.761548	9.517908093	mFMT
d16_1840_3	d16_1840_3	1840_3	99.63099631	1840	NA	NA	6/13/2018	8/20/2018	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF9	BL6	SPF-Young	16	16	fecal	200000	mouse	0.065041	0.047307	0.045762	0.048853	21.138319	20.469542	21.852272	3.872269	3.849502	3.895035	3.899485	325	430.018519	389.115686	497.01546	18100	18.66556663	1.863501095	132.9210371	25.03414484	mFMT
d16_1901_1	d16_1901_1	1901_1	94.02173913	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	16	16	fecal	3200000	mouse	0.068717	0.044639	0.043706	0.045572	22.401835	21.943073	22.880189	3.720921	3.70236	3.739483	3.742898	326	495.65	429.833316	603.185816	23875	21.35669336	2.89607638	100.7860124	14.5086027	mFMT
d16_1901_3	d16_1901_3	1901_3	94.11764706	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	16	16	fecal	360000	mouse	0.053128	0.05882	0.057726	0.059915	17.000961	16.690418	17.323278	3.388475	3.3692	3.40775	3.415689	320	506.333333	436.949383	616.881524	22775	11.90187589	3.833076733	47.97798697	2.432595045	mFMT
d16_1901_4	d16_1901_4	1901_4	100.4273504	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	16	16	fecal	1960000	mouse	0.065143	0.051341	0.050567	0.052115	19.477631	19.188364	19.775753	3.411223	3.392204	3.430242	3.439267	299	418.538462	372.566963	493.23724	20327	14.43815105	4.243224505	64.29337477	3.214489947	mFMT
d18_1681_2	d18_1681_2	1681_2	106.9767442	1681	NA	NA	6/18/2017	7/24/2017	M	NA	NA	mFMT1	CDI	0	cef	no	11_25	d42	yWT	mFMT	Rc	HF5-contam	BL6	SPF-Young	18	18	fecal	210000000	mouse	0.098344	0.184879	0.182446	0.187313	5.40893	5.338658	5.481076	1.907764	1.894596	1.920932	1.915673	55	70	60.244016	97.906048	18267	10.5971983201124	23.627372051736	68.7691426176806	4.89640137659488	mFMT
d18_1681_3	d18_1681_3	1681_3	101.7467249	1681	NA	NA	6/18/2017	7/24/2017	M	NA	NA	mFMT1	CDI	0	cef	no	11_25	d42	yWT	mFMT	Rc	HF5-contam	BL6	SPF-Young	18	18	fecal	370000000	mouse	0.074642	0.169587	0.168035	0.171138	5.896688	5.843227	5.951136	1.980893	1.969882	1.991904	1.987921	79	115.25	93.557152	169.269204	28180	12.0843623920214	7.78434657147455	42.9148424692987	4.83998557353689	mFMT
d18_1802_1	d18_1802_1	1802_1	108.8050314	1802	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF8	BL6	SPF-Young	18	18	fecal	2000000	mouse	0.031625	0.13513	0.132633	0.137628	7.400256	7.265961	7.539609	2.662394	2.638821	2.685967	2.687092	234	327.947368	287.863014	397.862128	19629	15.7543245769532	4.54342756943899	54.3455704480551	2.4470675229777	mFMT
d18_1802_2	d18_1802_2	1802_2	101.2048193	1802	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF8	BL6	SPF-Young	18	18	fecal	60000	mouse	0.064466	0.074577	0.072538	0.076617	13.408917	13.051953	13.785956	3.164434	3.139651	3.189218	3.1984	208	346.181818	288.560549	445.016941	12662	12.0414261631847	5.42219231633492	76.6632643116949	13.1338983931427	mFMT
d18_1802_3	d18_1802_3	1802_3	102.3255814	1802	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF8	BL6	SPF-Young	18	18	fecal	360000	mouse	0.075199	0.049435	0.048416	0.050454	20.228633	19.820059	20.654406	3.522974	3.503183	3.542765	3.548057	269	469.516129	388.492048	605.480282	18854	10.1137526333971	6.05157729933968	83.011325376828	15.1495644807178	mFMT
d18_1835_1	d18_1835_1	1835_1	97.23183391	1835	NA	NA	6/5/2018	8/20/2018	M	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	18	18	fecal	500000000	mouse	0.096763	0.067107	0.065438	0.068777	14.901519	14.539749	15.281752	3.20469	3.186267	3.223114	3.219715	154	218.565217	186.446922	282.476512	17766	26.03316455	22.14919052	69.51393954	0.873131634	hFMT
d18_1835_3	d18_1835_3	1835_3	100	1835	NA	NA	6/5/2018	8/20/2018	M	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	18	18	fecal	860000000	mouse	0.083249	0.071929	0.070154	0.073704	13.902627	13.567799	14.254399	3.195986	3.177625	3.214348	3.209473	167	294.153846	228.241413	431.006003	20120	12.99548146	4.938188987	62.85802774	0	hFMT
d18_1836_2	d18_1836_2	1836_2	100	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	18	18	fecal	860000000	mouse	0.075797	0.07249	0.070973	0.074007	13.79498	13.512242	14.089804	3.100448	3.081805	3.119091	3.11899	182	239.6	212.696698	290.081985	18822	20.42409281	4.083894207	62.45906227	0.021323057	hFMT
d18_1836_3	d18_1836_3	1836_3	97.34513274	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	18	18	fecal	480000000	mouse	0.070496	0.087026	0.084811	0.089241	11.490874	11.205656	11.790991	3.026177	3.005591	3.046762	3.043093	163	210.357143	186.63407	257.892628	17393	14.03102048	7.317244206	65.27128231	0	hFMT
d18_1836_4	d18_1836_4	1836_4	102.764977	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	18	18	fecal	360000000	mouse	0.076669	0.063937	0.062835	0.065039	15.640445	15.375414	15.914772	3.190982	3.174473	3.207492	3.208723	204	330.037037	274.38333	429.697403	22904	21.25628535	7.077245075	72.03909906	0.643597914	hFMT
d18_1837_1	d18_1837_1	1837_1	98.85496183	1837	NA	NA	6/11/2018	8/20/2018	M	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	18	18	fecal	1700000000	mouse	0.059707	0.126882	0.124615	0.129149	7.881364	7.74302	8.024742	2.563635	2.546817	2.580452	2.574949	132	179	154.596425	229.758826	24596	13.36992111	12.11307355	54.60620539	2.950027	hFMT
d18_1837_2	d18_1837_2	1837_2	97.2972973	1837	NA	NA	6/11/2018	8/20/2018	M	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	18	18	fecal	2440000000	mouse	0.05575	0.118007	0.115756	0.120259	8.474069	8.315416	8.638894	2.666334	2.650638	2.682031	2.678458	152	207	180.043956	259.866381	28097	47.58375523	11.39022099	73.18512875	0	hFMT
d18_1837_3	d18_1837_3	1837_3	98.16849817	1837	NA	NA	6/11/2018	8/20/2018	M	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	18	18	fecal	2320000000	mouse	0.056593	0.107092	0.105047	0.109137	9.337801	9.162826	9.519588	2.7679840000000002	2.75114	2.784829	2.781799	165	291.555556	230.409284	409.862926	25567	17.98863668	10.13391486	41.93018032	0.62496693	hFMT
d18_1839_1	d18_1839_1	1839_1	90.56603774	1839	NA	NA	6/12/2018	8/20/2018	F	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	18	18	fecal	220000000	mouse	0.072904	0.097976	0.096185	0.099767	10.206552	10.02332	10.396607	2.811997	2.791919	2.832075	2.825227	140	212.066667	173.643265	294.372781	17933	13.05307671	18.30920442	81.21206132	2.178045736	hFMT
d18_1839_2	d18_1839_2	1839_2	95.57522124	1839	NA	NA	6/12/2018	8/20/2018	F	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	18	18	fecal	100000000	mouse	0.053194	0.109297	0.107812	0.110782	9.149403	9.026777	9.275407	2.702141	2.686484	2.717798	2.713713	172	223.333333	198.235439	272.440901	30485	15.30987003	30.48737311	76.12281882	2.476886715	hFMT
d18_1839_3	d18_1839_3	1839_3	89.1509434	1839	NA	NA	6/12/2018	8/20/2018	F	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	18	18	fecal	660000000	mouse	0.076327	0.10398	0.101442	0.106517	9.617256	9.388142	9.857832	2.779626	2.757751	2.801501	2.79584	126	160.166667	141.741329	200.158992	14329	15.43916548	13.76454002	66.0302898	1.195820272	hFMT
d18_1840_1	d18_1840_1	1840_1	98.60627178	1840	NA	NA	6/13/2018	8/20/2018	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF9	BL6	SPF-Young	18	18	fecal	300000	mouse	0.094453	0.032083	0.031206	0.032959	31.169447	30.340563	32.044891	4.085083	4.061221	4.108944	4.116762	330	429.272727	390.398053	493.168743	14320	15.60960039	2.811898811	96.04352169	33.72849886	mFMT
d18_1840_2	d18_1840_2	1840_2	102.5	1840	NA	NA	6/13/2018	8/20/2018	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF9	BL6	SPF-Young	18	18	fecal	40000	mouse	0.095099	0.04612	0.044845	0.047394	21.682641	21.099626	22.29879	3.704947	3.682921	3.726973	3.722562	228	320.125	276.724107	402.185144	16045	15.75934413	3.785614667	93.74071929	9.416925632	mFMT
d18_1840_3	d18_1840_3	1840_3	97.78597786	1840	NA	NA	6/13/2018	8/20/2018	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF9	BL6	SPF-Young	18	18	fecal	100000	mouse	0.089112	0.028997	0.028332	0.029663	34.486161	33.712454	35.296216	4.166099	4.146371	4.185827	4.192546	387	576.595745	506.903395	686.795901	20501	15.28963908	1.9507076270000001	106.0210686	19.84372483	mFMT
d18_1901_1	d18_1901_1	1901_1	95.65217391	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	18	18	fecal	80000	mouse	0.060577	0.052406	0.051465	0.053346	19.081867	18.745517	19.430508	3.514224	3.496456	3.531992	3.535005	315	412.058824	373.3079	476.563274	26285	9.691465036	1.438179639	27.8333653	1.66123737	mFMT
d18_1901_3	d18_1901_3	1901_3	92.760181	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	18	18	fecal	0	mouse	0.075835	0.03867	0.03775	0.039591	25.859787	25.258582	26.49031	3.933163	3.911172	3.955154	3.960811	341	476.352941	425.07496	558.905768	18357	19.27209709	4.754228285	101.81062	18.39097514	mFMT
d18_1901_4	d18_1901_4	1901_4	100	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	18	18	fecal	20000	mouse	0.068281	0.045766	0.044887	0.046646	21.850067	21.438264	22.278001	3.650643	3.630767	3.670519	3.67581	320	481.571429	419.194796	583.172339	20978	15.09013971	6.07063934	70.20288532	3.935405178	mFMT
d19_1191_1	d19_1191_1	1191_1	100.4926108	1191	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	19	19	fecal	0	mouse	0.032028	0.236534	0.232589	0.240479	4.227725	4.158369	4.299434	2.063696	2.042495	2.084898	2.074178	132	171.375	149.107043	222.62879	22503	14.449073737732	3.86713819135174	67.191229015645	11.8265081432809	mFMT
d19_1191_2	d19_1191_2	1191_2	100	1191	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	19	19	fecal	0	mouse	0.097198	0.090248	0.0872	0.093295	11.080587	10.718632	11.467843	2.892377	2.864441	2.920313	2.914622	114	128.538462	119.722401	150.936742	8191	10.2128148812196	14.0009271729411	54.2419132984572	3.00297105916428	mFMT
d19_1191_3	d19_1191_3	1191_3	98.94179894	1191	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	19	19	fecal	0	mouse	0.035918	0.179622	0.175604	0.18364	5.567238	5.445424	5.694627	2.578575	2.558197	2.598952	2.585789	155	171.714286	161.524078	197.820972	27086	18.0013865019453	9.87683942967977	91.6321212479229	15.1701359676867	mFMT
d19_1192_1	d19_1192_1	1192_1	105.6521739	1192	NA	NA	9/29/2015	11/2/2015	M	NA	NA	none	CDI	0	cef	yes	11	d42	none	noFMT	Rc	HF4	BL6	SPF-Young	19	19	fecal	10000000	mouse	0.144477	0.314614	0.310942	0.318287	3.178494	3.1418180000000002	3.216036	1.388495	1.380145	1.396845	1.390001	22	36	24.920488	89.112081	35209	1.72503073351646	7.72876754579112	15.3257493293888	0.458913859039627	noFMT
d19_1192_2	d19_1192_2	1192_2	112.8318584	1192	NA	NA	9/29/2015	11/2/2015	M	NA	NA	none	CDI	0	cef	yes	11	d42	none	noFMT	Rc	HF4	BL6	SPF-Young	19	19	fecal	14000000	mouse	0.185888	0.448297	0.429552	0.467043	2.230662	2.141132	2.328006	1.072553	1.032402	1.112703	1.078319	12	12	12	0	2277	2.69231410241966	10.522990995372	17.0157971608672	0.112195815804002	noFMT
d19_1192_3	d19_1192_3	1192_3	102.8340081	1192	NA	NA	9/29/2015	11/2/2015	M	NA	NA	none	CDI	0	cef	yes	11	d42	none	noFMT	Rc	HF4	BL6	SPF-Young	19	19	fecal	11000000	mouse	0.130949	0.424254	0.41618	0.432327	2.357079	2.313061	2.402804	1.112115	1.094511	1.129719	1.114733	18	18.75	18.066559	26.451092	10971	3.46178366524987	18.5020420720773	18.5093278026388	0.812323311294347	noFMT
d19_1275_1	d19_1275_1	1275_1	104.8387097	1275	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	19	19	fecal	0	mouse	0.06221899999999999	0.103028	0.100493	0.105562	9.706146	9.473112	9.950933	2.89139	2.871443	2.911336	2.902251	156	172.111111	162.53923700000001	195.69391100000001	20204	10.4485435711307	9.0856865125057	56.7589589018631	0	mFMT
d19_1275_2	d19_1275_2	1275_2	102.1390374	1275	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	19	19	fecal	0	mouse	0.060445	0.087534	0.085858	0.08921	11.424129	11.209527	11.647108	2.962046	2.946044	2.978048	2.973047	189	215.558824	201.442203	245.691818	27652	28.2004944440141	16.0925770060846	159.033441016796	13.4839676676468	mFMT
d19_1275_3	d19_1275_3	1275_3	105.027933	1275	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	19	19	fecal	0	mouse	0.125177	0.098626	0.092976	0.104277	10.1393	9.589882	10.755499	2.871885	2.826021	2.91775	2.903285	81	100.090909	87.65567	135.759748	3250	14.2622051762751	7.51629615880064	72.7861836449549	9.13229460110858	mFMT
