seqID	sampleID	mouse	percent_weight	CageID	Group	CageID_Assigned	BD	ExpStart	sex	Gavaged_fecal_material	Mb_input	FMT	Cdiff_infection	Cdiff_day_infected	ABX	clinda35	FMT_day	Harvest_pi	FMT_input	FMT_type	Model	Experiment	Mouse_genotype	Mouse_status	ExpDay	day	type	CFU	sampleType	simpsoneven	simpson	simpson_lci	simpson_hci	invsimpson	invsimpson_lci	invsimpson_hci	shannon	shannon_lci	shannon_hci	npshannon	sobs	chao	chao_lci	chao_hci	nseqs	propionate	succinate	acetate	butyrate
d24_3755	d24_3755	3755	102.6315789	1086	3	3C	12/25/17	3/12/18	F	yWT	mFMT1	mFMT1	CDI	25	mix	no	no	d21	none	none	Rc	GF2	BL6	GF	24	-1	fecal	NA	mouse	0.062329	0.115424	0.113046	0.117802	8.663709	8.488848	8.845926	2.683418	2.662468	2.704369	2.702941	139	346.083333	241.262562	558.347081	16710	7.18189568344117	3.59444884937818	44.8763172412026	NA
d24_3765	d24_3765	3765	95.23809524	1082	2	2D	12/17/17	3/12/18	F	AMS005	hFMT7	hFMT7	CDI	25	mix	no	17	d21	AMS005	hFMT	Rc	GF2	BL6	GF	24	-1	fecal	NA	mouse	0.067916	0.114141	0.111962	0.116319	8.761125	8.597067	8.931566	2.63818	2.621521	2.654839	2.650384	129	196.105263	161.640905	266.9593	22818	9.32964187836304	2.28908702138964	16.9737903552531	NA
d24_3776	d24_3776	3776	100	1086	3	3D	12/25/17	3/12/18	F	yWT	mFMT1	mFMT1	CDI	25	mix	no	17	d21	yWT	mFMT	Rc	GF2	BL6	GF	24	-1	fecal	NA	mouse	0.04531	0.198831	0.19607	0.201593	5.029395	4.960501	5.100229	2.057204	2.040755	2.073653	2.06974	111	234.75	169.34394700000001	373.479027	25269	NA	2.02375031588199	NA	NA
d24_3797	d24_3797	3797	95.23809524	1086	3	3D	12/20/17	3/12/18	F	yWT	mFMT1	mFMT1	CDI	25	mix	no	17	d21	yWT	mFMT	Rc	GF2	BL6	GF	24	-1	fecal	NA	mouse	0.051967	0.149171	0.146114	0.152228	6.703712	6.569075	6.843984	2.422374	2.401747	2.443001	2.441596	129	272	200.934811	413.271269	17349	NA	NA	30.9591381502166	NA
d24_3827	d24_3827	3827	96	1096	2	2B	1/13/18	3/12/18	M	AMS005	hFMT7	hFMT7	CDI	25	mix	no	17	d21	AMS005	hFMT	Rc	GF2	BL6	GF	24	-1	fecal	NA	mouse	0.07595	0.138595	0.136728	0.140462	7.215283	7.119384	7.313801	2.310329	2.296142	2.324516	2.318336	95	141.75	114.542042	206.839003	25270	10.3851755870628	4.4816684584194	29.6196829141674	NA
d24_3830	d24_3830	3830	100	1096	2	2B	1/13/18	3/12/18	M	AMS005	hFMT7	hFMT7	CDI	25	mix	no	17	d21	AMS005	hFMT	Rc	GF2	BL6	GF	24	-1	fecal	NA	mouse	0.075975	0.15129	0.148753	0.153827	6.609808	6.500788	6.722546	2.260039	2.244229	2.275848	2.269047	87	262.75	151.275932	567.5541	21417	12.1025574590553	2.77277372413797	30.8204088579115	NA
d24_3836	d24_3836	3836	100	1087	4	4	12/25/17	3/12/18	M	jWT	mFMT6	mFMT6	CDI	25	mix	no	17	d21	jWT	mFMT	Rc	GF2	BL6	GF	24	-1	fecal	NA	mouse	0.049568	0.176969	0.174518	0.17942	5.650703	5.573503	5.730071	2.116992	2.100703	2.13328	2.129778	114	262.5	182.186158	437.412415	23754	6.38148324950824	3.18578294134184	34.946409361813	0.956655409170982
d24_3844	d24_3844	3844	100	1082	2	2D	12/20/17	3/12/18	F	AMS005	hFMT7	hFMT7	CDI	25	mix	no	17	d21	AMS005	hFMT	Rc	GF2	BL6	GF	24	-1	fecal	NA	mouse	0.078974	0.111073	0.109018	0.113128	9.003089	8.839551	9.172792	2.602403	2.586112	2.618695	2.614024	114	153.047619	131.923216	199.069364	20893	9.90509114349201	2.80633565861438	24.9315895879953	NA
d24_429	d24_429	429	98.96373057	1465	2	2A	9/25/18	11/12/18	F	AMS005	hFMT7	NA	CDI	21	no	no	d7	NA	NA	NA	DC	GF3	BL6	GF	24	3	fecal	306000000	mouse	0.053885	0.134478	0.131387	0.137569	7.436142	7.269062	7.611083	2.648576	2.628211	2.668941	2.66047	138	167.291667	151.137074	203.31148	20260	6.524128628	0	15.62940867	0.939558414
d24_4837	d24_4837	4837	102.5641026	1125	1	1C	1/19/18	3/12/18	F	AMS001	hFMT6	none	CDI	25	mix	no	no	d21	none	none	Rc	GF2	BL6	GF	24	-1	fecal	NA	mouse	0.109612	0.074779	0.073094	0.076465	13.37271	13.077964	13.681048	3.052523	3.033816	3.071229	3.064036	122	179	146.979689	252.065669	16606	11.4040305182401	1.98466053337416	24.4029831466259	1.28352018012911
d24_4914	d24_4914	4914	94.73684211	1125	1	1C	1/19/18	3/12/18	F	AMS001	hFMT6	none	CDI	25	mix	no	no	d21	none	none	Rc	GF2	BL6	GF	24	-1	fecal	NA	mouse	0.113884	0.071974	0.070345	0.073603	13.893904	13.586489	14.215552	3.060929	3.041708	3.08015	3.073845	122	188.230769	151.615089	270.117564	15076	12.2451971494202	2.09916595688193	26.913265772043	NA
d24_5218	d24_5218	5218	98.7755102	1421	1	1A	9/4/18	11/12/18	M	AMS001	hFMT6	NA	CDI	21	no	no	d7	NA	NA	NA	DC	GF3	BL6	GF	24	3	fecal	0	mouse	0.066325	0.073909	0.072504	0.075313	13.530231	13.277885	13.792355	3.155524	3.138191	3.172857	3.171538	204	271.162162	240.849777	326.409317	24634	8.2351869	0	25.39925819	1.386154889
d24_5505	d24_5505	5505	98.84169884	1421	1	1A	9/4/18	11/12/18	M	AMS001	hFMT6	NA	CDI	21	no	no	d7	NA	NA	NA	DC	GF3	BL6	GF	24	3	fecal	0	mouse	0.082152	0.072027	0.070704	0.07335	13.883651	13.633187	14.14349	3.158234	3.140541	3.175928	3.170541	169	224.434783	196.292104	281.597222	22591	8.953313496	0	24.95313143	2.082868004
d24_5520	d24_5220	5220	100.5813953	1465	2	2A	9/25/18	11/12/18	F	AMS005	hFMT7	NA	CDI	21	no	no	d7	NA	NA	NA	DC	GF3	BL6	GF	24	3	fecal	70000000	mouse	0.050853	0.145662	0.141858	0.149466	6.86521	6.690477	7.049314	2.640758	2.617783	2.663733	2.652985	135	160.5	145.962371	194.316549	17476	5.977652222	0	6.839762576	0.513041175
d24_5925	d24_5925	5925	104.5454545	1126	1	1A	1/19/18	3/12/18	M	AMS001	hFMT6	none	CDI	21	no	no	no	d4	NA	NA	DC	GF2	BL6	GF	24	3	fecal	0	mouse	0.083515	0.076267	0.074354	0.07818	13.111805	12.79101	13.449106	3.169147	3.146341	3.191953	3.185828	157	246.4375	200.45489	341.077476	14760	15.7924424778072	4.40467343226762	53.6031072924981	3.5268898160121
d24_5942	d24_5942	5942	100	1126	1	1A	1/19/18	3/12/18	M	AMS001	hFMT6	none	CDI	21	no	no	no	d4	NA	NA	DC	GF2	BL6	GF	24	3	fecal	0	mouse	0.082816	0.082142	0.079931	0.084353	12.174025	11.85492	12.510784	3.078713	3.055048	3.102378	3.096272	147	200.714286	172.868578	258.533942	13422	14.7654367071805	4.54207994047694	54.0958354686162	2.41040790172818
d24_5957	d24_5957	5957	104.3478261	1126	1	1B	1/13/18	3/12/18	M	AMS001	hFMT6	hFMT6	CDI	25	mix	no	17	d21	AMS001	hFMT	Rc	GF2	BL6	GF	24	-1	fecal	NA	mouse	0.103839	0.09535	0.092573	0.098127	10.487712	10.190911	10.802319	2.864479	2.840715	2.888243	2.878614	101	139.153846	116.743025	193.467362	11182	13.5126526838048	3.44006395078668	29.854087580476	1.0503076750073
d24_5964	d24_5964	5964	104.7619048	1125	1	1D	1/13/18	3/12/18	F	AMS001	hFMT6	hFMT6	CDI	25	mix	no	17	d21	AMS001	hFMT	Rc	GF2	BL6	GF	24	-1	fecal	NA	mouse	0.126	0.070862	0.069637	0.072086	14.112007	13.872339	14.360102	3.012454	2.99627	3.028638	3.021937	112	141.176471	124.203072	181.758369	18987	12.2028127842832	1.85673033607583	28.8040503507875	NA
d24_5969	d24_5969	5969	101.2145749	1126	1	1B	1/19/18	3/12/18	M	AMS001	hFMT6	hFMT6	CDI	25	mix	no	17	d21	AMS001	hFMT	Rc	GF2	BL6	GF	24	-1	fecal	NA	mouse	0.107563	0.094866	0.092156	0.097576	10.541149	10.248377	10.851141	2.889075	2.865997	2.912154	2.901287	98	134.25	112.557152	188.269204	12047	11.7944557278673	1.67194227331157	32.6633557496542	1.26760541600006
d24_5978	d24_5978	5978	100	1125	1	1D	1/20/18	3/12/18	F	AMS001	hFMT6	hFMT6	CDI	25	mix	no	17	d21	AMS001	hFMT	Rc	GF2	BL6	GF	24	-1	fecal	NA	mouse	0.122795	0.072068	0.070334	0.073802	13.875861	13.549829	14.21797	3.046598	3.026543	3.066653	3.06094	113	203	153.16286	314.678866	13248	9.50325475863566	1.7746023081806	30.7331050791333	1.07662824645149
d25_2904	d25_2904	2904	100	1086	3	3C	12/25/17	3/12/18	F	yWT	mFMT1	mFMT1	CDI	25	mix	no	no	d21	none	none	Rc	GF2	BL6	GF	25	0	fecal	0	mouse	0.045867	0.253511	0.249802	0.25722	3.944604	3.887728	4.00317	1.787416	1.773277	1.801555	1.795345	86	131	105.381503	190.481061	29595	NA	1.81921993871984	13.2520183065164	NA
d25_2933	d25_2933	2933	100	1087	4	4	12/25/17	3/12/18	M	jWT	mFMT6	mFMT6	CDI	25	mix	no	17	d21	jWT	mFMT	Rc	GF2	BL6	GF	25	0	fecal	0	mouse	0.043284	0.23575	0.231791	0.239709	4.241785	4.171732	4.31423	1.918181	1.900373	1.935988	1.926911	98	129	110.755821	173.338153	23373	NA	1.92503874389253	12.2641700699301	NA
d25_2949	d25_2949	2949	100	1087	4	4	12/25/17	3/12/18	M	jWT	mFMT6	mFMT6	CDI	25	mix	no	17	d21	jWT	mFMT	Rc	GF2	BL6	GF	25	0	fecal	0	mouse	0.049508	0.258956	0.254288	0.263624	3.861661	3.793283	3.93255	1.765045	1.746947	1.783142	1.773356	78	101	86.504993	140.19876	19436	7.62122592976485	2.39885428944191	12.7281956338472	NA
d25_2956	d25_2956	2956	100	1082	2	2C	12/20/17	3/12/18	F	AMS005	hFMT7	none	CDI	25	mix	no	no	d21	none	none	Rc	GF2	BL6	GF	25	0	fecal	0	mouse	0.068076	0.123441	0.121142	0.125741	8.101017	7.952862	8.254797	2.588737	2.57109	2.606385	2.5995	119	175.4375	144.873336	242.107102	22150	8.07115226737277	3.97192190066586	30.1159989168106	1.06316190757307
d25_2966	d25_2966	2966	100	1082	2	2C	12/17/17	3/12/18	F	AMS005	hFMT7	none	CDI	25	mix	no	no	d21	none	none	Rc	GF2	BL6	GF	25	0	fecal	0	mouse	0.073555	0.11053	0.10843	0.112631	9.04729	8.878572	9.222544	2.686507	2.669728	2.703286	2.698804	123	251.333333	183.724137	394.217431	22343	7.52341585637182	4.39677650650847	28.2587007189674	NA
d25_2988	d25_2988	2988	100	1082	2	2C	12/17/17	3/12/18	F	AMS005	hFMT7	none	CDI	25	mix	no	no	d21	none	none	Rc	GF2	BL6	GF	25	0	fecal	0	mouse	0.074691	0.121714	0.120104	0.123323	8.216011	8.108765	8.326131	2.528638	2.515579	2.541698	2.535451	110	215.111111	155.404248	353.332864	34454	11.2027047838395	4.5172046243356	33.6153257209891	1.10539724314631
d25_3755	d25_3755	3755	100	1086	3	3C	12/25/17	3/12/18	F	yWT	mFMT1	mFMT1	CDI	25	mix	no	no	d21	none	none	Rc	GF2	BL6	GF	25	0	fecal	0	mouse	0.041491	0.197555	0.194495	0.200614	5.061887	4.984685	5.141517	2.150999	2.132801	2.169198	2.161737	122	258.111111	182.367616	428.890278	25478	7.08001019032343	1.66286080868854	15.8627600746373	NA
d25_3765	d25_3765	3765	100	1082	2	2D	12/17/17	3/12/18	F	AMS005	hFMT7	hFMT7	CDI	25	mix	no	17	d21	AMS005	hFMT	Rc	GF2	BL6	GF	25	0	fecal	0	mouse	0.062344	0.137095	0.135143	0.139046	7.294236	7.191877	7.39955	2.438125	2.424218	2.452032	2.445867	117	154.05	133.698838	199.203475	32965	11.6493707856676	NA	27.0400356425977	1.05336820657058
d25_3776	d25_3776	3776	100	1086	3	3D	12/25/17	3/12/18	F	yWT	mFMT1	mFMT1	CDI	25	mix	no	17	d21	yWT	mFMT	Rc	GF2	BL6	GF	25	0	fecal	0	mouse	0.047722	0.179101	0.17699	0.181213	5.583429	5.51836	5.650051	2.042966	2.029844	2.056089	2.052531	117	190.928571	151.093863	277.305496	30336	NA	NA	5.35999589340159	NA
d25_3797	d25_3797	3797	100	1086	3	3D	12/20/17	3/12/18	F	yWT	mFMT1	mFMT1	CDI	25	mix	no	17	d21	yWT	mFMT	Rc	GF2	BL6	GF	25	0	fecal	0	mouse	0.049805	0.215894	0.212105	0.219684	4.6319	4.552002	4.714654	1.939858	1.921483	1.958234	1.951554	93	175.333333	127.593181	288.957053	19054	NA	1.65101542004981	19.1862833790843	NA
d25_3827	d25_3827	3827	100	1096	2	2B	1/13/18	3/12/18	M	AMS005	hFMT7	hFMT7	CDI	25	mix	no	17	d21	AMS005	hFMT	Rc	GF2	BL6	GF	25	0	fecal	0	mouse	0.061001	0.146367	0.14394	0.148794	6.832152	6.720719	6.947343	2.353127	2.335322	2.370932	2.366502	112	166.473684	137.763912	227.175921	20033	10.1479861590847	3.71250788947757	26.28659207232	1.36982717021355
d25_3830	d25_3830	3830	100	1096	2	2B	1/13/18	3/12/18	M	AMS005	hFMT7	hFMT7	CDI	25	mix	no	17	d21	AMS005	hFMT	Rc	GF2	BL6	GF	25	0	fecal	0	mouse	0.054111	0.198717	0.19642	0.201014	5.032278	4.974773	5.091128	1.946841	1.931258	1.962425	1.957174	93	258	159.951752	499.63611	23714	9.13809715130169	2.56547942296011	24.3144834256726	NA
d25_3836	d25_3836	3836	100	1087	4	4	12/25/17	3/12/18	M	jWT	mFMT6	mFMT6	CDI	25	mix	no	17	d21	jWT	mFMT	Rc	GF2	BL6	GF	25	0	fecal	0	mouse	0.056404	0.249705	0.245042	0.254369	4.0047180000000004	3.931295	4.080936	1.816934	1.800497	1.83337	1.823281	71	97.25	79.999282	147.56861	21593	8.41919311186295	2.66142707093386	15.7850238332594	NA
d25_3844	d25_3844	3844	100	1082	2	2D	12/20/17	3/12/18	F	AMS005	hFMT7	hFMT7	CDI	25	mix	no	17	d21	AMS005	hFMT	Rc	GF2	BL6	GF	25	0	fecal	0	mouse	0.072561	0.113897	0.112368	0.115426	8.77985	8.663546	8.899319	2.587669	2.573568	2.60177	2.596907	121	190.176471	154.008283	265.975252	30014	11.2956243535629	5.65199285592637	32.1024588695586	1.78789578175737
d25_427	d25_427	427	NA	1451	1	1C	9/17/18	11/12/18	F	AMS001	hFMT6	NA	CDI	25	cef	no	d7	NA	NA	NA	Pi	GF3	BL6	GF	25	-3	fecal	NA	mouse	0.07767	0.204364	0.201627	0.207102	4.893221	4.828538	4.959661	1.87344	1.860317	1.886562	1.880821	63	187	106.862138	413.552907	24128	5.222716011	0	1.970001805	NA
d25_448	d25_448	448	92.55319149	1465	2	2A	9/25/18	11/12/18	F	AMS005	hFMT7	NA	CDI	21	no	no	d7	NA	NA	NA	DC	GF3	BL6	GF	25	4	fecal	600000000	mouse	0.054366	0.095801	0.094098	0.097504	10.438306	10.256005	10.627206	2.915328	2.900645	2.930011	2.927356	192	259	228.074684	316.436293	33436	8.19142606	0	57.8545356	3.142806553
d25_449	d25_449	449	NA	1451	1	1C	9/17/18	11/12/18	F	AMS001	hFMT6	NA	CDI	25	cef	no	d7	NA	NA	NA	Pi	GF3	BL6	GF	25	-3	fecal	NA	mouse	0.095441	0.213831	0.21078	0.216881	4.676598	4.610821	4.744279	1.832329	1.818966	1.845692	1.837682	49	64.3	53.963289	96.164293	22377	5.194466785	NA	0.434699646	NA
d25_4837	d25_4837	4837	100	1125	1	1C	1/19/18	3/12/18	F	AMS001	hFMT6	none	CDI	25	mix	no	no	d21	none	none	Rc	GF2	BL6	GF	25	0	fecal	0	mouse	0.037422	0.261983	0.256528	0.267438	3.817043	3.73919	3.898207	2.074088	2.051628	2.096548	2.083583	102	133	114.755821	177.338153	20739	8.13961931874788	3.41597832722125	23.2656421381591	NA
d25_4914	d25_4914	4914	100	1125	1	1C	1/19/18	3/12/18	F	AMS001	hFMT6	none	CDI	25	mix	no	no	d21	none	none	Rc	GF2	BL6	GF	25	0	fecal	0	mouse	0.04496	0.200377	0.196234	0.204521	4.990584	4.889484	5.095954	2.341415	2.321302	2.361528	2.349551	111	157.75	130.542042	222.839003	24089	8.03202823801556	6.19767042588407	25.2030684617302	NA
d25_5204	d25_5204	5204	NA	1452	2	2B	9/17/18	11/12/18	M	AMS005	hFMT7	NA	CDI	25	cef	no	d7	NA	NA	NA	Pi	GF3	BL6	GF	25	-3	fecal	NA	mouse	0.059868	0.130496	0.12873	0.132261	7.663094	7.560814	7.768179	2.407566	2.390717	2.424415	2.418338	128	167.055556	145.375515	215.786543	22467	9.310132649	0	11.89103758	NA
d25_5215	d25_5215	5215	NA	1420	1	1B	9/4/18	11/12/18	F	AMS001	hFMT6	NA	CDI	25	cef	no	d7	NA	NA	NA	Pi	GF3	BL6	GF	25	-3	fecal	NA	mouse	0.064301	0.155519	0.152242	0.158796	6.430093	6.297392	6.568508	2.357384	2.335682	2.379085	2.369881	100	145.769231	119.431558	207.805172	15245	9.909165187	0	40.14477054	0.357696239
d25_5218	d25_5218	5218	97.95918367	1421	1	1A	9/4/18	11/12/18	M	AMS001	hFMT6	NA	CDI	21	no	no	d7	NA	NA	NA	DC	GF3	BL6	GF	25	4	fecal	0	mouse	0.07687	0.069567	0.068149	0.070985	14.374598	14.087454	14.67369	3.225407	3.207388	3.243426	3.240023	187	250.033333	220.134254	306.912195	22339	10.56124383	0	41.76908869	2.181993853
d25_5219	d25_5219	5219	NA	1451	1	1B	9/17/18	11/12/18	F	AMS001	hFMT6	NA	CDI	25	cef	no	d7	NA	NA	NA	Pi	GF3	BL6	GF	25	-3	fecal	NA	mouse	0.066127	0.186696	0.183739	0.189652	5.356308	5.272805	5.442499	2.021276	2.008019	2.034532	2.029564	81	114	94.922811	159.216964	25904	5.264602794	NA	1.938669108	NA
d25_5220	d25_5220	5220	91.27906977	1465	2	2A	9/25/18	11/12/18	F	AMS005	hFMT7	NA	CDI	21	no	no	d7	NA	NA	NA	DC	GF3	BL6	GF	25	4	fecal	320000000	mouse	0.08135	0.084195	0.082696	0.085695	11.877124	11.669239	12.092551	2.982643	2.968449	2.996837	2.991125	146	189	166.222716	237.431834	30883	7.714545118	0.584691123	57.36219651	3.552762746
d25_5505	d25_5505	5505	98.84169884	1421	1	1A	9/4/18	11/12/18	M	AMS001	hFMT6	NA	CDI	21	no	no	d7	NA	NA	NA	DC	GF3	BL6	GF	25	4	fecal	0	mouse	0.068866	0.078919	0.07749	0.080348	12.671288	12.445934	12.904952	3.095182	3.077391	3.112974	3.108146	184	285.666667	235.369041	385.212849	24008	7.677516715	0	23.22194632	1.511478285
d25_5510	d25_5510	5510	NA	1452	2	2B	9/17/18	11/12/18	M	AMS005	hFMT7	NA	CDI	25	cef	no	d7	NA	NA	NA	Pi	GF3	BL6	GF	25	-3	fecal	NA	mouse	0.066407	0.121441	0.119861	0.12302	8.2344830000000009	8.128736	8.343017	2.485473	2.467625	2.50332	2.496502	124	157.3	138.742493	199.217267	20523	7.698836098	0	15.47782564	0.259660412
d25_5513	d25_5513	5513	NA	1466	2	2C	9/25/18	11/12/18	M	AMS005	hFMT7	NA	CDI	25	cef	no	d7	NA	NA	NA	Pi	GF3	BL6	GF	25	-3	fecal	NA	mouse	0.063002	0.14172	0.139737	0.143703	7.056175	6.958788	7.156326	2.324967	2.309431	2.340503	2.333899	112	156.4	131.380628	213.718066	25085	5.725110031	0	6.498413725	NA
d25_5517	d25_5517	5517	NA	1451	1	1C	9/17/18	11/12/18	F	AMS001	hFMT6	NA	CDI	25	cef	no	d7	NA	NA	NA	Pi	GF3	BL6	GF	25	-3	fecal	NA	mouse	0.05544	0.261413	0.25782	0.265006	3.825359	3.773494	3.878669	1.661512	1.649092	1.673932	1.669996	69	143.1	100.561945	242.969314	28388	NA	NA	0	NA
d25_5520	d25_5520	5520	NA	1466	2	2C	9/25/18	11/12/18	M	AMS005	hFMT7	NA	CDI	25	cef	no	d7	NA	NA	NA	Pi	GF3	BL6	GF	25	-3	fecal	NA	mouse	0.078155	0.175275	0.171193	0.179358	5.705308	5.575435	5.841374	2.19087	2.162633	2.219107	2.203134	73	96.75	80.988118	143.612688	8979	7.106381656	0	7.509752873	NA
d25_5522	d25_5522	5522	NA	1452	2	2B	9/17/18	11/12/18	M	AMS005	hFMT7	NA	CDI	25	cef	no	d7	NA	NA	NA	Pi	GF3	BL6	GF	25	-3	fecal	NA	mouse	0.051372	0.122427	0.120484	0.124369	8.168159	8.040579	8.299853	2.605789	2.588004	2.623574	2.61701	159	192.115385	174.40307	230.195463	25188	5.30882102	NA	5.904762977	NA
d25_5957	d25_5957	5957	100	1126	1	1B	1/13/18	3/12/18	M	AMS001	hFMT6	hFMT6	CDI	25	mix	no	17	d21	AMS001	hFMT	Rc	GF2	BL6	GF	25	0	fecal	0	mouse	0.047382	0.201001	0.19665	0.205352	4.975106	4.869692	5.085186	2.271964	2.251756	2.292172	2.282769	105	171.230769	134.615089	253.117564	21615	10.4487521347682	5.54064620272226	19.395573259717	NA
d25_5964	d25_5964	5964	100	1125	1	1D	1/13/18	3/12/18	F	AMS001	hFMT6	hFMT6	CDI	25	mix	no	17	d21	AMS001	hFMT	Rc	GF2	BL6	GF	25	0	fecal	0	mouse	0.035301	0.280473	0.273988	0.286959	3.565401	3.484824	3.649791	2.008221	1.982355	2.034087	2.021441	101	143	119.176263	198.049653	16024	12.7171307535415	3.76699667721575	25.8034314336023	0.949310133419114
d25_5969	d25_5969	5969	100	1126	1	1B	1/19/18	3/12/18	M	AMS001	hFMT6	hFMT6	CDI	25	mix	no	17	d21	AMS001	hFMT	Rc	GF2	BL6	GF	25	0	fecal	0	mouse	0.055351	0.178877	0.174275	0.183478	5.590447	5.450254	5.738043	2.37787	2.354035	2.401705	2.389614	101	147.75	120.542042	212.839003	15398	9.74614977422834	5.00720886769125	20.2865501801247	NA
d25_5978	d25_5978	5978	100	1125	1	1D	1/20/18	3/12/18	F	AMS001	hFMT6	hFMT6	CDI	25	mix	no	17	d21	AMS001	hFMT	Rc	GF2	BL6	GF	25	0	fecal	0	mouse	0.039338	0.249225	0.243608	0.254842	4.012436	3.924003	4.104948	2.122829	2.099323	2.146336	2.13428	102	165.909091	129.341408	251.38411	18474	15.9041089782643	8.38472401488242	34.8339907973589	1.47327313705236
d26_2904	d26_2904	2904	95.45454545	1086	3	3C	12/25/17	3/12/18	F	yWT	mFMT1	mFMT1	CDI	25	mix	no	no	d21	none	none	Rc	GF2	BL6	GF	26	1	fecal	9200000	mouse	0.044072	0.302533	0.30053	0.304536	3.305425	3.28368	3.32746	1.393049	1.382441	1.403656	1.400153	75	112.4	90.887987	163.038845	34756	NA	2.09719172544214	11.9221306078676	NA
d26_2933	d26_2933	2933	98	1087	4	4	12/25/17	3/12/18	M	jWT	mFMT6	mFMT6	CDI	25	mix	no	17	d21	jWT	mFMT	Rc	GF2	BL6	GF	26	1	fecal	420000	mouse	0.031993	0.300551	0.295365	0.305737	3.327221	3.270787	3.385636	1.747854	1.729861	1.765846	1.758777	104	143	121.541483	190.708745	24674	6.99198112426971	2.66379614866161	11.8946239378415	NA
d26_2949	d26_2949	2949	96.15384615	1087	4	4	12/25/17	3/12/18	M	jWT	mFMT6	mFMT6	CDI	25	mix	no	17	d21	jWT	mFMT	Rc	GF2	BL6	GF	26	1	fecal	160000	mouse	0.033498	0.328054	0.323284	0.332824	3.048278	3.004592	3.093252	1.696227	1.68145	1.711003	1.701882	91	161.857143	118.367993	274.452788	36482	NA	2.55284434174546	11.03593745616	NA
d26_2956	d26_2956	2956	97.72727273	1082	2	2C	12/20/17	3/12/18	F	AMS005	hFMT7	none	CDI	25	mix	no	no	d21	none	none	Rc	GF2	BL6	GF	26	1	fecal	34000	mouse	0.071881	0.109542	0.107886	0.111199	9.128895	8.992908	9.269058	2.658188	2.643054	2.673321	2.667461	127	187.882353	155.569515	256.741823	27866	7.97660252975951	3.18025509331043	30.8754221979635	1.10784566839693
d26_2966	d26_2966	2966	102.3255814	1082	2	2C	12/17/17	3/12/18	F	AMS005	hFMT7	none	CDI	25	mix	no	no	d21	none	none	Rc	GF2	BL6	GF	26	1	fecal	10000	mouse	0.068247	0.099678	0.098252	0.101104	10.03233	9.890839	10.177929	2.732697	2.718175	2.747219	2.743942	147	251.117647	199.116689	355.004088	28948	7.13625098252443	3.58418284589128	27.8090264611509	1.23577588774196
d26_2988	d26_2988	2988	96.66666667	1082	2	2C	12/17/17	3/12/18	F	AMS005	hFMT7	none	CDI	25	mix	no	no	d21	none	none	Rc	GF2	BL6	GF	26	1	fecal	38000	mouse	0.061755	0.118197	0.116669	0.119726	8.460444	8.352436	8.571281	2.557265	2.543568	2.570962	2.56697	137	218.052632	177.357913	299.781686	32984	10.5897616572432	5.33137767010462	32.9420102764394	1.16966840597515
d26_3755	d26_3755	3755	102.6315789	1086	3	3C	12/25/17	3/12/18	F	yWT	mFMT1	mFMT1	CDI	25	mix	no	no	d21	none	none	Rc	GF2	BL6	GF	26	1	fecal	5820000	mouse	0.055609	0.299709	0.296581	0.302837	3.336567	3.302103	3.371758	1.492134	1.477944	1.506324	1.498686	60	94.5	72.417223	155.854767	24479	5.72860100960979	1.90963973866218	10.7429316232743	NA
d26_3765	d26_3765	3765	102.3809524	1082	2	2D	12/17/17	3/12/18	F	AMS005	hFMT7	hFMT7	CDI	25	mix	no	17	d21	AMS005	hFMT	Rc	GF2	BL6	GF	26	1	fecal	8000	mouse	0.068537	0.109704	0.108277	0.111131	9.115423	8.99839	9.23554	2.600268	2.586054	2.614483	2.611241	133	243.625	188.015608	355.443977	29252	9.77630788019119	3.10523429859845	23.0695076214519	NA
d26_3776	d26_3776	3776	100	1086	3	3D	12/25/17	3/12/18	F	yWT	mFMT1	mFMT1	CDI	25	mix	no	17	d21	yWT	mFMT	Rc	GF2	BL6	GF	26	1	fecal	1580000	mouse	0.042166	0.252296	0.249514	0.255077	3.963601	3.920379	4.007787	1.684798	1.670916	1.698681	1.694543	94	152.571429	120.204209	224.918368	27578	NA	2.5394195679549	12.3933318248349	NA
d26_3797	d26_3797	3797	93.80952381	1086	3	3D	12/20/17	3/12/18	F	yWT	mFMT1	mFMT1	CDI	25	mix	no	17	d21	yWT	mFMT	Rc	GF2	BL6	GF	26	1	fecal	6000	mouse	0.044344	0.214769	0.212482	0.217056	4.656163	4.607106	4.706276	1.803914	1.790377	1.817451	1.815349	105	207.083333	152.170988	325.919838	26250	5.56558422062141	1.68576189339009	10.6651953818964	NA
d26_3827	d26_3827	3827	94	1096	2	2B	1/13/18	3/12/18	M	AMS005	hFMT7	hFMT7	CDI	25	mix	no	17	d21	AMS005	hFMT	Rc	GF2	BL6	GF	26	1	fecal	54000	mouse	0.067758	0.127228	0.125196	0.129259	7.859914	7.736386	7.987452	2.506221	2.488407	2.524036	2.517885	116	189.928571	150.093863	276.305496	21120	11.2312327219125	11.7981701742777	46.9500809727288	1.99295139649702
