seqID	sampleID	mouse	percent_weight	CageID	Group	CageID_Assigned	BD	ExpStart	sex	Gavaged_fecal_material	Mb_input	FMT	Cdiff_infection	Cdiff_day_infected	ABX	clinda35	FMT_day	Harvest_pi	FMT_input	FMT_type	Model	Experiment	Mouse_genotype	Mouse_status	ExpDay	day	type	CFU	sampleType	simpsoneven	simpson	simpson_lci	simpson_hci	invsimpson	invsimpson_lci	invsimpson_hci	shannon	shannon_lci	shannon_hci	npshannon	sobs	chao	chao_lci	chao_hci	nseqs
d19_1272_2	d19_1272_2	1272_2	93.75	1272	NA	NA	8/10/15	10/5/15	F	NA	NA	mFMT4	CDI	0	cef	yes	11	d42	yRag	mFMT	Rc	HF3	BL6	SPF-Young	19	19	fecal	100000	mouse	0.048592	0.130251	0.127589	0.132914	7.677473	7.523684	7.83768	2.622171	2.598842	2.6455	2.637062	158	175.53125	165.470308	199.142175	16567
d19_1272_3	d19_1272_3	1272_3	99.42857143	1272	NA	NA	8/10/15	10/5/15	F	NA	NA	mFMT4	CDI	0	cef	yes	11	d42	yRag	mFMT	Rc	HF3	BL6	SPF-Young	19	19	fecal	0	mouse	0.037592	0.084449	0.083223	0.085674	11.841502	11.672094	12.0159	3.207404	3.191346	3.223462	3.218081	315	347.181818	331.779512	376.722262	42300
d19_1272_4	d19_1272_4	1272_4	NA	1272	NA	NA	8/10/15	10/5/15	F	NA	NA	mFMT4	CDI	0	cef	yes	11	d42	yRag	mFMT	Rc	HF3	BL6	SPF-Young	19	19	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1273_1	d19_1273_1	1273_1	101.1904762	1273	NA	NA	8/14/15	10/5/15	M	NA	NA	mFMT4	CDI	0	cef	yes	11	d42	yRag	mFMT	Rc	HF3	BL6	SPF-Young	19	19	fecal	0	mouse	0.099183	0.036932	0.036303	0.037561	27.077061	26.623635	27.546198	3.881004	3.865806	3.896203	3.889211	273	303.75	287.309653	339.078648	32569
d19_1273_2	d19_1273_2	1273_2	NA	1273	NA	NA	8/14/15	10/5/15	M	NA	NA	mFMT4	CDI	0	cef	yes	11	d42	yRag	mFMT	Rc	HF3	BL6	SPF-Young	19	19	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1273_3	d19_1273_3	1273_3	100	1273	NA	NA	8/14/15	10/5/15	M	NA	NA	mFMT4	CDI	0	cef	yes	11	d42	yRag	mFMT	Rc	HF3	BL6	SPF-Young	19	19	fecal	0	mouse	0.060579	0.082127	0.08074	0.083513	12.176316	11.974154	12.385422	3.119735	3.102451	3.137019	3.128474	201	225.241379	211.861599	255.102942	29579
d19_1273_4	d19_1273_4	1273_4	NA	1273	NA	NA	8/14/15	10/5/15	M	NA	NA	mFMT4	CDI	0	cef	yes	11	d42	yRag	mFMT	Rc	HF3	BL6	SPF-Young	19	19	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1275_1	d19_1275_1	1275_1	104.8387097	1275	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	19	19	fecal	0	mouse	0.062218999999999997	0.103028	0.100493	0.105562	9.706146	9.473112	9.950933	2.89139	2.871443	2.911336	2.902251	156	172.111111	162.53923700000001	195.69391100000001	20204
d19_1275_2	d19_1275_2	1275_2	102.1390374	1275	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	19	19	fecal	0	mouse	0.060445	0.087534	0.085858	0.08921	11.424129	11.209527	11.647108	2.962046	2.946044	2.978048	2.973047	189	215.558824	201.442203	245.691818	27652
d19_1275_3	d19_1275_3	1275_3	105.027933	1275	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	19	19	fecal	0	mouse	0.125177	0.098626	0.092976	0.104277	10.1393	9.589882	10.755499	2.871885	2.826021	2.91775	2.903285	81	100.090909	87.65567	135.759748	3250
d19_1275_4	d19_1275_4	1275_4	101.5384615	1275	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	19	19	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1291_1	d19_1291_1	1291_1	101.0638298	1291	NA	NA	9/26/2015	11/2/2015	F	NA	NA	hFMT3	CDI	0	cef	yes	11	d42	R4_F	hFMT	Rc	HF4	BL6	SPF-Young	19	19	fecal	75000000	mouse	0.04088	0.301995	0.298506	0.305485	3.311308	3.273486	3.350014	1.785997	1.773934	1.79806	1.788723	81	93.75	85.138812	120.277575	55908
d19_1291_2	d19_1291_2	1291_2	94.93670886	1291	NA	NA	9/26/2015	11/2/2015	F	NA	NA	hFMT3	CDI	0	cef	yes	11	d42	R4_F	hFMT	Rc	HF4	BL6	SPF-Young	19	19	fecal	109000000	mouse	0.051997	0.282822	0.278093	0.287552	3.53579	3.477635	3.595922	1.868973	1.852352	1.885594	1.873275	68	85	73.499733	120.548002	29321
d19_1291_3	d19_1291_3	1291_3	96.27659574	1291	NA	NA	9/26/2015	11/2/2015	F	NA	NA	hFMT3	CDI	0	cef	yes	11	d42	R4_F	hFMT	Rc	HF4	BL6	SPF-Young	19	19	fecal	172000000	mouse	0.050682	0.229427	0.225098	0.233756	4.358689	4.27797	4.442513	2.057857	2.040013	2.075701	2.065397	86	131.111111	103.473811	202.460705	24043
d19_1291_4	d19_1291_4	1291_4	NA	1291	NA	NA	9/26/2015	11/2/2015	F	NA	NA	hFMT3	CDI	0	cef	yes	11	d42	R4_F	hFMT	Rc	HF4	BL6	SPF-Young	19	19	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1292_1	d19_1292_1	1292_1	98.125	1292	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT4	CDI	0	cef	yes	11	d42	D4_A	hFMT	Rc	HF4	BL6	SPF-Young	19	19	fecal	60000000	mouse	0.043165	0.176847	0.173181	0.180512	5.654612	5.539784	5.7743	2.465928	2.447526	2.48433	2.473609	131	144.5	136.219841	165.914857	27891
d19_1292_2	d19_1292_2	1292_2	92.10526316	1292	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT4	CDI	0	cef	yes	11	d42	D4_A	hFMT	Rc	HF4	BL6	SPF-Young	19	19	fecal	21000000	mouse	0.063848	0.088488	0.087214	0.089762	11.301015	11.140619	11.466098	2.955303	2.941212	2.969394	2.962233	177	199.037037	186.566657	227.762873	37572
d19_1292_3	d19_1292_3	1292_3	102.7472527	1292	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT4	CDI	0	cef	yes	11	d42	D4_A	hFMT	Rc	HF4	BL6	SPF-Young	19	19	fecal	7000000	mouse	0.091694	0.085202	0.082172	0.088232	11.736845	11.333816	12.169594	3.029658	2.995585	3.063731	3.053195	128	137.730769	131.456384	155.395063	6786
d19_1292_4	d19_1292_4	1292_4	96.02272727	1292	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT4	CDI	0	cef	yes	11	d42	D4_A	hFMT	Rc	HF4	BL6	SPF-Young	19	19	fecal	149000000	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1293_1	d19_1293_1	1293_1	96.08938547	1293	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT5	CDI	0	cef	yes	11	d42	D5_A	hFMT	Rc	HF4	BL6	SPF-Young	19	19	fecal	33100000	mouse	0.096478	0.138201	0.134813	0.141589	7.235843	7.062714	7.417674	2.502344	2.476176	2.528512	2.511199	75	92	80.335637	129.164103	10676
d19_1293_2	d19_1293_2	1293_2	98.1595092	1293	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT5	CDI	0	cef	yes	11	d42	D5_A	hFMT	Rc	HF4	BL6	SPF-Young	19	19	fecal	32500000	mouse	0.065643	0.147903	0.144555	0.15125	6.761207	6.611578	6.9177670000000004	2.552791	2.530472	2.57511	2.563158	103	138.769231	117.603201	190.613524	16985
d19_1293_3	d19_1293_3	1293_3	100	1293	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT5	CDI	0	cef	yes	11	d42	D5_A	hFMT	Rc	HF4	BL6	SPF-Young	19	19	fecal	600000	mouse	0.065717	0.163621	0.160528	0.166715	6.111682	5.998275	6.229461	2.427173	2.408606	2.44574	2.433153	93	118.090909	102.241905	161.119476	24055
d19_1293_4	d19_1293_4	1293_4	89.69072165	1293	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT5	CDI	0	cef	yes	11	d42	D5_A	hFMT	Rc	HF4	BL6	SPF-Young	19	19	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1294_1	d19_1294_1	1294_1	100	1294	NA	NA	9/29/2015	11/2/2015	F	NA	NA	none	CDI	0	cef	yes	11	d42	none	noFMT	Rc	HF4	BL6	SPF-Young	19	19	fecal	49000000	mouse	0.049351	0.431131	0.422523	0.43974	2.319479	2.274073	2.366736	1.110166	1.08956	1.130773	1.125486	47	60.571429	51.633668	86.749	9638
d19_1294_2	d19_1294_2	1294_2	101.0362694	1294	NA	NA	9/29/2015	11/2/2015	F	NA	NA	none	CDI	0	cef	yes	11	d42	none	noFMT	Rc	HF4	BL6	SPF-Young	19	19	fecal	31000000	mouse	0.062011	0.358357	0.352325	0.36439	2.790511	2.744313	2.83829	1.258973	1.241312	1.276633	1.271869	45	79.5	57.417223	140.854767	11585
d19_1294_3	d19_1294_3	1294_3	107.1856287	1294	NA	NA	9/29/2015	11/2/2015	F	NA	NA	none	CDI	0	cef	yes	11	d42	none	noFMT	Rc	HF4	BL6	SPF-Young	19	19	fecal	3000000	mouse	0.062637	0.409356	0.397861	0.420851	2.442859	2.376136	2.513438	1.163089	1.123084	1.203094	1.199867	39	65.25	47.999282	115.56861	3155
d19_1294_4	d19_1294_4	1294_4	100	1294	NA	NA	9/29/2015	11/2/2015	F	NA	NA	none	CDI	0	cef	yes	11	d42	none	noFMT	Rc	HF4	BL6	SPF-Young	19	19	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1295_1	d19_1295_1	1295_1	NA	1295	NA	NA	9/28/2015	11/2/2015	M	NA	NA	hFMT3	CDI	0	cef	yes	11	d42	R4_F	hFMT	Rc	HF4	BL6	SPF-Young	19	19	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1295_2	d19_1295_2	1295_2	97.20930233	1295	NA	NA	9/28/2015	11/2/2015	M	NA	NA	hFMT3	CDI	0	cef	yes	11	d42	R4_F	hFMT	Rc	HF4	BL6	SPF-Young	19	19	fecal	43000000	mouse	0.038136	0.203273	0.199393	0.207153	4.919496	4.827346	5.015233	2.477366	2.460173	2.49456	2.483332	129	153.8	139.406797	188.099838	36463
d19_1295_3	d19_1295_3	1295_3	NA	1295	NA	NA	9/28/2015	11/2/2015	M	NA	NA	hFMT3	CDI	0	cef	yes	11	d42	R4_F	hFMT	Rc	HF4	BL6	SPF-Young	19	19	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1295_4	d19_1295_4	1295_4	98.21428571	1295	NA	NA	9/28/2015	11/2/2015	M	NA	NA	hFMT3	CDI	0	cef	yes	11	d42	R4_F	hFMT	Rc	HF4	BL6	SPF-Young	19	19	fecal	57000000	mouse	0.033992	0.387088	0.376954	0.397221	2.583395	2.517493	2.65284	1.774297	1.742144	1.80645	1.783961	76	86.909091	79.335502	111.679265	11743
d19_1296_1	d19_1296_1	1296_1	97.63033175	1296	NA	NA	9/29/2015	11/2/2015	M	NA	NA	hFMT4	CDI	0	cef	yes	11	d42	D4_A	hFMT	Rc	HF4	BL6	SPF-Young	19	19	fecal	25000000	mouse	0.056829	0.12392	0.121672	0.126168	8.069725	7.925926	8.218838	2.709747	2.694445	2.725049	2.716017	142	161.772727	150.078043	190.397956	34342
d19_1296_2	d19_1296_2	1296_2	98.63013699	1296	NA	NA	9/29/2015	11/2/2015	M	NA	NA	hFMT4	CDI	0	cef	yes	11	d42	D4_A	hFMT	Rc	HF4	BL6	SPF-Young	19	19	fecal	62000000	mouse	0.054511	0.11324	0.111464	0.115017	8.830776	8.69439	8.971509	2.75935	2.745959	2.772742	2.765373	162	180.37037	169.676987	205.958718	42492
d19_1296_3	d19_1296_3	1296_3	98.55769231	1296	NA	NA	9/29/2015	11/2/2015	M	NA	NA	hFMT4	CDI	0	cef	yes	11	d42	D4_A	hFMT	Rc	HF4	BL6	SPF-Young	19	19	fecal	108000000	mouse	0.053992	0.107682	0.105751	0.109613	9.286613	9.123043	9.456155	2.835845	2.819605	2.852085	2.84572	172	210.607143	190.669055	251.838613	30979
d19_1296_4	d19_1296_4	1296_4	100	1296	NA	NA	9/29/2015	11/2/2015	M	NA	NA	hFMT4	CDI	0	cef	yes	11	d42	D4_A	hFMT	Rc	HF4	BL6	SPF-Young	19	19	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1297_1	d19_1297_1	1297_1	103.8297872	1297	NA	NA	9/28/2015	11/2/2015	M	NA	NA	hFMT5	CDI	0	cef	yes	11	d42	D5_A	hFMT	Rc	HF4	BL6	SPF-Young	19	19	fecal	6000000	mouse	0.070539	0.147673	0.145257	0.15009	6.771713	6.662688	6.884366	2.487683	2.472149	2.503217	2.492371	96	115.25	102.864072	149.985815	31366
d19_1297_2	d19_1297_2	1297_2	109.8130841	1297	NA	NA	9/28/2015	11/2/2015	M	NA	NA	hFMT5	CDI	0	cef	yes	11	d42	D5_A	hFMT	Rc	HF4	BL6	SPF-Young	19	19	fecal	29100000	mouse	0.053479	0.161197	0.158583	0.163812	6.203578	6.104567	6.305853	2.510749	2.496142	2.525356	2.515337	116	136.3125	123.817387	168.779487	40592
d19_1297_3	d19_1297_3	1297_3	97.82608696	1297	NA	NA	9/28/2015	11/2/2015	M	NA	NA	hFMT5	CDI	0	cef	yes	11	d42	D5_A	hFMT	Rc	HF4	BL6	SPF-Young	19	19	fecal	17000000	mouse	0.069012	0.134169	0.131839	0.1365	7.453272	7.326028	7.585013	2.617633	2.601751	2.633515	2.622542	108	118.058824	111.318996	138.485105	30724
d19_1297_4	d19_1297_4	1297_4	103.9215686	1297	NA	NA	9/28/2015	11/2/2015	M	NA	NA	hFMT5	CDI	0	cef	yes	11	d42	D5_A	hFMT	Rc	HF4	BL6	SPF-Young	19	19	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1687_1	d19_1687_1	1687_1	0.962962963	1687	NA	NA	6/27/2017	8/28/2017	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF6-contam	BL6	SPF-Young	19	19	fecal	72000000	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1687_2	d19_1687_2	1687_2	0.862559242	1687	NA	NA	6/27/2017	8/28/2017	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF6-contam	BL6	SPF-Young	19	19	fecal	37000000	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1687_3	d19_1687_3	1687_3	0.972222222	1687	NA	NA	6/27/2017	8/28/2017	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF6-contam	BL6	SPF-Young	19	19	fecal	119000000	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1759_1	d19_1759_1	1759_1	93.36492891	1759	NA	NA	12/14/17	2/12/18	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF7	BL6	SPF-Young	19	19	fecal	0	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1759_2	d19_1759_2	1759_2	98.0952381	1759	NA	NA	12/14/17	2/12/18	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF7	BL6	SPF-Young	19	19	fecal	0	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1759_3	d19_1759_3	1759_3	96.71361502	1759	NA	NA	12/14/17	2/12/18	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF7	BL6	SPF-Young	19	19	fecal	0	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_176	d19_176	176	NA	1101	1002A	1101A	1/3/18	2/12/18	F	AMS005	hFMT7	NA	CDI	14	no	no	NA	d4	NA	NA	DC	GF1	Swiss	GF	19	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1760_2	d19_1760_2	1760_2	93.5483871	1760	NA	NA	12/14/18	2/12/18	M	NA	NA	mFMT6	CDI	0	cef	no	11	d21	jWT	mFMT	Rc	HF7	BL6	SPF-Young	19	19	fecal	3000	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1760_3	d19_1760_3	1760_3	96.61654135	1760	NA	NA	12/14/18	2/12/18	M	NA	NA	mFMT6	CDI	0	cef	no	11	d21	jWT	mFMT	Rc	HF7	BL6	SPF-Young	19	19	fecal	0	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1762_1	d19_1762_1	1762_1	NA	1762	NA	NA	12/22/17	2/12/18	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF7	BL6	SPF-Young	19	19	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1762_2	d19_1762_2	1762_2	93.69369369	1762	NA	NA	12/22/17	2/12/18	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF7	BL6	SPF-Young	19	19	fecal	0	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1762_3	d19_1762_3	1762_3	NA	1762	NA	NA	12/22/17	2/12/18	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF7	BL6	SPF-Young	19	19	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1763_1	d19_1763_1	1763_1	100.4761905	1763	NA	NA	12/22/18	2/12/18	F	NA	NA	mFMT1	noCDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF7	BL6	SPF-Jax	19	19	fecal	3000	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1763_2	d19_1763_2	1763_2	95.45454545	1763	NA	NA	12/22/18	2/12/18	F	NA	NA	mFMT1	noCDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF7	BL6	SPF-Jax	19	19	fecal	0	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_177	d19_177	177	NA	1101	1002A	1101A	1/3/18	2/12/18	F	AMS005	hFMT7	NA	CDI	14	no	no	NA	d4	NA	NA	DC	GF1	Swiss	GF	19	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_178	d19_178	178	NA	1101	1002B	1101B	1/3/18	2/12/18	F	AMS005	hFMT7	NA	CDI	21	cef	no	NA	d11	NA	NA	Pi	GF1	Swiss	GF	19	-2	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_185	d19_185	185	NA	1103	1001A	1103A	1/6/18	2/12/18	F	AMS001	hFMT6	NA	CDI	14	no	no	NA	d4	NA	NA	DC	GF1	Swiss	GF	19	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_187	d19_187	187	NA	1103	1001B	1103B	1/6/18	2/12/18	F	AMS001	hFMT6	NA	CDI	21	cef	no	NA	d11	NA	NA	Pi	GF1	Swiss	GF	19	-2	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_189	d19_189	189	NA	1104	1004B	1104B	1/3/18	2/12/18	M	jWT	mFMT6	NA	CDI	21	cef	no	NA	d11	NA	NA	Pi	GF1	Swiss	GF	19	-2	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_190	d19_190	190	NA	1103	1001B	1103B	1/6/18	2/12/18	F	AMS001	hFMT6	NA	CDI	21	cef	no	NA	d11	NA	NA	Pi	GF1	Swiss	GF	19	-2	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1901_1	d19_1901_1	1901_1	97.82608696	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	19	19	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1901_2	d19_1901_2	1901_2	NA	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	19	19	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1901_3	d19_1901_3	1901_3	92.30769231	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	19	19	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1901_4	d19_1901_4	1901_4	100	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	19	19	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1902_1	d19_1902_1	1902_1	NA	1902	NA	NA	NA	11/26/2018	M	NA	NA	tri	noCDI	NA	cef	no	11	d21	tributyrin	NA	tri	HF10	BL6	SPF-Young	19	19	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1903_1	d19_1903_1	1903_1	NA	1903	NA	NA	10/1/2018	11/26/2018	M	NA	NA	tri	noCDI	NA	cef	no	11	d21	tributyrin	NA	tri	HF10	BL6	SPF-Young	19	19	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1903_2	d19_1903_2	1903_2	97.82608696	1903	NA	NA	10/1/2018	11/26/2018	M	NA	NA	tri	noCDI	NA	cef	no	11	d21	tributyrin	NA	tri	HF10	BL6	SPF-Young	19	19	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1904_1	d19_1904_1	1904_1	98.61111111	1904	NA	NA	10/1/2018	11/26/2018	F	NA	NA	tri	CDI	0	cef	no	11	d21	tributyrin	NA	Rc	HF10	BL6	SPF-Young	19	19	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1904_2	d19_1904_2	1904_2	99.02912621	1904	NA	NA	10/1/2018	11/26/2018	F	NA	NA	tri	CDI	0	cef	no	11	d21	tributyrin	NA	Rc	HF10	BL6	SPF-Young	19	19	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1904_3	d19_1904_3	1904_3	102.955665	1904	NA	NA	10/1/2018	11/26/2018	F	NA	NA	tri	CDI	0	cef	no	11	d21	tributyrin	NA	Rc	HF10	BL6	SPF-Young	19	19	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1905_1	d19_1905_1	1905_1	94.71153846	1905	NA	NA	10/9/2018	11/26/2018	F	NA	NA	hFMT6_tri	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF10	BL6	SPF-Young	19	19	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1905_2	d19_1905_2	1905_2	96.66666667	1905	NA	NA	10/9/2018	11/26/2018	F	NA	NA	hFMT6_tri	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF10	BL6	SPF-Young	19	19	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1905_3	d19_1905_3	1905_3	98.5	1905	NA	NA	10/9/2018	11/26/2018	F	NA	NA	hFMT6_tri	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF10	BL6	SPF-Young	19	19	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1906_1	d19_1906_1	1906_1	94.55252918	1906	NA	NA	10/9/2018	11/26/2018	M	NA	NA	tri	CDI	0	cef	no	11	d21	tributyrin	NA	Rc	HF10	BL6	SPF-Young	19	19	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1906_2	d19_1906_2	1906_2	NA	1906	NA	NA	10/9/2018	11/26/2018	M	NA	NA	tri	CDI	0	cef	no	11	d21	tributyrin	NA	Rc	HF10	BL6	SPF-Young	19	19	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1906_3	d19_1906_3	1906_3	97.13114754	1906	NA	NA	10/9/2018	11/26/2018	M	NA	NA	tri	CDI	0	cef	no	11	d21	tributyrin	NA	Rc	HF10	BL6	SPF-Young	19	19	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1907_1	d19_1907_1	1907_1	97.30769231	1907	NA	NA	10/9/2018	11/26/2018	M	NA	NA	hFMT6_tri	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF10	BL6	SPF-Young	19	19	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1907_2	d19_1907_2	1907_2	99.13793103	1907	NA	NA	10/9/2018	11/26/2018	M	NA	NA	hFMT6_tri	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF10	BL6	SPF-Young	19	19	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
