compound	run	Data_Filename	Sample_ID	Sample_Type	Level	Ret_Time	Area	Height	ISTD_Area	ISTD_Height	Area_Ratio	Height_Ratio	Conc	Std_Conc	Deviation	percDev	Accuracy	QC_Check_Results	Mark	Peak_Start	Peak_End	TPlatenum	HETP	meter	Tailing_F	Tailing_F10perc	Resolution	k	Separation_F	Areaperc	Heightperc	USP_Width	Width5perc	Width10perc	Width50perc	Relative_Retention_Time
lactate	2	2016-03-02_033.lcd	S_E04	Unknown	NA	13.836	1435	82	NA	NA	NA	NA	0.09829	NA	NA	NA	NA	Quant.Range(Low)	V	13.592	14.192	13171.271	11.388	87808.473	NA	NA	1.324	1.306	1.093	0.5168	0.5094	0.482	0	0	0.287	0.832
lactate	2	2016-03-02_034.lcd	S_E05	Unknown	NA	13.878	14251	732	NA	NA	NA	NA	0.9764	NA	NA	NA	NA	NA	V	13.6	14.325	10978.33	13.663	73188.867	NA	NA	1.235	1.313	1.09	4.1397	3.7732	0.53	0	0	0.308	0.832
lactate	2	2016-03-02_035.lcd	S_E06	Unknown	NA	13.907	10995	564	NA	NA	NA	NA	0.75331	NA	NA	NA	NA	NA	V	13.608	14.35	11044.138	13.582	73627.585	NA	NA	1.242	1.318	1.09	3.4485	3.1528	0.529	0	0	0.308	0.832
lactate	2	2016-03-02_036.lcd	S_E07	Unknown	NA	13.919	12671	651	NA	NA	NA	NA	0.86816	NA	NA	NA	NA	NA	V	13.625	14.333	11152.118	13.45	74347.456	NA	NA	1.239	1.32	1.089	3.5477	3.323	0.527	0	0	0.307	0.832
lactate	2	2016-03-02_037.lcd	S_E08	Unknown	NA	13.94	6710	381	NA	NA	NA	NA	0.45973	NA	NA	NA	NA	NA	NA	13.667	14.342	13251.342	11.32	88342.283	1.152	1.136	1.321	1.323	1.09	2.0571	2.128	0.484	0.544	0.493	0.286	0.832
lactate	2	2016-03-02_038.lcd	S_E09	Unknown	NA	13.882	20093	1022	NA	NA	NA	NA	1.37665	NA	NA	NA	NA	NA	V	13.567	14.35	11061.363	13.561	73742.423	NA	NA	1.235	1.314	1.09	5.314	4.8759	0.528	0	0.593	0.307	0.832
lactate	2	2016-03-02_039.lcd	S_E10	Unknown	NA	13.864	748	35	NA	NA	NA	NA	0.05127	NA	NA	NA	NA	Quant.Range(Low)	V	13.708	14.2	6125.04	24.49	40833.602	NA	NA	0.977	1.311	1.091	0.3122	0.2564	0.709	0	0	0	0.833
lactate	2	2016-03-02_040.lcd	S_E11	Unknown	NA	13.8	1324	69	NA	NA	NA	NA	0.09071	NA	NA	NA	NA	Quant.Range(Low)	V	13.7	14.175	1167.275	128.504	7781.833	NA	NA	0.538	1.3	1.085	0.4867	0.4536	1.616	0	0	0	0.83
lactate	2	2016-03-02_041.lcd	S_E12	Unknown	NA	13.793	1824	86	NA	NA	NA	NA	0.12497	NA	NA	NA	NA	NA	V	13.642	14.1	3143.729	47.714	20958.195	NA	NA	0.743	1.299	1.087	0.6159	0.5165	0.984	0	0	0	0.831
lactate	2	2016-03-02_042.lcd	S_F01	Unknown	NA	13.807	1250	68	NA	NA	NA	NA	0.08565	NA	NA	NA	NA	Quant.Range(Low)	V	13.558	14.117	11540.663	12.998	76937.754	NA	NA	1.243	1.301	1.095	0.3706	0.3562	0.514	0	0	0.299	0.831
lactate	2	2016-03-02_043.lcd	S_F02	Unknown	NA	13.822	11801	611	NA	NA	NA	NA	0.80856	NA	NA	NA	NA	NA	V	13.55	14.267	11081.638	13.536	73877.584	NA	NA	1.237	1.304	1.09	4.4588	3.9508	0.525	0	0	0.305	0.832
lactate	2	2016-03-02_044.lcd	S_F03	Unknown	NA	13.828	20308	1027	NA	NA	NA	NA	1.39139	NA	NA	NA	NA	NA	V	13.533	14.35	10808.677	13.878	72057.849	NA	NA	1.228	1.305	1.09	8.3785	7.3555	0.532	0	0	0.309	0.832
lactate	2	2016-03-02_045.lcd	S_F04	Unknown	NA	13.821	12833	630	NA	NA	NA	NA	0.87923	NA	NA	NA	NA	NA	V	13.55	14.692	10258.883	14.621	68392.556	NA	NA	1.205	1.303	1.091	3.3459	2.9836	0.546	0	0	0.316	0.832
lactate	2	2016-03-02_046.lcd	S_F05	Unknown	NA	13.82	3032	154	NA	NA	NA	NA	0.20771	NA	NA	NA	NA	NA	V	13.6	14.217	9653.378	15.539	64355.855	NA	NA	1.191	1.303	1.09	0.7747	0.6956	0.563	0	0	0.33	0.832
lactate	2	2016-03-02_047.lcd	S_F06	Unknown	NA	13.825	31879	1550	NA	NA	NA	NA	2.18416	NA	NA	NA	NA	NA	V	13.517	14.708	10421.771	14.393	69478.472	NA	NA	1.211	1.304	1.091	7.4285	6.6997	0.542	0	0	0.314	0.832
lactate	2	2016-03-02_048.lcd	S_F07	Unknown	NA	13.809	577	35	NA	NA	NA	NA	0.03953	NA	NA	NA	NA	Quant.Range(Low)	NA	13.583	14.1	14490.276	10.352	96601.841	1.102	1.075	1.304	1.302	1.09	0.245	0.2669	0.459	0.474	0.442	0.282	0.831
lactate	2	2016-03-02_049.lcd	S_F08	Unknown	NA	13.778	3217	117	NA	NA	NA	NA	0.22044	NA	NA	NA	NA	NA	V	13.508	14.175	3495.001	42.918	23300.006	NA	NA	0.816	1.296	1.086	1.2223	0.7859	0.932	0	0	0	0.829
lactate	2	2016-03-02_050.lcd	S_F09	Unknown	NA	13.812	1903	92	NA	NA	NA	NA	0.13036	NA	NA	NA	NA	NA	V	13.508	14.142	9449.899	15.873	62999.329	NA	NA	1.199	1.302	1.095	0.7875	0.6518	0.568	0	0	0.326	0.832
lactate	2	2016-03-02_051.lcd	S_F10	Unknown	NA	13.794	1458	64	NA	NA	NA	NA	0.09987	NA	NA	NA	NA	Quant.Range(Low)	V	13.542	14.1	5177.117	28.974	34514.111	NA	NA	0.895	1.299	1.085	0.5982	0.4583	0.767	0	0	0	0.831
lactate	2	2016-03-02_052.lcd	S_F11	Unknown	NA	13.805	2437	117	NA	NA	NA	NA	0.167	NA	NA	NA	NA	NA	V	13.533	14.175	9274.31	16.174	61828.735	NA	NA	1.18	1.301	1.095	0.698	0.5941	0.573	0	0	0.337	0.832
lactate	2	2016-03-02_053.lcd	S_F12	Unknown	NA	13.82	2514	117	NA	NA	NA	NA	0.17222	NA	NA	NA	NA	NA	V	13.525	14.183	9258.762	16.201	61725.08	NA	NA	1.205	1.303	1.097	0.7649	0.628	0.574	0	0	0.335	0.832
formate	2	2016-03-02_061.lcd	STD-0016	Standard	1	15.258	179	12	NA	NA	NA	NA	0.06557	0.1	-0.03443	-34.43	65.6	NA	NA	15.025	15.533	21909.504	6.846	146063.361	1.04	1.066	3.037	1.543	1.182	0.2816	0.3856	0.412	0.449	0.424	0.234	0.917
formate	2	2016-03-02_060.lcd	STD-0015	Standard	2	15.287	636	33	NA	NA	NA	NA	0.23303	0.25	-0.01697	-6.79	93.2	NA	NA	14.975	15.733	15433.626	9.719	102890.842	1.142	1.141	2.76	1.548	1.183	0.4577	0.4884	0.492	0.612	0.556	0.297	0.919
formate	2	2016-03-02_059.lcd	STD-0014	Standard	3	15.334	1303	69	NA	NA	NA	NA	0.47779	0.5	-0.02221	-4.44	95.6	NA	NA	14.975	15.7	14287.967	10.498	95253.115	1.029	1.033	2.729	1.556	1.184	0.4956	0.5351	0.513	0.604	0.542	0.298	0.919
formate	2	2016-03-02_058.lcd	STD-0013	Standard	4	15.369	2701	136	NA	NA	NA	NA	0.99026	1	-0.00974	-0.97	99	NA	NA	14.933	15.875	13575.514	11.049	90503.429	1.051	1.058	2.685	1.561	1.183	0.5665	0.5815	0.528	0.656	0.576	0.306	0.919
formate	2	2016-03-02_057.lcd	STD-0012	Standard	5	15.405	6847	341	NA	NA	NA	NA	2.51012	2.5	0.01012	0.4	100.4	NA	NA	14.95	15.975	13314.46	11.266	88763.07	1.051	1.056	2.673	1.568	1.183	0.588	0.5964	0.534	0.676	0.583	0.31	0.919
formate	2	2016-03-02_056.lcd	STD-0011	Standard	6	15.367	15147	731	NA	NA	NA	NA	5.5531	5	0.5531	11.06	111.1	NA	V	14.825	16.008	12960.203	11.574	86401.352	1.004	1.033	2.647	1.561	1.183	0.6083	0.5968	0.54	0.719	0.603	0.313	0.919
formate	2	2016-03-02_055.lcd	STD-0010	Standard	7	15.299	30664	1440	NA	NA	NA	NA	11.24161	10	1.24161	12.42	112.4	NA	V	14.775	15.892	12708.85	11.803	84725.668	0.97	1.023	2.63	1.55	1.183	0.6423	0.6135	0.543	0.786	0.625	0.314	0.919
formate	2	2016-03-02_054.lcd	STD-0009	Standard	8	15.235	58361	2761	NA	NA	NA	NA	21.39528	20	1.39528	6.98	107	NA	V	14.725	15.833	12852.71	11.671	85684.736	0.99	1.028	2.642	1.539	1.184	0.6389	0.6141	0.538	0.778	0.62	0.311	0.919
formate	2	2016-03-02_001.lcd	BLANK	Control	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
formate	2	2016-03-02_002.lcd	STD-0017	Unknown	NA	15.213	36531	1143	NA	NA	NA	NA	13.39257	NA	NA	NA	NA	NA	V	14.8	15.992	6335.051	23.678	42233.672	NA	NA	1.852	1.535	1.184	0.7475	0.6068	0.765	0	0	0.441	0.918
formate	2	2016-03-02_003.lcd	STD-0018	Unknown	NA	15.294	50009	1574	NA	NA	NA	NA	18.33346	NA	NA	NA	NA	NA	V	14.867	16.117	6652.825	22.547	44352.17	NA	NA	1.912	1.549	1.183	1.0606	1.0839	0.75	0	0	0.434	0.918
formate	2	2016-03-02_004.lcd	STD-0019	Unknown	NA	15.354	50991	1601	NA	NA	NA	NA	18.69359	NA	NA	NA	NA	NA	V	14.925	16.183	6697.656	22.396	44651.043	NA	NA	1.92	1.559	1.183	1.0623	1.0842	0.75	0	0	0.434	0.918
formate	2	2016-03-02_005.lcd	STD-0010	Unknown	NA	15.39	37395	1147	NA	NA	NA	NA	13.70922	NA	NA	NA	NA	NA	V	14.967	16.192	6363.919	23.57	42426.125	NA	NA	1.866	1.565	1.184	0.7715	0.6197	0.772	0	0	0.445	0.918
formate	2	2016-03-02_006.lcd	BLANK	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
formate	2	2016-03-02_007.lcd	STD-0017	Unknown	NA	15.408	29918	1462	NA	NA	NA	NA	10.96817	NA	NA	NA	NA	NA	NA	14.875	16.058	13044.254	11.499	86961.697	1.042	1.047	2.67	1.568	1.185	0.6001	0.5952	0.54	0.698	0.597	0.313	0.918
formate	2	2016-03-02_008.lcd	STD-0018	Unknown	NA	15.435	42703	2076	NA	NA	NA	NA	15.65499	NA	NA	NA	NA	NA	NA	14.867	16.05	12967.098	11.568	86447.321	1.04	1.047	2.672	1.573	1.184	0.8885	1.1028	0.542	0.701	0.6	0.315	0.918
formate	2	2016-03-02_009.lcd	STD-0019	Unknown	NA	15.43	43184	2103	NA	NA	NA	NA	15.83141	NA	NA	NA	NA	NA	NA	14.85	16.067	13013.691	11.526	86757.939	1.037	1.047	2.672	1.572	1.184	0.8854	1.0992	0.541	0.7	0.598	0.314	0.918
formate	2	2016-03-02_010.lcd	STD-0010	Unknown	NA	15.435	29581	1440	NA	NA	NA	NA	10.84462	NA	NA	NA	NA	NA	NA	14.867	16.067	13029.408	11.512	86862.719	1.039	1.046	2.669	1.572	1.184	0.6055	0.5997	0.541	0.701	0.599	0.314	0.918
formate	2	2016-03-02_011.lcd	STD-0009	Unknown	NA	15.446	59139	2787	NA	NA	NA	NA	21.68065	NA	NA	NA	NA	NA	V	14.875	16.067	12817.977	11.702	85453.179	1.02	1.036	2.657	1.574	1.184	0.629	0.6064	0.546	0.748	0.619	0.316	0.918
formate	2	2016-03-02_012.lcd	STD-0011	Unknown	NA	15.456	15286	738	NA	NA	NA	NA	5.60389	NA	NA	NA	NA	NA	V	14.867	16.075	12938.663	11.593	86257.754	1.034	1.044	2.657	1.576	1.184	0.6048	0.5947	0.544	0.707	0.604	0.316	0.918
formate	2	2016-03-02_013.lcd	STD-0012	Unknown	NA	15.467	7026	344	NA	NA	NA	NA	2.57575	NA	NA	NA	NA	NA	NA	14.983	16.017	13188.85	11.373	87925.665	1.05	1.053	2.672	1.578	1.184	0.5835	0.5824	0.539	0.69	0.594	0.314	0.918
formate	2	2016-03-02_014.lcd	STD-0013	Unknown	NA	15.468	2804	138	NA	NA	NA	NA	1.02797	NA	NA	NA	NA	NA	NA	15.033	15.975	13106.91	11.444	87379.399	1.038	1.039	2.676	1.578	1.184	0.577	0.58	0.54	0.693	0.586	0.315	0.918
formate	2	2016-03-02_015.lcd	STD-0014	Unknown	NA	15.481	1437	72	NA	NA	NA	NA	0.52671	NA	NA	NA	NA	NA	NA	15.1	15.95	14151.621	10.599	94344.141	1.093	1.064	2.728	1.58	1.184	0.5351	0.55	0.521	0.666	0.584	0.306	0.918
formate	2	2016-03-02_016.lcd	STD-0015	Unknown	NA	15.502	632	33	NA	NA	NA	NA	0.23161	NA	NA	NA	NA	NA	NA	15.2	15.942	15380.497	9.753	102536.649	1.175	1.12	2.821	1.584	1.186	0.4458	0.4796	0.5	0.614	0.534	0.302	0.919
formate	2	2016-03-02_017.lcd	STD-0016	Unknown	NA	15.456	138	9	NA	NA	NA	NA	0.05047	NA	NA	NA	NA	NA	NA	15.292	15.733	22525.448	6.659	150169.655	1.344	1.385	3.008	1.576	1.18	0.2095	0.2834	0.412	0.406	0.383	0.264	0.915
formate	2	2016-03-02_018.lcd	S_D01	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
formate	2	2016-03-02_019.lcd	S_D02	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
formate	2	2016-03-02_020.lcd	S_D03	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
formate	2	2016-03-02_021.lcd	S_D04	Unknown	NA	15.374	6107	309	NA	NA	NA	NA	2.23879	NA	NA	NA	NA	NA	NA	14.967	15.925	13747.889	10.911	91652.59	1.101	1.087	2.728	1.562	1.185	1.5194	1.4808	0.524	0.659	0.573	0.306	0.919
formate	2	2016-03-02_022.lcd	S_D05	Unknown	NA	15.323	718	39	NA	NA	NA	NA	0.26329	NA	NA	NA	NA	NA	NA	15.067	15.775	15794.98	9.497	105299.867	1.374	1.298	1.415	1.554	1.101	0.2556	0.2608	0.488	0.637	0.555	0.288	0.92
formate	2	2016-03-02_023.lcd	S_D06	Unknown	NA	15.317	429	33	NA	NA	NA	NA	0.15731	NA	NA	NA	NA	NA	V	15.242	15.808	35764.223	4.194	238428.154	NA	NA	0.475	1.553	1.013	0.1774	0.259	0.324	0	0.432	0.198	0.922
formate	2	2016-03-02_024.lcd	S_D07	Unknown	NA	15.259	345	21	NA	NA	NA	NA	0.12631	NA	NA	NA	NA	NA	NA	15.025	15.533	18291.441	8.201	121942.941	NA	NA	1.648	1.543	1.1	0.1033	0.116	0.451	0	0	0.262	0.919
formate	2	2016-03-02_025.lcd	S_D08	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
formate	2	2016-03-02_026.lcd	S_D09	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
formate	2	2016-03-02_027.lcd	S_D10	Unknown	NA	15.181	699	46	NA	NA	NA	NA	0.25627	NA	NA	NA	NA	NA	NA	14.908	15.4	21796.661	6.882	145311.075	0.945	0.957	3.014	1.53	1.184	0.1765	0.1998	0.411	0.437	0.406	0.25	0.919
formate	2	2016-03-02_028.lcd	S_D11	Unknown	NA	15.155	657	41	NA	NA	NA	NA	0.24091	NA	NA	NA	NA	NA	NA	14.867	15.417	19774.547	7.586	131830.31	1.03	1.027	2.955	1.526	1.185	0.1581	0.1736	0.431	0.472	0.441	0.259	0.919
formate	2	2016-03-02_029.lcd	S_D12	Unknown	NA	15.239	465	22	NA	NA	NA	NA	0.17061	NA	NA	NA	NA	NA	NA	14.992	15.808	14446.858	10.383	96312.387	NA	NA	2.745	1.54	1.184	0.1157	0.1011	0.507	0	0.73	0.291	0.919
formate	2	2016-03-02_030.lcd	S_E01	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
formate	2	2016-03-02_031.lcd	S_E02	Unknown	NA	15.205	900	35	NA	NA	NA	NA	0.3298	NA	NA	NA	NA	NA	NA	14.925	15.808	8913.556	16.828	59423.709	1.611	1.656	2.449	1.534	1.187	0.235	0.1558	0.644	0.832	0.787	0.418	0.92
formate	2	2016-03-02_032.lcd	S_E03	Unknown	NA	15.169	496	32	NA	NA	NA	NA	0.18199	NA	NA	NA	NA	NA	NA	14.9	15.425	22396.822	6.697	149312.144	1.022	1.021	3.003	1.528	1.183	0.1126	0.1315	0.405	0.46	0.424	0.248	0.918
formate	2	2016-03-02_033.lcd	S_E04	Unknown	NA	15.317	522	19	NA	NA	NA	NA	0.19123	NA	NA	NA	NA	NA	NA	15	15.817	5975.454	25.103	39836.361	NA	NA	1.528	1.553	1.107	0.1879	0.1181	0.793	0	0	0.44	0.921
formate	2	2016-03-02_034.lcd	S_E05	Unknown	NA	15.353	464	18	NA	NA	NA	NA	0.17021	NA	NA	NA	NA	NA	NA	15.142	15.925	6433.55	23.315	42890.333	1.809	1.864	2.277	1.559	1.187	0.1349	0.0942	0.766	0.72	0.686	0.462	0.92
formate	2	2016-03-02_035.lcd	S_E06	Unknown	NA	15.399	647	22	NA	NA	NA	NA	0.23716	NA	NA	NA	NA	NA	NA	15.092	15.992	5150.3	29.125	34335.331	NA	NA	2.152	1.567	1.189	0.2029	0.124	0.858	0	0	0.472	0.921
formate	2	2016-03-02_036.lcd	S_E07	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
formate	2	2016-03-02_037.lcd	S_E08	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
formate	2	2016-03-02_038.lcd	S_E09	Unknown	NA	15.358	656	27	NA	NA	NA	NA	0.24036	NA	NA	NA	NA	NA	NA	15.1	15.967	6921.946	21.67	46146.304	1.716	1.662	2.33	1.56	1.187	0.1734	0.129	0.738	0.794	0.715	0.378	0.92
formate	2	2016-03-02_039.lcd	S_E10	Unknown	NA	15.308	425	22	NA	NA	NA	NA	0.15569	NA	NA	NA	NA	NA	NA	15.05	15.742	15040.2	9.973	100268.001	1.372	1.357	1.459	1.551	1.101	0.1771	0.1636	0.499	0.612	0.552	0.307	0.919
formate	2	2016-03-02_040.lcd	S_E11	Unknown	NA	15.285	715	37	NA	NA	NA	NA	0.26199	NA	NA	NA	NA	NA	NA	15	15.7	13845.1	10.834	92300.665	1.219	1.18	1.464	1.548	1.102	0.2627	0.2462	0.52	0.613	0.555	0.307	0.919
formate	2	2016-03-02_041.lcd	S_E12	Unknown	NA	15.265	550	28	NA	NA	NA	NA	0.20163	NA	NA	NA	NA	NA	NA	15.008	15.7	11715.85	12.803	78105.663	1.366	1.301	1.409	1.544	1.103	0.1857	0.1684	0.564	0.627	0.559	0.322	0.92
formate	2	2016-03-02_042.lcd	S_F01	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
formate	2	2016-03-02_043.lcd	S_F02	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
formate	2	2016-03-02_044.lcd	S_F03	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
formate	2	2016-03-02_045.lcd	S_F04	Unknown	NA	15.267	1512	76	NA	NA	NA	NA	0.55432	NA	NA	NA	NA	NA	NA	14.942	15.733	12990.738	11.547	86604.92	1.225	1.17	2.673	1.544	1.185	0.3942	0.3611	0.536	0.661	0.571	0.31	0.919
formate	2	2016-03-02_046.lcd	S_F05	Unknown	NA	15.325	516	24	NA	NA	NA	NA	0.18925	NA	NA	NA	NA	NA	NA	15.017	15.8	9626.348	15.582	64175.656	1.191	1.154	1.788	1.554	1.104	0.1319	0.1075	0.625	0.679	0.598	0.374	0.923
formate	2	2016-03-02_047.lcd	S_F06	Unknown	NA	15.269	2305	115	NA	NA	NA	NA	0.84509	NA	NA	NA	NA	NA	NA	14.842	15.792	13284.714	11.291	88564.76	1.189	1.165	2.695	1.545	1.185	0.5372	0.4982	0.53	0.676	0.593	0.308	0.919
formate	2	2016-03-02_048.lcd	S_F07	Unknown	NA	15.327	433	22	NA	NA	NA	NA	0.15877	NA	NA	NA	NA	NA	NA	15.025	15.725	14833.469	10.112	98889.792	1.105	1.09	1.628	1.554	1.106	0.1839	0.1654	0.503	0.621	0.576	0.31	0.923
formate	2	2016-03-02_049.lcd	S_F08	Unknown	NA	15.277	867	43	NA	NA	NA	NA	0.31802	NA	NA	NA	NA	NA	NA	14.95	15.775	13600.94	11.029	90672.933	1.217	1.223	1.392	1.546	1.105	0.3296	0.2874	0.524	0.668	0.594	0.316	0.92
formate	2	2016-03-02_050.lcd	S_F09	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
formate	2	2016-03-02_051.lcd	S_F10	Unknown	NA	15.276	395	21	NA	NA	NA	NA	0.14475	NA	NA	NA	NA	NA	NA	14.983	15.567	14259.174	10.52	95061.161	NA	NA	1.487	1.546	1.103	0.162	0.1502	0.512	0	0	0.316	0.92
formate	2	2016-03-02_052.lcd	S_F11	Unknown	NA	15.303	276	15	NA	NA	NA	NA	0.10117	NA	NA	NA	NA	NA	NA	15.033	15.675	10909.595	13.749	72730.634	1.175	1.144	1.61	1.55	1.108	0.079	0.0743	0.586	0.596	0.519	0.318	0.922
formate	2	2016-03-02_053.lcd	S_F12	Unknown	NA	15.275	268	15	NA	NA	NA	NA	0.09843	NA	NA	NA	NA	Quant.Range(Low)	NA	15	15.642	16099.51	9.317	107330.065	1.235	1.177	1.737	1.546	1.106	0.0817	0.082	0.482	0.595	0.525	0.285	0.92
acetate	2	2016-03-02_061.lcd	STD-0016	Standard	1	16.63	670	33	NA	NA	NA	NA	0.083	0.1	-0.017	-17	83	NA	NA	16.275	17.017	14073.145	10.659	93820.966	1.006	0.995	2.822	1.772	1.148	1.0555	1.0559	0.561	0.635	0.584	0.324	1
acetate	2	2016-03-02_060.lcd	STD-0015	Standard	2	16.643	1884	90	NA	NA	NA	NA	0.23327	0.25	-0.01673	-6.69	93.3	NA	NA	16.25	17.1	14337.245	10.462	95581.631	1.048	1.033	2.586	1.774	1.146	1.3568	1.3257	0.556	0.688	0.606	0.325	1
acetate	2	2016-03-02_059.lcd	STD-0014	Standard	3	16.684	4155	190	NA	NA	NA	NA	0.51437	0.5	0.01437	2.87	102.9	NA	NA	16.183	17.275	13231.8	11.336	88212	1.019	1.039	2.469	1.781	1.145	1.5799	1.4596	0.58	0.744	0.641	0.337	1
acetate	2	2016-03-02_058.lcd	STD-0013	Standard	4	16.725	8090	361	NA	NA	NA	NA	1.00157	1	0.00157	0.16	100.2	NA	NA	16.117	17.375	13036.878	11.506	86912.521	1.012	1.036	2.436	1.787	1.145	1.6966	1.5377	0.586	0.776	0.656	0.34	1
acetate	2	2016-03-02_057.lcd	STD-0012	Standard	5	16.767	20452	909	NA	NA	NA	NA	2.53202	2.5	0.03202	1.28	101.3	NA	NA	16.1	17.367	12985.091	11.552	86567.272	1.003	1.023	2.425	1.794	1.145	1.7563	1.5924	0.589	0.778	0.659	0.342	1
acetate	2	2016-03-02_056.lcd	STD-0011	Standard	6	16.727	42997	1917	NA	NA	NA	NA	5.32305	5	0.32305	6.46	106.5	NA	NA	16.017	17.392	12983.837	11.553	86558.911	1.005	1.025	2.413	1.788	1.145	1.7268	1.5651	0.587	0.775	0.656	0.341	1
acetate	2	2016-03-02_055.lcd	STD-0010	Standard	7	16.655	85216	3731	NA	NA	NA	NA	10.54977	10	0.54977	5.5	105.5	NA	V	15.892	17.992	12821.809	11.699	85478.728	1.006	1.026	2.396	1.776	1.146	1.785	1.5896	0.588	0.79	0.663	0.341	1
acetate	2	2016-03-02_054.lcd	STD-0009	Standard	8	16.583	166663	7209	NA	NA	NA	NA	20.63296	20	0.63296	3.16	103.2	NA	V	15.833	18.033	12745.957	11.768	84973.043	1.011	1.03	2.395	1.764	1.146	1.8247	1.6034	0.588	0.804	0.668	0.341	1
acetate	2	2016-03-02_001.lcd	BLANK	Control	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
acetate	2	2016-03-02_002.lcd	STD-0017	Unknown	NA	16.568	82716	2653	NA	NA	NA	NA	10.24022	NA	NA	NA	NA	NA	V	15.992	17.858	7761.854	19.325	51745.696	1.338	1.364	1.788	1.761	1.147	1.6926	1.409	0.752	1.261	0.99	0.436	1
acetate	2	2016-03-02_003.lcd	STD-0018	Unknown	NA	16.657	72157	2277	NA	NA	NA	NA	8.93308	NA	NA	NA	NA	NA	V	16.117	18.1	7738.563	19.383	51590.422	NA	NA	1.808	1.776	1.147	1.5303	1.5678	0.757	0	1.021	0.438	1
acetate	2	2016-03-02_004.lcd	STD-0019	Unknown	NA	16.722	73446	2315	NA	NA	NA	NA	9.09262	NA	NA	NA	NA	NA	V	16.183	18.167	7795.069	19.243	51967.125	NA	NA	1.814	1.787	1.146	1.5301	1.568	0.758	0	1.027	0.438	1
acetate	2	2016-03-02_005.lcd	STD-0010	Unknown	NA	16.763	84537	2673	NA	NA	NA	NA	10.46573	NA	NA	NA	NA	NA	V	16.192	18.325	7851.67	19.104	52344.469	1.331	1.368	1.797	1.794	1.146	1.744	1.4446	0.757	1.309	1.01	0.438	1
acetate	2	2016-03-02_006.lcd	BLANK	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
acetate	2	2016-03-02_007.lcd	STD-0017	Unknown	NA	16.778	87225	3836	NA	NA	NA	NA	10.79848	NA	NA	NA	NA	NA	NA	16.058	17.692	12791.309	11.727	85275.397	1.014	1.03	2.419	1.796	1.146	1.7496	1.5618	0.593	0.786	0.664	0.345	1
