compound	run	Data_Filename	Sample_ID	Sample_Type	Level	Ret_Time	Area	Height	ISTD_Area	ISTD_Height	Area_Ratio	Height_Ratio	Conc	Std_Conc	Deviation	percDev	Accuracy	QC_Check_Results	Mark	Peak_Start	Peak_End	TPlatenum	HETP	meter	Tailing_F	Tailing_F10perc	Resolution	k	Separation_F	Areaperc	Heightperc	USP_Width	Width5perc	Width10perc	Width50perc	Relative_Retention_Time
sialic_acid	1	2016-02-29_039.lcd	S_C03	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sialic_acid	1	2016-02-29_040.lcd	S_C04	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sialic_acid	1	2016-02-29_041.lcd	S_C05	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sialic_acid	1	2016-02-29_042.lcd	S_C06	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sialic_acid	1	2016-02-29_043.lcd	S_C07	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sialic_acid	1	2016-02-29_044.lcd	S_C08	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sialic_acid	1	2016-02-29_045.lcd	S_C09	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sialic_acid	1	2016-02-29_046.lcd	S_C10	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sialic_acid	1	2016-02-29_047.lcd	S_C11	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sialic_acid	1	2016-02-29_048.lcd	S_C12	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
glucose	1	2016-02-29_053.lcd	STD-0015	Standard	2	10.084	14637	561	NA	NA	NA	NA	0.24039	0.25	-0.00961	-3.84	96.2	NA	V	9.675	10.625	3615.508	41.488	24103.386	NA	NA	0.836	0.34	1.456	11.6081	12.0521	0.671	0	0	0.389	0.584
glucose	1	2016-02-29_052.lcd	STD-0014	Standard	3	10.084	30251	1159	NA	NA	NA	NA	0.49683	0.5	-0.00317	-0.63	99.4	NA	NA	9.7	10.625	3599.012	41.678	23993.417	NA	NA	0.758	0.298	1.544	11.8804	12.3051	0.672	0	0	0.389	0.584
glucose	1	2016-02-29_051.lcd	STD-0013	Standard	4	10.072	59539	2264	NA	NA	NA	NA	0.97786	1	-0.02214	-2.21	97.8	NA	NA	9.7	10.6	3527.784	42.52	23518.563	NA	NA	0.695	0.299	1.547	12.0326	12.4223	0.678	0	0	0.393	0.584
glucose	1	2016-02-29_050.lcd	STD-0012	Standard	5	10.061	159047	5935	NA	NA	NA	NA	2.61219	2.5	0.11219	4.49	104.5	NA	NA	9.65	10.6	3470.614	43.22	23137.43	NA	NA	0.634	0.3	1.555	11.9102	12.315	0.683	0	0	0.395	0.584
glucose	1	2016-02-29_049.lcd	STD-0011	Standard	6	10.062	309817	11590	NA	NA	NA	NA	5.08843	5	0.08843	1.77	101.8	NA	V	9.65	10.6	3472.775	43.193	23151.833	NA	NA	0.661	23.225	1.094	12.0069	12.5224	0.683	0	0	0.395	0.585
glucose	1	2016-02-29_001.lcd	BLANK	Control	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
glucose	1	2016-02-29_002.lcd	STD-0009	Unknown	NA	10.019	1306859	51551	NA	NA	NA	NA	21.46381	NA	NA	NA	NA	NA	V	9.625	10.525	3704.491	40.491	24696.61	NA	NA	0.854	0.3	1.56	11.5365	12.257	0.658	0	0	0.382	0.585
glucose	1	2016-02-29_003.lcd	STD-0010	Unknown	NA	10.026	805394	31713	NA	NA	NA	NA	13.22777	NA	NA	NA	NA	NA	V	9.625	10.55	3767.307	39.816	25115.383	NA	NA	0.836	0.3	1.563	11.6925	12.1863	0.653	0	0	0.38	0.584
glucose	1	2016-02-29_004.lcd	STD-0011	Unknown	NA	10.039	377574	15068	NA	NA	NA	NA	6.20126	NA	NA	NA	NA	NA	V	9.65	10.55	3818.219	39.285	25454.795	NA	NA	0.837	0.3	1.56	11.5158	12.2092	0.65	0	0	0.377	0.584
glucose	1	2016-02-29_005.lcd	STD-0012	Unknown	NA	10.036	232702	9242	NA	NA	NA	NA	3.82189	NA	NA	NA	NA	NA	V	9.65	10.55	3803.221	39.44	25354.806	NA	NA	0.812	0.3	1.559	11.6405	12.157	0.651	0	0	0.378	0.584
glucose	1	2016-02-29_006.lcd	STD-0013	Unknown	NA	10.028	98404	3869	NA	NA	NA	NA	1.61618	NA	NA	NA	NA	NA	V	9.625	10.55	3763.141	39.86	25087.608	NA	NA	0.803	0.3	1.559	11.8815	12.2092	0.654	0	0	0.38	0.584
glucose	1	2016-02-29_007.lcd	STD-0014	Unknown	NA	10.037	40576	1611	NA	NA	NA	NA	0.66642	NA	NA	NA	NA	NA	V	9.65	10.55	3794.293	39.533	25295.286	NA	NA	0.831	0.299	1.557	11.8932	12.2458	0.652	0	0	0.378	0.584
glucose	1	2016-02-29_008.lcd	STD-0015	Unknown	NA	10.043	18361	731	NA	NA	NA	NA	0.30155	NA	NA	NA	NA	NA	V	9.65	10.55	3832.568	39.138	25550.456	NA	NA	0.809	0.298	1.559	11.5727	11.9773	0.649	0	0	0.378	0.584
glucose	1	2016-02-29_009.lcd	STD-0016	Unknown	NA	10.046	8177	323	NA	NA	NA	NA	0.1343	NA	NA	NA	NA	NA	V	9.65	10.575	3836.918	39.094	25579.453	NA	NA	0.79	0.296	1.56	10.7293	11.3578	0.649	0	0	0.379	0.584
glucose	1	2016-02-29_010.lcd	S_A01	Unknown	NA	10.036	43818	1859	NA	NA	NA	NA	0.71966	NA	NA	NA	NA	NA	NA	9.65	10.85	4274.263	35.094	28495.085	1.35	1.314	1.786	0.176	2.756	17.4385	16.7767	0.614	0.831	0.717	0.356	0.585
glucose	1	2016-02-29_011.lcd	S_A02	Unknown	NA	10.042	65584	2643	NA	NA	NA	NA	1.07715	NA	NA	NA	NA	NA	NA	9.65	10.9	4052.624	37.013	27017.492	1.448	1.411	1.769	0.176	2.787	26.1434	23.6542	0.631	0.909	0.783	0.365	0.585
glucose	1	2016-02-29_012.lcd	S_A03	Unknown	NA	10.041	52639	2178	NA	NA	NA	NA	0.86454	NA	NA	NA	NA	NA	NA	9.65	10.9	4142.57	36.209	27617.134	1.39	1.349	1.788	0.176	2.782	22.763	21.2026	0.624	0.864	0.743	0.361	0.585
glucose	1	2016-02-29_013.lcd	S_A04	Unknown	NA	10.017	12161	600	NA	NA	NA	NA	0.19973	NA	NA	NA	NA	Quant.Range(Low)	V	9.85	10.475	2622.934	57.188	17486.227	NA	NA	0.27	0.1	1.65	4.0105	4.5994	0.782	0	0	0	0.582
glucose	1	2016-02-29_014.lcd	S_A05	Unknown	NA	10.035	35226	1394	NA	NA	NA	NA	0.57855	NA	NA	NA	NA	NA	V	9.725	10.525	3470.084	43.227	23133.893	NA	NA	1.592	0.101	0	8.9248	8.3924	0.681	0	0	0.393	0.583
glucose	1	2016-02-29_015.lcd	S_A06	Unknown	NA	10.038	31388	1224	NA	NA	NA	NA	0.51552	NA	NA	NA	NA	NA	V	9.725	10.525	3352.385	44.744	22349.231	NA	NA	1.581	5.821	1.12	8.6201	7.8551	0.693	0	0	0.401	0.584
glucose	1	2016-02-29_016.lcd	S_A07	Unknown	NA	10.049	81361	3241	NA	NA	NA	NA	1.33627	NA	NA	NA	NA	NA	NA	9.65	11	3934.634	38.123	26230.895	1.439	1.394	1.745	5.132	1.127	30.3477	26.7267	0.641	0.907	0.774	0.37	0.584
glucose	1	2016-02-29_017.lcd	S_A08	Unknown	NA	10.049	87091	3520	NA	NA	NA	NA	1.43038	NA	NA	NA	NA	NA	NA	9.65	11	3997.472	37.524	26649.815	1.411	1.379	1.793	0.179	2.63	34.9614	30.049	0.636	0.885	0.76	0.368	0.584
glucose	1	2016-02-29_018.lcd	S_A09	Unknown	NA	10.046	76020	3031	NA	NA	NA	NA	1.24855	NA	NA	NA	NA	NA	NA	9.65	11	3970.65	37.777	26471	1.459	1.415	1.744	0.177	2.694	26.2576	23.8365	0.638	0.911	0.781	0.369	0.585
glucose	1	2016-02-29_019.lcd	S_A10	Unknown	NA	10.042	23821	939	NA	NA	NA	NA	0.39123	NA	NA	NA	NA	NA	V	9.675	10.65	3608.979	41.563	24059.862	NA	NA	1.695	0.104	0	8.2492	7.7334	0.669	0	0	0.383	0.584
glucose	1	2016-02-29_020.lcd	S_A11	Unknown	NA	10.045	65412	2668	NA	NA	NA	NA	1.07432	NA	NA	NA	NA	NA	NA	9.65	10.65	3903.173	38.43	26021.155	NA	NA	1.745	0.104	0	17.6185	17.1208	0.643	0	0.74	0.372	0.584
glucose	1	2016-02-29_021.lcd	S_A12	Unknown	NA	10.054	64685	2636	NA	NA	NA	NA	1.06239	NA	NA	NA	NA	NA	NA	9.675	10.675	3964.898	37.832	26432.65	NA	NA	1.78	0.106	0	18.5436	18.1204	0.639	0	0.744	0.37	0.585
glucose	1	2016-02-29_022.lcd	S_B01	Unknown	NA	10.066	82963	3268	NA	NA	NA	NA	1.36258	NA	NA	NA	NA	NA	NA	9.7	11.125	3826.55	39.2	25510.334	1.549	1.482	1.775	0.106	0	40.7216	34.7516	0.651	0.901	0.768	0.377	0.585
glucose	1	2016-02-29_023.lcd	S_B02	Unknown	NA	10.071	97901	3836	NA	NA	NA	NA	1.60792	NA	NA	NA	NA	NA	NA	9.675	10.875	3806.626	39.405	25377.507	1.493	1.487	1.764	0.105	0	40.3524	34.6935	0.653	0.902	0.792	0.379	0.586
glucose	1	2016-02-29_024.lcd	S_B03	Unknown	NA	10.038	107133	4269	NA	NA	NA	NA	1.75955	NA	NA	NA	NA	NA	NA	9.675	11.125	3962.596	37.854	26417.304	1.619	1.468	1.751	0.105	0	0	0	0.638	0.925	0.75	0.369	0.585
glucose	1	2016-02-29_025.lcd	S_B04	Unknown	NA	9.942	66220	2698	NA	NA	NA	NA	1.0876	NA	NA	NA	NA	NA	V	9.55	10.45	4019.952	37.314	26799.681	NA	NA	1.715	0.103	0	13.4812	14.2562	0.627	0	0	0.362	0.585
glucose	1	2016-02-29_026.lcd	S_B05	Unknown	NA	9.866	10057	432	NA	NA	NA	NA	0.16518	NA	NA	NA	NA	Quant.Range(Low)	V	9.5	10.275	4539.824	33.041	30265.493	NA	NA	1.792	11.585	1.113	3.1781	3.5202	0.586	0	0	0.339	0.584
glucose	1	2016-02-29_027.lcd	STD-0009	Unknown	NA	9.872	1176127	45813	NA	NA	NA	NA	19.31667	NA	NA	NA	NA	NA	V	9.475	10.4	3604.149	41.619	24027.658	NA	NA	0.813	24.79	1.093	11.9382	12.4578	0.658	0	0	0.38	0.585
glucose	1	2016-02-29_028.lcd	STD-0010	Unknown	NA	9.847	610751	24007	NA	NA	NA	NA	10.03096	NA	NA	NA	NA	NA	V	9.45	10.375	3661.613	40.966	24410.755	NA	NA	0.825	0.301	1.546	11.9045	12.4438	0.651	0	0	0.377	0.585
glucose	1	2016-02-29_029.lcd	STD-0016	Unknown	NA	9.806	5800	236	NA	NA	NA	NA	0.09526	NA	NA	NA	NA	NA	V	9.425	10.325	3795.386	39.522	25302.571	NA	NA	0.97	0.294	1.54	7.2502	8.533	0.637	0	0	0.369	0.584
glucose	1	2016-02-29_030.lcd	S_B06	Unknown	NA	9.782	19041	742	NA	NA	NA	NA	0.31273	NA	NA	NA	NA	NA	V	9.5	10.3	3447.363	43.512	22982.421	NA	NA	1.579	0.099	0	3.6745	3.7396	0.666	0	0	0.387	0.584
glucose	1	2016-02-29_031.lcd	S_B07	Unknown	NA	9.772	7071	458	NA	NA	NA	NA	0.11613	NA	NA	NA	NA	Quant.Range(Low)	NA	9.625	10.05	5136.688	29.202	34244.586	NA	NA	1.777	0.099	0	1.7825	2.927	0.545	0	0	0	0.583
glucose	1	2016-02-29_032.lcd	S_B08	Unknown	NA	9.792	42265	1718	NA	NA	NA	NA	0.69416	NA	NA	NA	NA	NA	V	9.45	10.3	4080.788	36.758	27205.253	NA	NA	1.726	0.103	0	9.7522	9.9796	0.613	0	0	0.354	0.585
glucose	1	2016-02-29_033.lcd	S_B09	Unknown	NA	9.757	6964	449	NA	NA	NA	NA	0.11437	NA	NA	NA	NA	Quant.Range(Low)	NA	9.6	10.025	6049.952	24.794	40333.015	NA	NA	1.869	0.1	0	1.7991	2.9367	0.502	0	0	0	0.583
glucose	1	2016-02-29_034.lcd	S_B10	Unknown	NA	9.762	4551	277	NA	NA	NA	NA	0.07474	NA	NA	NA	NA	Quant.Range(Low)	NA	9.6	10.075	5457.127	27.487	36380.844	NA	NA	1.807	0.099	0	1.2776	1.8942	0.529	0	0	0	0.584
glucose	1	2016-02-29_035.lcd	S_B11	Unknown	NA	9.765	14105	707	NA	NA	NA	NA	0.23167	NA	NA	NA	NA	Quant.Range(Low)	V	9.55	10.15	4448.701	33.718	29658.004	NA	NA	1.717	0.101	0	4.5278	5.3222	0.586	0	0	0.34	0.584
glucose	1	2016-02-29_036.lcd	S_B12	Unknown	NA	9.766	24604	1132	NA	NA	NA	NA	0.40409	NA	NA	NA	NA	NA	V	9.5	10.2	4354.826	34.445	29032.171	NA	NA	1.729	0.102	0	7.4866	8.4212	0.592	0	0	0.342	0.585
glucose	1	2016-02-29_037.lcd	S_C01	Unknown	NA	9.76	18347	854	NA	NA	NA	NA	0.30133	NA	NA	NA	NA	NA	V	9.5	10.2	4378.709	34.257	29191.392	NA	NA	1.74	0.102	0	5.685	6.3781	0.59	0	0	0.341	0.585
glucose	1	2016-02-29_038.lcd	S_C02	Unknown	NA	9.788	15709	770	NA	NA	NA	NA	0.25801	NA	NA	NA	NA	NA	V	9.55	10.175	4658.027	32.202	31053.512	NA	NA	1.74	0.101	0	5.0672	5.8763	0.574	0	0	0.332	0.584
glucose	1	2016-02-29_039.lcd	S_C03	Unknown	NA	9.838	18780	898	NA	NA	NA	NA	0.30844	NA	NA	NA	NA	NA	V	9.6	10.25	4385.944	34.2	29239.627	NA	NA	1.728	0.101	0	5.1626	6.1894	0.594	0	0	0.343	0.584
glucose	1	2016-02-29_040.lcd	S_C04	Unknown	NA	9.872	8222	433	NA	NA	NA	NA	0.13503	NA	NA	NA	NA	Quant.Range(Low)	V	9.675	10.275	4251.278	35.284	28341.855	NA	NA	1.679	0.099	0	2.6268	3.1759	0.606	0	0	0	0.583
glucose	1	2016-02-29_041.lcd	S_C05	Unknown	NA	9.93	13137	708	NA	NA	NA	NA	0.21576	NA	NA	NA	NA	Quant.Range(Low)	NA	9.675	10.375	6172.01	24.303	41146.734	1.226	1.21	1.843	0.099	0	2.6395	3.3928	0.506	0.567	0.517	0.301	0.584
glucose	1	2016-02-29_042.lcd	S_C06	Unknown	NA	9.947	15834	760	NA	NA	NA	NA	0.26006	NA	NA	NA	NA	NA	V	9.725	10.375	4188.248	35.814	27921.654	NA	NA	1.646	0.098	0	3.1434	3.6809	0.615	0	0	0.358	0.584
glucose	1	2016-02-29_043.lcd	S_C07	Unknown	NA	9.938	6590	375	NA	NA	NA	NA	0.10823	NA	NA	NA	NA	Quant.Range(Low)	V	9.8	10.325	2738.705	54.77	18258.034	NA	NA	0.358	10.106	1.041	2.6009	3.384	0.76	0	0	0	0.582
glucose	1	2016-02-29_044.lcd	S_C08	Unknown	NA	9.987	23337	1047	NA	NA	NA	NA	0.38328	NA	NA	NA	NA	NA	V	9.725	10.475	4262.671	35.189	28417.807	NA	NA	1.643	0.098	0	4.2742000000000004	4.6465	0.612	0	0	0.353	0.584
glucose	1	2016-02-29_045.lcd	S_C09	Unknown	NA	10.002	25855	1117	NA	NA	NA	NA	0.42464	NA	NA	NA	NA	NA	V	9.725	10.45	4115.906	36.444	27439.376	NA	NA	1.632	0.098	0	4.6708	4.9956	0.624	0	0	0.361	0.584
glucose	1	2016-02-29_046.lcd	S_C10	Unknown	NA	10.003	9433	477	NA	NA	NA	NA	0.15493	NA	NA	NA	NA	Quant.Range(Low)	V	9.775	10.425	5149.895	29.127	34332.636	NA	NA	1.768	21.466	1.104	2.111	2.651	0.558	0	0	0.328	0.583
glucose	1	2016-02-29_047.lcd	S_C11	Unknown	NA	10.02	9593	487	NA	NA	NA	NA	0.15756	NA	NA	NA	NA	Quant.Range(Low)	V	9.775	10.425	5145.364	29.152	34302.428	NA	NA	1.789	6.932	1.117	2.6545	3.1603	0.559	0	0	0.323	0.583
glucose	1	2016-02-29_048.lcd	S_C12	Unknown	NA	10.027	15189	710	NA	NA	NA	NA	0.24947	NA	NA	NA	NA	Quant.Range(Low)	V	9.8	10.45	4302.776	34.861	28685.176	NA	NA	1.653	0.098	0	2.6296	3.1271	0.611	0	0	0.356	0.583
fructose_mannitol_sorbitol	1	2016-02-29_053.lcd	STD-0015	Standard	2	11.001	24000	876	NA	NA	NA	NA	0.23623	0.25	-0.01377	-5.51	94.5	NA	V	10.625	12.275	4162.132	36.039	27747.546	NA	NA	1.356	0.462	1.358	19.0338	18.8185	0.682	0	0.865	0.396	0.638
fructose_mannitol_sorbitol	1	2016-02-29_052.lcd	STD-0014	Standard	3	10.999	50318	1801	NA	NA	NA	NA	0.49529	0.5	-0.00471	-0.94	99.1	NA	S	10.625	12.95	4126.92	36.347	27512.803	NA	NA	1.349	0.416	1.395	19.7615	19.1277	0.685	0	0.881	0.397	0.637
fructose_mannitol_sorbitol	1	2016-02-29_051.lcd	STD-0013	Standard	4	10.988	99745	3509	NA	NA	NA	NA	0.98181	1	-0.01819	-1.82	98.2	NA	V	10.6	13.075	4089.224	36.682	27261.492	NA	NA	1.341	0.418	1.395	20.1581	19.2523	0.687	0	0.9	0.398	0.637
fructose_mannitol_sorbitol	1	2016-02-29_050.lcd	STD-0012	Standard	5	10.974	266709	9125	NA	NA	NA	NA	2.62527	2.5	0.12527	5.01	105	NA	V	10.6	13.05	4037.281	37.154	26915.206	NA	NA	1.33	0.418	1.393	19.9724	18.9342	0.691	0	0.929	0.4	0.638
fructose_mannitol_sorbitol	1	2016-02-29_049.lcd	STD-0011	Standard	6	10.975	521135	17881	NA	NA	NA	NA	5.12963	5	0.12963	2.59	102.6	NA	V	10.6	13.05	4026.315	37.255	26842.102	NA	NA	1.328	25.424	1.095	20.1964	19.3195	0.692	0	0.922	0.4	0.638
fructose_mannitol_sorbitol	1	2016-02-29_001.lcd	BLANK	Control	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fructose_mannitol_sorbitol	1	2016-02-29_002.lcd	STD-0009	Unknown	NA	10.926	2296512	81491	NA	NA	NA	NA	22.60502	NA	NA	NA	NA	NA	V	10.525	12.9	4200.032	35.714	28000.211	NA	NA	1.361	0.417	1.393	20.2728	19.3757	0.674	0	0.832	0.391	0.637
fructose_mannitol_sorbitol	1	2016-02-29_003.lcd	STD-0010	Unknown	NA	10.934	1391797	50250	NA	NA	NA	NA	13.69973	NA	NA	NA	NA	NA	V	10.55	12.9	4273.046	35.104	28486.973	NA	NA	1.373	0.417	1.393	20.2057	19.3096	0.669	0	0.822	0.387	0.637
fructose_mannitol_sorbitol	1	2016-02-29_004.lcd	STD-0011	Unknown	NA	10.947	659689	23826	NA	NA	NA	NA	6.49345	NA	NA	NA	NA	NA	V	10.55	12.925	4332.809	34.62	28885.393	NA	NA	1.382	0.418	1.392	20.1202	19.3053	0.665	0	0.821	0.386	0.637
fructose_mannitol_sorbitol	1	2016-02-29_005.lcd	STD-0012	Unknown	NA	10.944	404395	14584	NA	NA	NA	NA	3.98054	NA	NA	NA	NA	NA	V	10.55	12.9	4320.187	34.721	28801.246	NA	NA	1.379	0.417	1.392	20.2292	19.1841	0.666	0	0.827	0.386	0.637
fructose_mannitol_sorbitol	1	2016-02-29_006.lcd	STD-0013	Unknown	NA	10.935	170279	6126	NA	NA	NA	NA	1.67609	NA	NA	NA	NA	NA	V	10.55	12.9	4279.155	35.054	28527.703	NA	NA	1.373	0.417	1.393	20.56	19.335	0.669	0	0.833	0.388	0.637
fructose_mannitol_sorbitol	1	2016-02-29_007.lcd	STD-0014	Unknown	NA	10.946	70921	2548	NA	NA	NA	NA	0.69809	NA	NA	NA	NA	NA	V	10.55	12.875	4312.572	34.782	28750.479	NA	NA	1.378	0.417	1.393	20.7874	19.3634	0.667	0	0.834	0.387	0.637
fructose_mannitol_sorbitol	1	2016-02-29_008.lcd	STD-0015	Unknown	NA	10.953	32293	1159	NA	NA	NA	NA	0.31786	NA	NA	NA	NA	NA	V	10.55	12.85	4319.595	34.725	28797.303	NA	NA	1.384	0.416	1.395	20.3542	19.0033	0.667	0	0.832	0.387	0.637
fructose_mannitol_sorbitol	1	2016-02-29_009.lcd	STD-0016	Unknown	NA	10.955	14244	514	NA	NA	NA	NA	0.14021	NA	NA	NA	NA	NA	V	10.575	12.7	4323.878	34.691	28825.854	NA	NA	1.383	0.414	1.396	18.6898	18.0652	0.666	0	0.828	0.387	0.637
fructose_mannitol_sorbitol	1	2016-02-29_010.lcd	S_A01	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fructose_mannitol_sorbitol	1	2016-02-29_011.lcd	S_A02	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fructose_mannitol_sorbitol	1	2016-02-29_012.lcd	S_A03	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fructose_mannitol_sorbitol	1	2016-02-29_013.lcd	S_A04	Unknown	NA	10.775	10871	518	NA	NA	NA	NA	0.10701	NA	NA	NA	NA	Quant.Range(Low)	NA	10.475	11.2	5654.613	26.527	37697.421	NA	NA	1.118	0.183	1.833	3.5851	3.972	0.573	0	0.617	0.334	0.626
fructose_mannitol_sorbitol	1	2016-02-29_014.lcd	S_A05	Unknown	NA	10.768	10799	492	NA	NA	NA	NA	0.1063	NA	NA	NA	NA	Quant.Range(Low)	V	10.525	11.175	5000.24	29.999	33334.936	NA	NA	1.137	0.181	1.8	2.736	2.9609	0.609	0	0	0.352	0.626
fructose_mannitol_sorbitol	1	2016-02-29_015.lcd	S_A06	Unknown	NA	10.772	6153	273	NA	NA	NA	NA	0.06057	NA	NA	NA	NA	Quant.Range(Low)	V	10.525	11.2	4784.624	31.35	31897.491	NA	NA	1.114	6.32	1.086	1.6899	1.7539	0.623	0	0	0.362	0.626
fructose_mannitol_sorbitol	1	2016-02-29_016.lcd	S_A07	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fructose_mannitol_sorbitol	1	2016-02-29_017.lcd	S_A08	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fructose_mannitol_sorbitol	1	2016-02-29_018.lcd	S_A09	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fructose_mannitol_sorbitol	1	2016-02-29_019.lcd	S_A10	Unknown	NA	10.899	898	66	NA	NA	NA	NA	0.00884	NA	NA	NA	NA	Quant.Range(Low)	NA	10.65	11.125	10527.433	14.248	70182.886	0.9	0.895	1.568	0.198	1.906	0.3111	0.5477	0.425	0.414	0.394	0.256	0.634
fructose_mannitol_sorbitol	1	2016-02-29_020.lcd	S_A11	Unknown	NA	10.758	3346	190	NA	NA	NA	NA	0.03294	NA	NA	NA	NA	Quant.Range(Low)	V	10.65	11.15	1827.134	82.096	12180.891	NA	NA	0.865	0.183	1.753	0.9013	1.2177	1.007	0	0	0	0.626
fructose_mannitol_sorbitol	1	2016-02-29_021.lcd	S_A12	Unknown	NA	10.724	2216	148	NA	NA	NA	NA	0.02181	NA	NA	NA	NA	Quant.Range(Low)	V	10.675	11.15	43.228	3469.994	288.185	NA	NA	0.187	0.179	1.698	0.6353	1.0159	6.525	0	0	0	0.624
fructose_mannitol_sorbitol	1	2016-02-29_022.lcd	S_B01	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fructose_mannitol_sorbitol	1	2016-02-29_023.lcd	S_B02	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fructose_mannitol_sorbitol	1	2016-02-29_024.lcd	S_B03	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fructose_mannitol_sorbitol	1	2016-02-29_025.lcd	S_B04	Unknown	NA	10.737	20175	788	NA	NA	NA	NA	0.19859	NA	NA	NA	NA	Quant.Range(Low)	V	10.45	11.325	3507.728	42.763	23384.852	NA	NA	1.175	0.191	1.856	4.1073	4.1651	0.725	0	0	0.423	0.631
fructose_mannitol_sorbitol	1	2016-02-29_026.lcd	S_B05	Unknown	NA	10.619	5555	242	NA	NA	NA	NA	0.05468	NA	NA	NA	NA	Quant.Range(Low)	V	10.275	11.2	4846.189	30.952	32307.928	NA	NA	1.258	12.545	1.083	1.7555	1.9688	0.61	0	0.64	0.373	0.628
fructose_mannitol_sorbitol	1	2016-02-29_027.lcd	STD-0009	Unknown	NA	10.764	1991539	71592	NA	NA	NA	NA	19.60311	NA	NA	NA	NA	NA	V	10.4	12.8	4175.565	35.923	27837.098	NA	NA	1.348	27.121	1.094	20.215	19.4677	0.666	0	0.844	0.385	0.638
