seqID	sampleID	mouse	percent_weight	sex	FMT_input	FMT_type	Experiment	day	type	CFU	sampleType	group	shannon	nseqs	fastq_file1	seqname	fastq_file2	move_command	missing_transfer	Dates
d13_1840_2	d13_1840_2	1840_2	97.85714286	M	yWT	mFMT	HF9	13	fecal	300000000	mouse	mFMT	2.392968	18402	d13-1840-2_S43_L001_R1_001.fastq.gz	d13-1840-2	d13-1840-2_S43_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d13-1840-2_* | xargs cp -t /home/aseekat/forSRA	no	2018
d13_1840_3	d13_1840_3	1840_3	100.7380074	M	yWT	mFMT	HF9	13	fecal	360000000	mouse	mFMT	2.370487	20885	d13-1840-3_S44_L001_R1_001.fastq.gz	d13-1840-3	d13-1840-3_S44_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d13-1840-3_* | xargs cp -t /home/aseekat/forSRA	no	2018
d13_1901_1	d13_1901_1	1901_1	94.56521739	F	yWT	mFMT	HF10	13	fecal	320000000	mouse	mFMT	2.645854	28011	d13-1901-1_S246_L001_R1_001.fastq.gz	d13-1901-1	d13-1901-1_S246_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d13-1901-1_* | xargs cp -t /home/aseekat/forSRA	no	20150
d13_1901_3	d13_1901_3	1901_3	93.21266968	F	yWT	mFMT	HF10	13	fecal	284000000	mouse	mFMT	2.649655	27514	d13-1901-3_S247_L001_R1_001.fastq.gz	d13-1901-3	d13-1901-3_S247_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d13-1901-3_* | xargs cp -t /home/aseekat/forSRA	no	20150
d13_1901_4	d13_1901_4	1901_4	97.43589744	F	yWT	mFMT	HF10	13	fecal	472000000	mouse	mFMT	2.78051	28812	d13-1901-4_S248_L001_R1_001.fastq.gz	d13-1901-4	d13-1901-4_S248_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d13-1901-4_* | xargs cp -t /home/aseekat/forSRA	no	20150
d16_1191_1	d16_1191_1	1191_1	97.04433498	F	yWT	mFMT	HF3	16	fecal	6000	mouse	mFMT	2.742573	4126	d16-1191-1_S16_L001_R1_001.fastq.gz	d16-1191-1	d16-1191-1_S16_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d16-1191-1_* | xargs cp -t /home/aseekat/forSRA	no	2015
d16_1191_3	d16_1191_3	1191_3	96.82539683	F	yWT	mFMT	HF3	16	fecal	158000	mouse	mFMT	2.983914	21222	d16-1191-3_S18_L001_R1_001.fastq.gz	d16-1191-3	d16-1191-3_S18_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d16-1191-3_* | xargs cp -t /home/aseekat/forSRA	no	2015
d16_1205_2	d16_1205_2	1205_2	98.2832618	M	yWT	mFMT	HF1	16	fecal	44000	mouse	mFMT	3.013672	13827	d0-1225-1_S305_L001_R1_001.fastq.gz	d0-1225-1	d0-1225-1_S305_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d0-1225-1_* | xargs cp -t /home/aseekat/forSRA	no	2015
d16_1205_3	d16_1205_3	1205_3	102.5531915	M	yWT	mFMT	HF1	16	fecal	52000	mouse	mFMT	3.254781	14424	d16-1205-3_S267_L001_R1_001.fastq.gz	d16-1205-3	d16-1205-3_S267_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d16-1205-3_* | xargs cp -t /home/aseekat/forSRA	no	2015
d16_1205_4	d16_1205_4	1205_4	103.0567686	M	yWT	mFMT	HF1	16	fecal	10000	mouse	mFMT	2.919782	13227	d16-1205-4_S288_L001_R1_001.fastq.gz	d16-1205-4	d16-1205-4_S288_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d16-1205-4_* | xargs cp -t /home/aseekat/forSRA	no	2015
d16_1209_1	d16_1209_1	1209_1	105.2631579	F	yWT	mFMT	HF1	16	fecal	6000	mouse	mFMT	2.77545	14442	d16-1209-1_S277_L001_R1_001.fastq.gz	d16-1209-1	d16-1209-1_S277_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d16-1209-1_* | xargs cp -t /home/aseekat/forSRA	no	2015
d16_1209_2	d16_1209_2	1209_2	101.1976048	F	yWT	mFMT	HF1	16	fecal	10000	mouse	mFMT	2.766948	11089	d11-1222-1_S296_L001_R1_001.fastq.gz	d11-1222-1	d11-1222-1_S296_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d11-1222-1_* | xargs cp -t /home/aseekat/forSRA	no	2015
d16_1209_3	d16_1209_3	1209_3	103.75	F	yWT	mFMT	HF1	16	fecal	8000	mouse	mFMT	2.97217	12485	d12-1207-3_S294_L001_R1_001.fastq.gz	d12-1207-3	d12-1207-3_S294_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d12-1207-3_* | xargs cp -t /home/aseekat/forSRA	no	2015
d16_1209_4	d16_1209_4	1209_4	106.9620253	F	yWT	mFMT	HF1	16	fecal	100	mouse	mFMT	3.395175	14569	dn7-1223-1_S350_L001_R1_001.fastq.gz	dn7-1223-1	dn7-1223-1_S350_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name dn7-1223-1_* | xargs cp -t /home/aseekat/forSRA	no	2015
d16_1275_1	d16_1275_1	1275_1	109.1397849	F	yWT	mFMT	HF3	16	fecal	0	mouse	mFMT	2.755927	5518	d16-1275-1_S19_L001_R1_001.fastq.gz	d16-1275-1	d16-1275-1_S19_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d16-1275-1_* | xargs cp -t /home/aseekat/forSRA	no	2015
d16_1275_2	d16_1275_2	1275_2	104.2780749	F	yWT	mFMT	HF3	16	fecal	8000	mouse	mFMT	2.819371	9564	d16-1275-2_S20_L001_R1_001.fastq.gz	d16-1275-2	d16-1275-2_S20_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d16-1275-2_* | xargs cp -t /home/aseekat/forSRA	no	2015
d16_1275_3	d16_1275_3	1275_3	108.3798883	F	yWT	mFMT	HF3	16	fecal	2000	mouse	mFMT	2.831036	23612	d16-1275-3_S21_L001_R1_001.fastq.gz	d16-1275-3	d16-1275-3_S21_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d16-1275-3_* | xargs cp -t /home/aseekat/forSRA	no	2015
d16_1840_1	d16_1840_1	1840_1	101.7421603	M	yWT	mFMT	HF9	16	fecal	5200000	mouse	mFMT	3.419735	25014	d16-1840-1_S122_L001_R1_001.fastq.gz	d16-1840-1	d16-1840-1_S122_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d16-1840-1_* | xargs cp -t /home/aseekat/forSRA	no	2018
d16_1840_2	d16_1840_2	1840_2	105	M	yWT	mFMT	HF9	16	fecal	200000	mouse	mFMT	3.497384	19240	d16-1840-2_S133_L001_R1_001.fastq.gz	d16-1840-2	d16-1840-2_S133_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d16-1840-2_* | xargs cp -t /home/aseekat/forSRA	no	2018
d16_1840_3	d16_1840_3	1840_3	99.63099631	M	yWT	mFMT	HF9	16	fecal	200000	mouse	mFMT	3.872269	18100	d16-1840-3_S74_L001_R1_001.fastq.gz	d16-1840-3	d16-1840-3_S74_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d16-1840-3_* | xargs cp -t /home/aseekat/forSRA	no	2018
d16_1901_1	d16_1901_1	1901_1	94.02173913	F	yWT	mFMT	HF10	16	fecal	3200000	mouse	mFMT	3.720921	23875	d16-1901-1_S347_L001_R1_001.fastq.gz	d16-1901-1	d16-1901-1_S347_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d16-1901-1_* | xargs cp -t /home/aseekat/forSRA	no	20150
d16_1901_3	d16_1901_3	1901_3	94.11764706	F	yWT	mFMT	HF10	16	fecal	360000	mouse	mFMT	3.388475	22775	d16-1901-3_S345_L001_R1_001.fastq.gz	d16-1901-3	d16-1901-3_S345_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d16-1901-3_* | xargs cp -t /home/aseekat/forSRA	no	20150
d16_1901_4	d16_1901_4	1901_4	100.4273504	F	yWT	mFMT	HF10	16	fecal	1960000	mouse	mFMT	3.411223	20327	d16-1901-4_S346_L001_R1_001.fastq.gz	d16-1901-4	d16-1901-4_S346_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d16-1901-4_* | xargs cp -t /home/aseekat/forSRA	no	20150
d18_1802_1	d18_1802_1	1802_1	108.8050314	F	yWT	mFMT	HF8	18	fecal	2000000	mouse	mFMT	2.662394	19629	d18-1802-1_S334_L001_R1_001.fastq.gz	d18-1802-1	d18-1802-1_S334_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d18-1802-1_* | xargs cp -t /home/aseekat/forSRA	yes	2018
d18_1802_2	d18_1802_2	1802_2	101.2048193	F	yWT	mFMT	HF8	18	fecal	60000	mouse	mFMT	3.164434	12662	d18-1802-2_S335_L001_R1_001.fastq.gz	d18-1802-2	d18-1802-2_S335_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d18-1802-2_* | xargs cp -t /home/aseekat/forSRA	yes	2018
d18_1802_3	d18_1802_3	1802_3	102.3255814	F	yWT	mFMT	HF8	18	fecal	360000	mouse	mFMT	3.522974	18854	d18-1802-3_S336_L001_R1_001.fastq.gz	d18-1802-3	d18-1802-3_S336_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d18-1802-3_* | xargs cp -t /home/aseekat/forSRA	yes	2018
d18_1840_1	d18_1840_1	1840_1	98.60627178	M	yWT	mFMT	HF9	18	fecal	300000	mouse	mFMT	4.085083	14320	d18-1840-1_S138_L001_R1_001.fastq.gz	d18-1840-1	d18-1840-1_S138_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d18-1840-1_* | xargs cp -t /home/aseekat/forSRA	no	2018
d18_1840_2	d18_1840_2	1840_2	102.5	M	yWT	mFMT	HF9	18	fecal	40000	mouse	mFMT	3.704947	16045	d18-1840-2_S40_L001_R1_001.fastq.gz	d18-1840-2	d18-1840-2_S40_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d18-1840-2_* | xargs cp -t /home/aseekat/forSRA	no	2018
d18_1840_3	d18_1840_3	1840_3	97.78597786	M	yWT	mFMT	HF9	18	fecal	100000	mouse	mFMT	4.166099	20501	d18-1840-3_S55_L001_R1_001.fastq.gz	d18-1840-3	d18-1840-3_S55_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d18-1840-3_* | xargs cp -t /home/aseekat/forSRA	no	2018
d18_1901_1	d18_1901_1	1901_1	95.65217391	F	yWT	mFMT	HF10	18	fecal	80000	mouse	mFMT	3.514224	26285	d18-1901-1_S239_L001_R1_001.fastq.gz	d18-1901-1	d18-1901-1_S239_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d18-1901-1_* | xargs cp -t /home/aseekat/forSRA	no	20150
d18_1901_3	d18_1901_3	1901_3	92.760181	F	yWT	mFMT	HF10	18	fecal	0	mouse	mFMT	3.933163	18357	d18-1901-3_S317_L001_R1_001.fastq.gz	d18-1901-3	d18-1901-3_S317_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d18-1901-3_* | xargs cp -t /home/aseekat/forSRA	no	20150
d18_1901_4	d18_1901_4	1901_4	100	F	yWT	mFMT	HF10	18	fecal	20000	mouse	mFMT	3.650643	20978	d18-1901-4_S318_L001_R1_001.fastq.gz	d18-1901-4	d18-1901-4_S318_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d18-1901-4_* | xargs cp -t /home/aseekat/forSRA	no	20150
d19_1191_1	d19_1191_1	1191_1	100.4926108	F	yWT	mFMT	HF3	19	fecal	0	mouse	mFMT	2.063696	22503	d19-1191-1_S22_L001_R1_001.fastq.gz	d19-1191-1	d19-1191-1_S22_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d19-1191-1_* | xargs cp -t /home/aseekat/forSRA	no	2015
d19_1191_2	d19_1191_2	1191_2	100	F	yWT	mFMT	HF3	19	fecal	0	mouse	mFMT	2.892377	8191	d19-1191-2_S23_L001_R1_001.fastq.gz	d19-1191-2	d19-1191-2_S23_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d19-1191-2_* | xargs cp -t /home/aseekat/forSRA	no	2015
d19_1191_3	d19_1191_3	1191_3	98.94179894	F	yWT	mFMT	HF3	19	fecal	0	mouse	mFMT	2.578575	27086	d19-1191-3_S24_L001_R1_001.fastq.gz	d19-1191-3	d19-1191-3_S24_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d19-1191-3_* | xargs cp -t /home/aseekat/forSRA	no	2015
d19_1205_2	d19_1205_2	1205_2	107.2961373	M	yWT	mFMT	HF1	19	fecal	100	mouse	mFMT	2.729703	13280	d13-1202-4_S301_L001_R1_001.fastq.gz	d13-1202-4	d13-1202-4_S301_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d13-1202-4_* | xargs cp -t /home/aseekat/forSRA	no	2015
d19_1205_3	d19_1205_3	1205_3	102.5531915	M	yWT	mFMT	HF1	19	fecal	100	mouse	mFMT	2.8387	17918	d12-1205-4_S302_L001_R1_001.fastq.gz	d12-1205-4	d12-1205-4_S302_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d12-1205-4_* | xargs cp -t /home/aseekat/forSRA	no	2015
d19_1205_4	d19_1205_4	1205_4	109.1703057	M	yWT	mFMT	HF1	19	fecal	100	mouse	mFMT	2.76303	13398	d9-1219-2_S303_L001_R1_001.fastq.gz	d9-1219-2	d9-1219-2_S303_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d9-1219-2_* | xargs cp -t /home/aseekat/forSRA	no	2015
d19_1209_1	d19_1209_1	1209_1	108.5526316	F	yWT	mFMT	HF1	19	fecal	100	mouse	mFMT	3.123868	14275	d13-1207-3_S338_L001_R1_001.fastq.gz	d13-1207-3	d13-1207-3_S338_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d13-1207-3_* | xargs cp -t /home/aseekat/forSRA	no	2015
d19_1209_2	d19_1209_2	1209_2	102.3952096	F	yWT	mFMT	HF1	19	fecal	100	mouse	mFMT	2.854171	17506	d19-1209-2_S199_L001_R1_001.fastq.gz	d19-1209-2	d19-1209-2_S199_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d19-1209-2_* | xargs cp -t /home/aseekat/forSRA	no	2015
d19_1209_3	d19_1209_3	1209_3	103.125	F	yWT	mFMT	HF1	19	fecal	100	mouse	mFMT	2.634389	15815	d1-1222-1_S340_L001_R1_001.fastq.gz	d1-1222-1	d1-1222-1_S340_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d1-1222-1_* | xargs cp -t /home/aseekat/forSRA	no	2015
d19_1209_4	d19_1209_4	1209_4	106.3291139	F	yWT	mFMT	HF1	19	fecal	100	mouse	mFMT	3.157492	16108	d19-1209-4_S220_L001_R1_001.fastq.gz	d19-1209-4	d19-1209-4_S220_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d19-1209-4_* | xargs cp -t /home/aseekat/forSRA	no	2015
d19_1275_1	d19_1275_1	1275_1	104.8387097	F	yWT	mFMT	HF3	19	fecal	0	mouse	mFMT	2.89139	20204	d19-1275-1_S25_L001_R1_001.fastq.gz	d19-1275-1	d19-1275-1_S25_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d19-1275-1_* | xargs cp -t /home/aseekat/forSRA	no	2015
d19_1275_2	d19_1275_2	1275_2	102.1390374	F	yWT	mFMT	HF3	19	fecal	0	mouse	mFMT	2.962046	27652	d19-1275-2_S26_L001_R1_001.fastq.gz	d19-1275-2	d19-1275-2_S26_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d19-1275-2_* | xargs cp -t /home/aseekat/forSRA	no	2015
d19_1275_3	d19_1275_3	1275_3	105.027933	F	yWT	mFMT	HF3	19	fecal	0	mouse	mFMT	2.871885	3250	d19-1275-3_S27_L001_R1_001.fastq.gz	d19-1275-3	d19-1275-3_S27_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d19-1275-3_* | xargs cp -t /home/aseekat/forSRA	no	2015
c21_1840_1	d21_1840_1	1840_1	102.0905923	M	yWT	mFMT	HF9	21	cecal	0	mouse	mFMT	3.596986	19748	c21-1840-1_S48_L001_R1_001.fastq.gz	c21-1840-1	c21-1840-1_S48_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name c21-1840-1_* | xargs cp -t /home/aseekat/forSRA	no	2018
c21_1840_2	d21_1840_2	1840_2	104.6428571	M	yWT	mFMT	HF9	21	cecal	0	mouse	mFMT	3.753374	13754	c21-1840-2_S113_L001_R1_001.fastq.gz	c21-1840-2	c21-1840-2_S113_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name c21-1840-2_* | xargs cp -t /home/aseekat/forSRA	no	2018
c21_1840_3	d21_1840_3	1840_3	99.26199262	M	yWT	mFMT	HF9	21	cecal	0	mouse	mFMT	4.105383	13207	c21-1840-3_S1_L001_R1_001.fastq.gz	c21-1840-3	c21-1840-3_S1_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name c21-1840-3_* | xargs cp -t /home/aseekat/forSRA	no	2018
c21_1901_1	d21_1901_1	1901_1	94.02173913	F	yWT	mFMT	HF10	21	cecal	20000	mouse	mFMT	3.924648	20098	c21-1901-1_S306_L001_R1_001.fastq.gz	c21-1901-1	c21-1901-1_S306_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name c21-1901-1_* | xargs cp -t /home/aseekat/forSRA	no	20150
c21_1901_3	d21_1901_3	1901_3	91.40271493	F	yWT	mFMT	HF10	21	cecal	0	mouse	mFMT	4.018842	19531	c21-1901-3_S307_L001_R1_001.fastq.gz	c21-1901-3	c21-1901-3_S307_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name c21-1901-3_* | xargs cp -t /home/aseekat/forSRA	no	20150
c21_1901_4	d21_1901_4	1901_4	100.4273504	F	yWT	mFMT	HF10	21	cecal	20000	mouse	mFMT	3.914597	18483	c21-1901-4_S308_L001_R1_001.fastq.gz	c21-1901-4	c21-1901-4_S308_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name c21-1901-4_* | xargs cp -t /home/aseekat/forSRA	no	20150
cecal_d21_1205_2	d21_1205_2	1205_2	107.2961373	M	yWT	mFMT	HF1	21	cecal	100	mouse	mFMT	3.79438	21172	d41-C1205-2_S331_L001_R1_001.fastq.gz	d41-C1205-2	d41-C1205-2_S331_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d41-C1205-2_* | xargs cp -t /home/aseekat/forSRA	no	2015
cecal_d21_1205_3	d21_1205_3	1205_3	102.9787234	M	yWT	mFMT	HF1	21	cecal	100	mouse	mFMT	3.791789	20527	d41-C1205-3_S375_L001_R1_001.fastq.gz	d41-C1205-3	d41-C1205-3_S375_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d41-C1205-3_* | xargs cp -t /home/aseekat/forSRA	no	2015
cecal_d21_1205_4	d21_1205_4	1205_4	110.0436681	M	yWT	mFMT	HF1	21	cecal	100	mouse	mFMT	3.816773	21935	d41-C1205-4_S345_L001_R1_001.fastq.gz	d41-C1205-4	d41-C1205-4_S345_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d41-C1205-4_* | xargs cp -t /home/aseekat/forSRA	no	2015
cecal_d21_1209_1	d21_1209_1	1209_1	105.2631579	F	yWT	mFMT	HF1	21	cecal	13000	mouse	mFMT	3.695077	22363	d41-C1209-1_S329_L001_R1_001.fastq.gz	d41-C1209-1	d41-C1209-1_S329_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d41-C1209-1_* | xargs cp -t /home/aseekat/forSRA	no	2015
cecal_d21_1209_2	d21_1209_2	1209_2	99.4011976	F	yWT	mFMT	HF1	21	cecal	100	mouse	mFMT	3.906008	20384	d41-C1209-2_S353_L001_R1_001.fastq.gz	d41-C1209-2	d41-C1209-2_S353_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d41-C1209-2_* | xargs cp -t /home/aseekat/forSRA	no	2015
cecal_d21_1209_3	d21_1209_3	1209_3	105	F	yWT	mFMT	HF1	21	cecal	100	mouse	mFMT	3.35424	24835	d41-C1209-3_S349_L001_R1_001.fastq.gz	d41-C1209-3	d41-C1209-3_S349_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d41-C1209-3_* | xargs cp -t /home/aseekat/forSRA	no	2015
cecal_d21_1209_4	d21_1209_4	1209_4	105.0632911	F	yWT	mFMT	HF1	21	cecal	100	mouse	mFMT	3.782791	21212	d41-C1209-4_S381_L001_R1_001.fastq.gz	d41-C1209-4	d41-C1209-4_S381_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d41-C1209-4_* | xargs cp -t /home/aseekat/forSRA	no	2015
cecal_d21_1802_1	d21_1802_1	1802_1	106.2893082	F	yWT	mFMT	HF8	21	cecal	0	mouse	mFMT	3.594055	22893	cecal-d21-1802-1_S313_L001_R1_001.fastq.gz	cecal-d21-1802-1	cecal-d21-1802-1_S313_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name cecal-d21-1802-1_* | xargs cp -t /home/aseekat/forSRA	yes	2018
cecal_d21_1802_2	d21_1802_2	1802_2	100	F	yWT	mFMT	HF8	21	cecal	0	mouse	mFMT	3.680341	12820	cecal-d21-1802-2_S368_L001_R1_001.fastq.gz	cecal-d21-1802-2	cecal-d21-1802-2_S368_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name cecal-d21-1802-2_* | xargs cp -t /home/aseekat/forSRA	yes	2018
cecal_d21_1802_3	d21_1802_3	1802_3	102.3255814	F	yWT	mFMT	HF8	21	cecal	0	mouse	mFMT	3.603749	17148	cecal-d21-1802-3_S373_L001_R1_001.fastq.gz	cecal-d21-1802-3	cecal-d21-1802-3_S373_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name cecal-d21-1802-3_* | xargs cp -t /home/aseekat/forSRA	yes	2018
cecal_d21_1803_2	d21_1803_1	1803_1	NA	F	yWT	mFMT	HF8	21	cecal	NA	mouse	mFMT	3.778572	20109	cecal-d21-1803-2_S324_L001_R1_001.fastq.gz	cecal-d21-1803-2	cecal-d21-1803-2_S324_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name cecal-d21-1803-2_* | xargs cp -t /home/aseekat/forSRA	yes	2018
d32_1191_1	d32_1191_1	1191_1	107.8817734	F	yWT	mFMT	HF3	32	fecal	NA	mouse	mFMT	2.957964	38977	d32-1191-1_S28_L001_R1_001.fastq.gz	d32-1191-1	d32-1191-1_S28_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d32-1191-1_* | xargs cp -t /home/aseekat/forSRA	no	2015
d32_1191_2	d32_1191_2	1191_2	107.7669903	F	yWT	mFMT	HF3	32	fecal	0	mouse	mFMT	3.56548	26627	d32-1191-2_S29_L001_R1_001.fastq.gz	d32-1191-2	d32-1191-2_S29_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d32-1191-2_* | xargs cp -t /home/aseekat/forSRA	no	2015
d32_1275_1	d32_1275_1	1275_1	110.7526882	F	yWT	mFMT	HF3	32	fecal	0	mouse	mFMT	3.402607	11608	d32-1275-1_S30_L001_R1_001.fastq.gz	d32-1275-1	d32-1275-1_S30_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d32-1275-1_* | xargs cp -t /home/aseekat/forSRA	no	2015
d32_1275_2	d32_1275_2	1275_2	111.7647059	F	yWT	mFMT	HF3	32	fecal	0	mouse	mFMT	3.18719	25346	d32-1275-2_S31_L001_R1_001.fastq.gz	d32-1275-2	d32-1275-2_S31_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d32-1275-2_* | xargs cp -t /home/aseekat/forSRA	no	2015
d32_1275_3	d32_1275_3	1275_3	115.0837989	F	yWT	mFMT	HF3	32	fecal	0	mouse	mFMT	3.259573	36976	d32-1275-3_S97_L001_R1_001.fastq.gz	d32-1275-3	d32-1275-3_S97_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d32-1275-3_* | xargs cp -t /home/aseekat/forSRA	no	2015
d41_1191_1	d41_1191_1	1191_1	111.8226601	F	yWT	mFMT	HF3	41	fecal	1000	mouse	mFMT	2.704021	36700	d41-1191-1_S34_L001_R1_001.fastq.gz	d41-1191-1	d41-1191-1_S34_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d41-1191-1_* | xargs cp -t /home/aseekat/forSRA	no	2015
d41_1191_2	d41_1191_2	1191_2	112.6213592	F	yWT	mFMT	HF3	41	fecal	0	mouse	mFMT	2.583421	57194	d41-1191-2_S35_L001_R1_001.fastq.gz	d41-1191-2	d41-1191-2_S35_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d41-1191-2_* | xargs cp -t /home/aseekat/forSRA	no	2015
d41_1191_3	d41_1191_3	1191_3	109.5238095	F	yWT	mFMT	HF3	41	fecal	1000	mouse	mFMT	3.312872	44967	d41-1191-3_S36_L001_R1_001.fastq.gz	d41-1191-3	d41-1191-3_S36_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d41-1191-3_* | xargs cp -t /home/aseekat/forSRA	no	2015
d41_1275_1	d41_1275_1	1275_1	117.7419355	F	yWT	mFMT	HF3	41	fecal	0	mouse	mFMT	3.702208	11068	d41-1275-1_S37_L001_R1_001.fastq.gz	d41-1275-1	d41-1275-1_S37_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d41-1275-1_* | xargs cp -t /home/aseekat/forSRA	no	2015
d41_1275_2	d41_1275_2	1275_2	113.9037433	F	yWT	mFMT	HF3	41	fecal	0	mouse	mFMT	3.399549	17089	d41-1275-2_S38_L001_R1_001.fastq.gz	d41-1275-2	d41-1275-2_S38_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d41-1275-2_* | xargs cp -t /home/aseekat/forSRA	no	2015
d41_1275_3	d41_1275_3	1275_3	118.9944134	F	yWT	mFMT	HF3	41	fecal	0	mouse	mFMT	3.372654	30492	d41-1275-3_S39_L001_R1_001.fastq.gz	d41-1275-3	d41-1275-3_S39_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d41-1275-3_* | xargs cp -t /home/aseekat/forSRA	no	2015
cecal_1191_2	d42_1191_2	1191_2	NA	F	yWT	mFMT	HF3	42	cecal	0	mouse	mFMT	2.847035	16044	R2-cecal-1191-2_S315_L001_R1_001.fastq.gz	R2-cecal-1191-2	R2-cecal-1191-2_S315_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name R2-cecal-1191-2_* | xargs cp -t /home/aseekat/forSRA	no	2015
