seqID	SRA_ID	BioProjectID	BioSampleID	sampleID	mouse	percent_weight	sex	FMT_input	FMT_type	Experiment	day	type	CFU	sampleType	group	shannon	nseqs	propionate	succinate	acetate	butyrate	DCA	HDCA_UDCA	CDCA	aMCA	bMCA	CA	HCA	wMCA	GLCA	GCDCA	GDCA	GHDCA	GUDCA	GCA	GHCA	TLCA	TCDCA	TDCA	THDCA_TUDCA	THCA	TaMCA_TbMCA	TCA	Acetate_nmol	Propionate_nmol	Butyrate_nmol	Isovalerate_nmol	Valerate_nmol	Hexanoate_nmol	Heptanoate_nmol	Octanoate_nmol
d11_1901_3	d11_1901_3	PRJNA1168499	SAMN44423157	d11_1901_3	1901_3	94.57013575	F	yWT	mFMT	HF10	11	fecal	0	mouse	mFMT	0.013457	25774	8.372562589	0.169928485	19.04634418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d11_1901_4	d11_1901_4	PRJNA1168499	SAMN44423158	d11_1901_4	1901_4	102.1367521	F	yWT	mFMT	HF10	11	fecal	0	mouse	mFMT	0.047339	35542	NA	0	14.43722693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d12_1205_2	d12_1205_2	PRJNA1168499	SAMN44423159	d12_1205_2	1205_2	98.2832618	M	yWT	mFMT	HF1	12	fecal	13300000	mouse	mFMT	2.305953	16929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d12_1205_3	d12_1205_3	PRJNA1168499	SAMN44423160	d12_1205_3	1205_3	95.74468085	M	yWT	mFMT	HF1	12	fecal	30100000	mouse	mFMT	2.233102	16733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d12_1205_4	d12_1205_4	PRJNA1168499	SAMN44423161	d12_1205_4	1205_4	105.2401747	M	yWT	mFMT	HF1	12	fecal	2000000	mouse	mFMT	1.891049	21736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d12_1209_1	d12_1209_1	PRJNA1168499	SAMN44423162	d12_1209_1	1209_1	100.6578947	F	yWT	mFMT	HF1	12	fecal	100	mouse	mFMT	2.783348	18702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d12_1209_2	d12_1209_2	PRJNA1168499	SAMN44423163	d12_1209_2	1209_2	96.40718563	F	yWT	mFMT	HF1	12	fecal	6000	mouse	mFMT	2.789626	21936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d12_1209_3	d12_1209_3	PRJNA1168499	SAMN44423164	d12_1209_3	1209_3	98.75	F	yWT	mFMT	HF1	12	fecal	4000	mouse	mFMT	2.670098	19520	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d12_1209_4	d12_1209_4	PRJNA1168499	SAMN44423165	d12_1209_4	1209_4	101.8987342	F	yWT	mFMT	HF1	12	fecal	2500000	mouse	mFMT	2.737459	17914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1205_2	d13_1205_2	PRJNA1168499	SAMN44423166	d13_1205_2	1205_2	100.8583691	M	yWT	mFMT	HF1	13	fecal	43000000	mouse	mFMT	2.095808	17516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1205_3	d13_1205_3	PRJNA1168499	SAMN44423167	d13_1205_3	1205_3	96.59574468	M	yWT	mFMT	HF1	13	fecal	13900000	mouse	mFMT	2.295721	14146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1209_1	d13_1209_1	PRJNA1168499	SAMN44423168	d13_1209_1	1209_1	99.34210526	F	yWT	mFMT	HF1	13	fecal	41000000	mouse	mFMT	2.439485	14233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1209_2	d13_1209_2	PRJNA1168499	SAMN44423169	d13_1209_2	1209_2	94.61077844	F	yWT	mFMT	HF1	13	fecal	19000000	mouse	mFMT	2.456064	13000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1209_3	d13_1209_3	PRJNA1168499	SAMN44423170	d13_1209_3	1209_3	101.25	F	yWT	mFMT	HF1	13	fecal	12000000	mouse	mFMT	2.572554	11362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1802_1	d13_1802_1	PRJNA1168499	SAMN44423171	d13_1802_1	1802_1	101.8867925	F	yWT	mFMT	HF8	13	fecal	150000	mouse	mFMT	2.634475	10512	6.13369773	31.35569651	15.22053913	2.003357204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1802_2	d13_1802_2	PRJNA1168499	SAMN44423172	d13_1802_2	1802_2	100.6024096	F	yWT	mFMT	HF8	13	fecal	200000	mouse	mFMT	2.776127	21831	8.263512078	27.58254538	15.37840349	1.969691357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1802_3	d13_1802_3	PRJNA1168499	SAMN44423173	d13_1802_3	1802_3	97.09302326	F	yWT	mFMT	HF8	13	fecal	190000	mouse	mFMT	2.440094	21038	6.867273281	38.19798783	14.59506137	2.23473339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1803_2	d13_1803_2	PRJNA1168499	SAMN44423174	d13_1803_2	1803_2	102.5	F	yWT	mFMT	HF8	13	fecal	150000	mouse	mFMT	2.180038	12982	6.23069272	7.643992379	13.88347577	2.606894028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1840_1	d13_1840_1	PRJNA1168499	SAMN44423175	d13_1840_1	1840_1	100	M	yWT	mFMT	HF9	13	fecal	170000000	mouse	mFMT	2.380685	18262	8.795564079	27.34361794	13.57900944	3.067148731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1840_2	d13_1840_2	PRJNA1168499	SAMN44423176	d13_1840_2	1840_2	97.85714286	M	yWT	mFMT	HF9	13	fecal	300000000	mouse	mFMT	2.392968	18402	9.904762005	24.05067888	25.39477644	6.396222752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1840_3	d13_1840_3	PRJNA1168499	SAMN44423177	d13_1840_3	1840_3	100.7380074	M	yWT	mFMT	HF9	13	fecal	360000000	mouse	mFMT	2.370487	20885	8.997574428	21.49058067	18.96914543	1.812167142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1901_1	d13_1901_1	PRJNA1168499	SAMN44423178	d13_1901_1	1901_1	94.56521739	F	yWT	mFMT	HF10	13	fecal	320000000	mouse	mFMT	2.645854	28011	9.594596494	26.41893146	22.46752732	3.825434767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1901_3	d13_1901_3	PRJNA1168499	SAMN44423179	d13_1901_3	1901_3	93.21266968	F	yWT	mFMT	HF10	13	fecal	284000000	mouse	mFMT	2.649655	27514	9.631853626	27.28263181	26.01790667	4.937091578	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1901_4	d13_1901_4	PRJNA1168499	SAMN44423180	d13_1901_4	1901_4	97.43589744	F	yWT	mFMT	HF10	13	fecal	472000000	mouse	mFMT	2.78051	28812	8.860631009	28.95179385	23.68398527	2.737560345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1191_1	d16_1191_1	PRJNA1168499	SAMN44423181	d16_1191_1	1191_1	97.04433498	F	yWT	mFMT	HF3	16	fecal	6000	mouse	mFMT	2.742573	4126	27.82131942	2.255545081	125.4042223	23.46741441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1191_3	d16_1191_3	PRJNA1168499	SAMN44423182	d16_1191_3	1191_3	96.82539683	F	yWT	mFMT	HF3	16	fecal	158000	mouse	mFMT	2.983914	21222	35.65694107	3.650996971	123.4396219	33.24332237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1205_2	d16_1205_2	PRJNA1168499	SAMN44423183	d16_1205_2	1205_2	98.2832618	M	yWT	mFMT	HF1	16	fecal	44000	mouse	mFMT	3.013672	13827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1205_3	d16_1205_3	PRJNA1168499	SAMN44423184	d16_1205_3	1205_3	102.5531915	M	yWT	mFMT	HF1	16	fecal	52000	mouse	mFMT	3.254781	14424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1205_4	d16_1205_4	PRJNA1168499	SAMN44423185	d16_1205_4	1205_4	103.0567686	M	yWT	mFMT	HF1	16	fecal	10000	mouse	mFMT	2.919782	13227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1209_1	d16_1209_1	PRJNA1168499	SAMN44423186	d16_1209_1	1209_1	105.2631579	F	yWT	mFMT	HF1	16	fecal	6000	mouse	mFMT	2.77545	14442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1209_2	d16_1209_2	PRJNA1168499	SAMN44423187	d16_1209_2	1209_2	101.1976048	F	yWT	mFMT	HF1	16	fecal	10000	mouse	mFMT	2.766948	11089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1209_3	d16_1209_3	PRJNA1168499	SAMN44423188	d16_1209_3	1209_3	103.75	F	yWT	mFMT	HF1	16	fecal	8000	mouse	mFMT	2.97217	12485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1209_4	d16_1209_4	PRJNA1168499	SAMN44423189	d16_1209_4	1209_4	106.9620253	F	yWT	mFMT	HF1	16	fecal	100	mouse	mFMT	3.395175	14569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1275_1	d16_1275_1	PRJNA1168499	SAMN44423190	d16_1275_1	1275_1	109.1397849	F	yWT	mFMT	HF3	16	fecal	0	mouse	mFMT	2.755927	5518	40.18978948	1.633153028	109.8389469	7.696133057	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1275_2	d16_1275_2	PRJNA1168499	SAMN44423191	d16_1275_2	1275_2	104.2780749	F	yWT	mFMT	HF3	16	fecal	8000	mouse	mFMT	2.819371	9564	21.87752765	7.605434691	109.2970245	10.3658136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1275_3	d16_1275_3	PRJNA1168499	SAMN44423192	d16_1275_3	1275_3	108.3798883	F	yWT	mFMT	HF3	16	fecal	2000	mouse	mFMT	2.831036	23612	30.42033538	2.729241441	109.5327344	5.49454206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1840_1	d16_1840_1	PRJNA1168499	SAMN44423193	d16_1840_1	1840_1	101.7421603	M	yWT	mFMT	HF9	16	fecal	5200000	mouse	mFMT	3.419735	25014	30.03544645	3.404747729	103.9011953	17.34068555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1840_2	d16_1840_2	PRJNA1168499	SAMN44423194	d16_1840_2	1840_2	105	M	yWT	mFMT	HF9	16	fecal	200000	mouse	mFMT	3.497384	19240	27.04049365	3.860746078	83.761548	9.517908093	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1840_3	d16_1840_3	PRJNA1168499	SAMN44423195	d16_1840_3	1840_3	99.63099631	M	yWT	mFMT	HF9	16	fecal	200000	mouse	mFMT	3.872269	18100	18.66556663	1.863501095	132.9210371	25.03414484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1901_1	d16_1901_1	PRJNA1168499	SAMN44423196	d16_1901_1	1901_1	94.02173913	F	yWT	mFMT	HF10	16	fecal	3200000	mouse	mFMT	3.720921	23875	21.35669336	2.89607638	100.7860124	14.5086027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1901_3	d16_1901_3	PRJNA1168499	SAMN44423197	d16_1901_3	1901_3	94.11764706	F	yWT	mFMT	HF10	16	fecal	360000	mouse	mFMT	3.388475	22775	11.90187589	3.833076733	47.97798697	2.432595045	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1901_4	d16_1901_4	PRJNA1168499	SAMN44423198	d16_1901_4	1901_4	100.4273504	F	yWT	mFMT	HF10	16	fecal	1960000	mouse	mFMT	3.411223	20327	14.43815105	4.243224505	64.29337477	3.214489947	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d18_1802_1	d18_1802_1	PRJNA1168499	SAMN44423199	d18_1802_1	1802_1	108.8050314	F	yWT	mFMT	HF8	18	fecal	2000000	mouse	mFMT	2.662394	19629	15.75432458	4.543427569	54.34557045	2.447067523	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d18_1802_2	d18_1802_2	PRJNA1168499	SAMN44423200	d18_1802_2	1802_2	101.2048193	F	yWT	mFMT	HF8	18	fecal	60000	mouse	mFMT	3.164434	12662	12.04142616	5.422192316	76.66326431	13.13389839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d18_1802_3	d18_1802_3	PRJNA1168499	SAMN44423201	d18_1802_3	1802_3	102.3255814	F	yWT	mFMT	HF8	18	fecal	360000	mouse	mFMT	3.522974	18854	10.11375263	6.051577299	83.01132538	15.14956448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d18_1840_1	d18_1840_1	PRJNA1168499	SAMN44423202	d18_1840_1	1840_1	98.60627178	M	yWT	mFMT	HF9	18	fecal	300000	mouse	mFMT	4.085083	14320	15.60960039	2.811898811	96.04352169	33.72849886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d18_1840_2	d18_1840_2	PRJNA1168499	SAMN44423203	d18_1840_2	1840_2	102.5	M	yWT	mFMT	HF9	18	fecal	40000	mouse	mFMT	3.704947	16045	15.75934413	3.785614667	93.74071929	9.416925632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d18_1840_3	d18_1840_3	PRJNA1168499	SAMN44423204	d18_1840_3	1840_3	97.78597786	M	yWT	mFMT	HF9	18	fecal	100000	mouse	mFMT	4.166099	20501	15.28963908	1.950707627	106.0210686	19.84372483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d18_1901_1	d18_1901_1	PRJNA1168499	SAMN44423205	d18_1901_1	1901_1	95.65217391	F	yWT	mFMT	HF10	18	fecal	80000	mouse	mFMT	3.514224	26285	9.691465036	1.438179639	27.8333653	1.66123737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d18_1901_3	d18_1901_3	PRJNA1168499	SAMN44423206	d18_1901_3	1901_3	92.760181	F	yWT	mFMT	HF10	18	fecal	0	mouse	mFMT	3.933163	18357	19.27209709	4.754228285	101.81062	18.39097514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d18_1901_4	d18_1901_4	PRJNA1168499	SAMN44423207	d18_1901_4	1901_4	100	F	yWT	mFMT	HF10	18	fecal	20000	mouse	mFMT	3.650643	20978	15.09013971	6.07063934	70.20288532	3.935405178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1191_1	d19_1191_1	PRJNA1168499	SAMN44423208	d19_1191_1	1191_1	100.4926108	F	yWT	mFMT	HF3	19	fecal	0	mouse	mFMT	2.063696	22503	14.44907374	3.867138191	67.19122902	11.82650814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1191_2	d19_1191_2	PRJNA1168499	SAMN44423209	d19_1191_2	1191_2	100	F	yWT	mFMT	HF3	19	fecal	0	mouse	mFMT	2.892377	8191	10.21281488	14.00092717	54.2419133	3.002971059	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1191_3	d19_1191_3	PRJNA1168499	SAMN44423210	d19_1191_3	1191_3	98.94179894	F	yWT	mFMT	HF3	19	fecal	0	mouse	mFMT	2.578575	27086	18.0013865	9.87683943	91.63212125	15.17013597	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1205_2	d19_1205_2	PRJNA1168499	SAMN44423211	d19_1205_2	1205_2	107.2961373	M	yWT	mFMT	HF1	19	fecal	100	mouse	mFMT	2.729703	13280	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1205_3	d19_1205_3	PRJNA1168499	SAMN44423212	d19_1205_3	1205_3	102.5531915	M	yWT	mFMT	HF1	19	fecal	100	mouse	mFMT	2.8387	17918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1205_4	d19_1205_4	PRJNA1168499	SAMN44423213	d19_1205_4	1205_4	109.1703057	M	yWT	mFMT	HF1	19	fecal	100	mouse	mFMT	2.76303	13398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1209_1	d19_1209_1	PRJNA1168499	SAMN44423214	d19_1209_1	1209_1	108.5526316	F	yWT	mFMT	HF1	19	fecal	100	mouse	mFMT	3.123868	14275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1209_2	d19_1209_2	PRJNA1168499	SAMN44423215	d19_1209_2	1209_2	102.3952096	F	yWT	mFMT	HF1	19	fecal	100	mouse	mFMT	2.854171	17506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1209_3	d19_1209_3	PRJNA1168499	SAMN44423216	d19_1209_3	1209_3	103.125	F	yWT	mFMT	HF1	19	fecal	100	mouse	mFMT	2.634389	15815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1209_4	d19_1209_4	PRJNA1168499	SAMN44423217	d19_1209_4	1209_4	106.3291139	F	yWT	mFMT	HF1	19	fecal	100	mouse	mFMT	3.157492	16108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1275_1	d19_1275_1	PRJNA1168499	SAMN44423218	d19_1275_1	1275_1	104.8387097	F	yWT	mFMT	HF3	19	fecal	0	mouse	mFMT	2.89139	20204	10.44854357	9.085686513	56.7589589	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1275_2	d19_1275_2	PRJNA1168499	SAMN44423219	d19_1275_2	1275_2	102.1390374	F	yWT	mFMT	HF3	19	fecal	0	mouse	mFMT	2.962046	27652	28.20049444	16.09257701	159.033441	13.48396767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d19_1275_3	d19_1275_3	PRJNA1168499	SAMN44423220	d19_1275_3	1275_3	105.027933	F	yWT	mFMT	HF3	19	fecal	0	mouse	mFMT	2.871885	3250	14.26220518	7.516296159	72.78618364	9.132294601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c21_1840_1	c21_1840_1	PRJNA1168499	SAMN44423221	d21_1840_1	1840_1	102.0905923	M	yWT	mFMT	HF9	21	cecal	0	mouse	mFMT	3.596986	19748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c21_1840_2	c21_1840_2	PRJNA1168499	SAMN44423222	d21_1840_2	1840_2	104.6428571	M	yWT	mFMT	HF9	21	cecal	0	mouse	mFMT	3.753374	13754	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c21_1840_3	c21_1840_3	PRJNA1168499	SAMN44423223	d21_1840_3	1840_3	99.26199262	M	yWT	mFMT	HF9	21	cecal	0	mouse	mFMT	4.105383	13207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c21_1901_1	c21_1901_1	PRJNA1168499	SAMN44423224	d21_1901_1	1901_1	94.02173913	F	yWT	mFMT	HF10	21	cecal	20000	mouse	mFMT	3.924648	20098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
