seqID	BioProjectID	BioSampleID	sampleID	mouse	percent_weight	sex	FMT_input	FMT_type	Experiment	day	type	CFU	sampleType	group	shannon	nseqs
d32_1225_2	PRJNA1168499	SAMN44422982	d32_1225_2	1225_2	106.7873303	M	D2_A	hFMT	HF2	32	fecal	0	mouse	hFMT	2.528152	22315
d32_1225_3	PRJNA1168499	SAMN44422983	d32_1225_3	1225_3	113.0232558	M	D2_A	hFMT	HF2	32	fecal	0	mouse	hFMT	2.516014	20542
d32_1291_1	PRJNA1168499	SAMN44422984	d32_1291_1	1291_1	114.3617021	F	R4_F	hFMT	HF4	32	fecal	80000000	mouse	hFMT	1.813107	5218
d32_1291_2	PRJNA1168499	SAMN44422985	d32_1291_2	1291_2	112.0253165	F	R4_F	hFMT	HF4	32	fecal	142000000	mouse	hFMT	2.553197	46105
d32_1291_3	PRJNA1168499	SAMN44422986	d32_1291_3	1291_3	103.7234043	F	R4_F	hFMT	HF4	32	fecal	198000000	mouse	hFMT	2.402996	31473
d32_1292_1	PRJNA1168499	SAMN44422987	d32_1292_1	1292_1	115.625	F	D4_A	hFMT	HF4	32	fecal	40000000	mouse	hFMT	3.084787	7126
d32_1292_2	PRJNA1168499	SAMN44422988	d32_1292_2	1292_2	100	F	D4_A	hFMT	HF4	32	fecal	9000000	mouse	hFMT	3.092221	9945
d32_1292_3	PRJNA1168499	SAMN44422989	d32_1292_3	1292_3	106.5934066	F	D4_A	hFMT	HF4	32	fecal	10000000	mouse	hFMT	3.053402	33447
d32_1293_1	PRJNA1168499	SAMN44422990	d32_1293_1	1293_1	101.1173184	F	D5_A	hFMT	HF4	32	fecal	48000000	mouse	hFMT	2.236352	29125
d32_1293_2	PRJNA1168499	SAMN44422991	d32_1293_2	1293_2	101.8404908	F	D5_A	hFMT	HF4	32	fecal	75000000	mouse	hFMT	2.224482	43790
d32_1293_3	PRJNA1168499	SAMN44422992	d32_1293_3	1293_3	110.3658537	F	D5_A	hFMT	HF4	32	fecal	84000000	mouse	hFMT	2.046575	34600
d32_1295_2	PRJNA1168499	SAMN44422993	d32_1295_2	1295_2	104.6511628	M	R4_F	hFMT	HF4	32	fecal	74000000	mouse	hFMT	2.559892	46273
d32_1295_4	PRJNA1168499	SAMN44422994	d32_1295_4	1295_4	105.8035714	M	R4_F	hFMT	HF4	32	fecal	62000000	mouse	hFMT	2.255967	32995
d32_1296_1	PRJNA1168499	SAMN44422995	d32_1296_1	1296_1	111.8483412	M	D4_A	hFMT	HF4	32	fecal	26000000	mouse	hFMT	3.058051	36281
d32_1296_2	PRJNA1168499	SAMN44422996	d32_1296_2	1296_2	105.0228311	M	D4_A	hFMT	HF4	32	fecal	30000000	mouse	hFMT	3.185746	28167
d32_1296_3	PRJNA1168499	SAMN44422997	d32_1296_3	1296_3	111.5384615	M	D4_A	hFMT	HF4	32	fecal	12000000	mouse	hFMT	2.815668	58120
d32_1297_1	PRJNA1168499	SAMN44422998	d32_1297_1	1297_1	111.4893617	M	D5_A	hFMT	HF4	32	fecal	21000000	mouse	hFMT	2.347369	30458
d32_1297_2	PRJNA1168499	SAMN44422999	d32_1297_2	1297_2	119.6261682	M	D5_A	hFMT	HF4	32	fecal	46000000	mouse	hFMT	2.315098	22080
d32_1297_3	PRJNA1168499	SAMN44423000	d32_1297_3	1297_3	108.6956522	M	D5_A	hFMT	HF4	32	fecal	33000000	mouse	hFMT	2.337244	40171
d37_1223_3	PRJNA1168499	SAMN44423001	d37_1223_3	1223_3	116.3043478	F	D2_A	hFMT	HF2	37	fecal	320000	mouse	hFMT	2.572626	29148
d37_1223_4	PRJNA1168499	SAMN44423002	d37_1223_4	1223_4	115.4696133	F	D2_A	hFMT	HF2	37	fecal	90000	mouse	hFMT	2.720798	22389
d37_1223_5	PRJNA1168499	SAMN44423003	d37_1223_5	1223_5	109.4972067	F	D2_A	hFMT	HF2	37	fecal	520000	mouse	hFMT	2.65411	21103
d37_1225_1	PRJNA1168499	SAMN44423004	d37_1225_1	1225_1	113.1067961	M	D2_A	hFMT	HF2	37	fecal	0	mouse	hFMT	2.29339	25268
d37_1225_2	PRJNA1168499	SAMN44423005	d37_1225_2	1225_2	109.9547511	M	D2_A	hFMT	HF2	37	fecal	0	mouse	hFMT	2.383037	30956
d37_1225_3	PRJNA1168499	SAMN44423006	d37_1225_3	1225_3	113.0232558	M	D2_A	hFMT	HF2	37	fecal	0	mouse	hFMT	2.195884	30695
d41_1223_3	PRJNA1168499	SAMN44423007	d41_1223_3	1223_3	113.5869565	F	D2_A	hFMT	HF2	41	fecal	20000	mouse	hFMT	2.710737	20196
d41_1223_4	PRJNA1168499	SAMN44423008	d41_1223_4	1223_4	111.6022099	F	D2_A	hFMT	HF2	41	fecal	780000	mouse	hFMT	2.650373	28480
d41_1223_5	PRJNA1168499	SAMN44423009	d41_1223_5	1223_5	110.6145251	F	D2_A	hFMT	HF2	41	fecal	10000	mouse	hFMT	2.347764	26710
d41_1225_1	PRJNA1168499	SAMN44423010	d41_1225_1	1225_1	114.5631068	M	D2_A	hFMT	HF2	41	fecal	0	mouse	hFMT	2.183077	30081
d41_1225_2	PRJNA1168499	SAMN44423011	d41_1225_2	1225_2	108.1447964	M	D2_A	hFMT	HF2	41	fecal	0	mouse	hFMT	2.341777	21517
d41_1225_3	PRJNA1168499	SAMN44423012	d41_1225_3	1225_3	113.9534884	M	D2_A	hFMT	HF2	41	fecal	0	mouse	hFMT	2.120384	27843
d41_1291_1	PRJNA1168499	SAMN44423013	d41_1291_1	1291_1	116.4893617	F	R4_F	hFMT	HF4	41	fecal	77000000	mouse	hFMT	2.617183	19160
d41_1291_2	PRJNA1168499	SAMN44423014	d41_1291_2	1291_2	119.6202532	F	R4_F	hFMT	HF4	41	fecal	66000000	mouse	hFMT	2.573654	32989
d41_1291_3	PRJNA1168499	SAMN44423015	d41_1291_3	1291_3	110.106383	F	R4_F	hFMT	HF4	41	fecal	128000000	mouse	hFMT	2.556658	18361
d41_1292_1	PRJNA1168499	SAMN44423016	d41_1292_1	1292_1	110.625	F	D4_A	hFMT	HF4	41	fecal	16000000	mouse	hFMT	2.750745	45393
d41_1292_2	PRJNA1168499	SAMN44423017	d41_1292_2	1292_2	102.1052632	F	D4_A	hFMT	HF4	41	fecal	4000000	mouse	hFMT	2.959676	25245
d41_1292_3	PRJNA1168499	SAMN44423018	d41_1292_3	1292_3	114.2857143	F	D4_A	hFMT	HF4	41	fecal	14000000	mouse	hFMT	2.915997	28056
d41_1293_1	PRJNA1168499	SAMN44423019	d41_1293_1	1293_1	106.1452514	F	D5_A	hFMT	HF4	41	fecal	78000000	mouse	hFMT	2.330186	28743
d41_1293_2	PRJNA1168499	SAMN44423020	d41_1293_2	1293_2	109.8159509	F	D5_A	hFMT	HF4	41	fecal	92000000	mouse	hFMT	2.402266	27949
d41_1293_3	PRJNA1168499	SAMN44423021	d41_1293_3	1293_3	115.2439024	F	D5_A	hFMT	HF4	41	fecal	74000000	mouse	hFMT	2.46141	11407
d41_1295_2	PRJNA1168499	SAMN44423022	d41_1295_2	1295_2	106.9767442	M	R4_F	hFMT	HF4	41	fecal	64000000	mouse	hFMT	2.516666	49472
d41_1295_4	PRJNA1168499	SAMN44423023	d41_1295_4	1295_4	108.9285714	M	R4_F	hFMT	HF4	41	fecal	70000000	mouse	hFMT	2.203996	20468
d41_1296_1	PRJNA1168499	SAMN44423024	d41_1296_1	1296_1	113.7440758	M	D4_A	hFMT	HF4	41	fecal	7000000	mouse	hFMT	3.040796	33717
d41_1296_2	PRJNA1168499	SAMN44423025	d41_1296_2	1296_2	109.5890411	M	D4_A	hFMT	HF4	41	fecal	1000000	mouse	hFMT	2.977673	11708
d41_1296_3	PRJNA1168499	SAMN44423026	d41_1296_3	1296_3	115.3846154	M	D4_A	hFMT	HF4	41	fecal	2000000	mouse	hFMT	2.967587	25215
d41_1297_2	PRJNA1168499	SAMN44423027	d41_1297_2	1297_2	123.8317757	M	D5_A	hFMT	HF4	41	fecal	12000000	mouse	hFMT	2.307983	36632
d41_1297_3	PRJNA1168499	SAMN44423028	d41_1297_3	1297_3	113.0434783	M	D5_A	hFMT	HF4	41	fecal	11000000	mouse	hFMT	2.407069	46895
cecal_1291_2	PRJNA1168499	SAMN44423029	d42_1291_2	1291_2	NA	F	R4_F	hFMT	HF4	42	cecal	128000000	mouse	hFMT	2.413805	13724
cecal_1291_3	PRJNA1168499	SAMN44423030	d42_1291_3	1291_3	NA	F	R4_F	hFMT	HF4	42	cecal	166000000	mouse	hFMT	2.38051	12663
cecal_1292_1	PRJNA1168499	SAMN44423031	d42_1292_1	1292_1	NA	F	D4_A	hFMT	HF4	42	cecal	50000000	mouse	hFMT	2.947946	14561
cecal_1292_2	PRJNA1168499	SAMN44423032	d42_1292_2	1292_2	NA	F	D4_A	hFMT	HF4	42	cecal	13000000	mouse	hFMT	3.022737	8865
cecal_1292_3	PRJNA1168499	SAMN44423033	d42_1292_3	1292_3	NA	F	D4_A	hFMT	HF4	42	cecal	25000000	mouse	hFMT	2.94182	11395
cecal_1292_4	PRJNA1168499	SAMN44423034	d42_1292_4	1292_4	NA	F	D4_A	hFMT	HF4	42	cecal	19000000	mouse	hFMT	3.075075	8779
cecal_1293_1	PRJNA1168499	SAMN44423035	d42_1293_1	1293_1	NA	F	D5_A	hFMT	HF4	42	cecal	106000000	mouse	hFMT	2.234366	15314
cecal_1293_2	PRJNA1168499	SAMN44423036	d42_1293_2	1293_2	NA	F	D5_A	hFMT	HF4	42	cecal	145000000	mouse	hFMT	2.361949	14460
cecal_1293_4	PRJNA1168499	SAMN44423037	d42_1293_4	1293_4	NA	F	D5_A	hFMT	HF4	42	cecal	133000000	mouse	hFMT	2.345642	11442
cecal_1296_1	PRJNA1168499	SAMN44423038	d42_1296_1	1296_1	NA	M	D4_A	hFMT	HF4	42	cecal	19000000	mouse	hFMT	3.019574	10297
cecal_1296_2	PRJNA1168499	SAMN44423039	d42_1296_2	1296_2	NA	M	D4_A	hFMT	HF4	42	cecal	1000000	mouse	hFMT	3.064416	9303
cecal_1296_3	PRJNA1168499	SAMN44423040	d42_1296_3	1296_3	NA	M	D4_A	hFMT	HF4	42	cecal	9000000	mouse	hFMT	2.999027	11396
cecal_1297_1	PRJNA1168499	SAMN44423041	d42_1297_1	1297_1	NA	M	D5_A	hFMT	HF4	42	cecal	47000000	mouse	hFMT	2.330238	13523
cecal_1297_2	PRJNA1168499	SAMN44423042	d42_1297_2	1297_2	NA	M	D5_A	hFMT	HF4	42	cecal	23000000	mouse	hFMT	2.0948	21631
cecal_1297_4	PRJNA1168499	SAMN44423043	d42_1297_4	1297_4	NA	M	D5_A	hFMT	HF4	42	cecal	36000000	mouse	hFMT	2.374031	10794
cecal_d42_1223_3	PRJNA1168499	SAMN44423044	d42_1223_3	1223_3	NA	F	D2_A	hFMT	HF2	42	cecal	0	mouse	hFMT	2.424621	21516
cecal_d42_1223_4	PRJNA1168499	SAMN44423045	d42_1223_4	1223_4	NA	F	D2_A	hFMT	HF2	42	cecal	960000	mouse	hFMT	2.476479	20389
cecal_d42_1223_5	PRJNA1168499	SAMN44423046	d42_1223_5	1223_5	NA	F	D2_A	hFMT	HF2	42	cecal	6000	mouse	hFMT	2.475931	22403
cecal_d42_1225_1	PRJNA1168499	SAMN44423047	d42_1225_1	1225_1	NA	M	D2_A	hFMT	HF2	42	cecal	0	mouse	hFMT	2.06296	24383
cecal_d42_1225_2	PRJNA1168499	SAMN44423048	d42_1225_2	1225_2	NA	M	D2_A	hFMT	HF2	42	cecal	0	mouse	hFMT	2.232017	26303
cecal_d42_1225_3	PRJNA1168499	SAMN44423049	d42_1225_3	1225_3	NA	M	D2_A	hFMT	HF2	42	cecal	14000	mouse	hFMT	2.301885	15593
cecal_d42_1225_4	PRJNA1168499	SAMN44423050	d42_1225_4	1225_4	NA	M	D2_A	hFMT	HF2	42	cecal	0	mouse	hFMT	2.148507	24356
cecal_d42_1225_5	PRJNA1168499	SAMN44423051	d42_1225_5	1225_5	NA	M	D2_A	hFMT	HF2	42	cecal	0	mouse	hFMT	2.340957	21652
FMT1A_R4_F	PRJNA1168499	SAMN44423052	FMT1A_R4_F	NA	NA	NA	R4_F	hFMT	HF4	NA	fecal	NA	FMTinput	hFMT	3.175257	63547
FMT1B_R4_F	PRJNA1168499	SAMN44423053	FMT1B_R4_F	NA	NA	NA	R4_F	hFMT	HF4	NA	fecal	NA	FMTinput	hFMT	3.151072	32084
FMT2A_D4_A	PRJNA1168499	SAMN44423054	FMT2A_D4_A	NA	NA	NA	D4_A	hFMT	HF4	NA	fecal	NA	FMTinput	hFMT	3.770654	47189
FMT2B_D4_A	PRJNA1168499	SAMN44423055	FMT2B_D4_A	NA	NA	NA	D4_A	hFMT	HF4	NA	fecal	NA	FMTinput	hFMT	3.770958	49787
FMT3A_D5_A	PRJNA1168499	SAMN44423056	FMT3A_D5_A	NA	NA	NA	D5_A	hFMT	HF4	NA	fecal	NA	FMTinput	hFMT	2.264117	33469
FMT3B_D5_A	PRJNA1168499	SAMN44423057	FMT3B_D5_A	NA	NA	NA	D5_A	hFMT	HF4	NA	fecal	NA	FMTinput	hFMT	2.171798	35968
HF10_hFMT1	PRJNA1168499	SAMN44423058	HF10_hFMT1	NA	NA	NA	AMS001	hFMT	HF10	NA	fecal	NA	FMTinput	hFMT	3.499489	29525
HF9_hFMT1	PRJNA1168499	SAMN44423059	HF9_hFMT1	NA	NA	NA	AMS001	hFMT	HF9	NA	fecal	NA	FMTinput	hFMT	3.482185	17658
HF9_hFMT2	PRJNA1168499	SAMN44423060	HF9_hFMT2	NA	NA	NA	AMS005	hFMT	HF9	NA	fecal	NA	FMTinput	hFMT	3.438345	22504
humanDonor_exp2	PRJNA1168499	SAMN44423061	humanDonor_exp2	NA	NA	NA	D2_A	hFMT	HF2	NA	fecal	NA	FMTinput	hFMT	3.212406	13688
dn7_1191_1	PRJNA1168499	SAMN44423062	dn7_1191_1	1191_1	89.65517241	F	yWT	mFMT	HF3	-7	fecal	NA	mouse	mFMT	3.693237	32231
dn7_1205_1	PRJNA1168499	SAMN44423063	dn7_1205_1	1205_1	94.3231441	M	yWT	mFMT	HF1	-7	fecal	NA	mouse	mFMT	3.870856	10375
dn7_1209_1	PRJNA1168499	SAMN44423064	dn7_1209_1	1209_1	86.84210526	F	yWT	mFMT	HF1	-7	fecal	NA	mouse	mFMT	3.670274	18838
dn7_1275_1	PRJNA1168499	SAMN44423065	dn7_1275_1	1275_1	95.69892473	F	yWT	mFMT	HF3	-7	fecal	NA	mouse	mFMT	3.04953	5282
dn7_1275_2	PRJNA1168499	SAMN44423066	dn7_1275_2	1275_2	93.04812834	F	yWT	mFMT	HF3	-7	fecal	NA	mouse	mFMT	3.32652	11665
dn7_1802_1	PRJNA1168499	SAMN44423067	dn7_1802_1	1802_1	71.06918239	F	yWT	mFMT	HF8	-7	fecal	NA	mouse	mFMT	3.681047	20948
dn7_1802_2	PRJNA1168499	SAMN44423068	dn7_1802_2	1802_2	77.71084337	F	yWT	mFMT	HF8	-7	fecal	NA	mouse	mFMT	3.437282	24021
dn7_1802_3	PRJNA1168499	SAMN44423069	dn7_1802_3	1802_3	76.1627907	F	yWT	mFMT	HF8	-7	fecal	NA	mouse	mFMT	3.03489	22616
dn7_1803_2	PRJNA1168499	SAMN44423070	dn7_1803_2	1803_2	72.5	F	yWT	mFMT	HF8	-7	fecal	NA	mouse	mFMT	3.584766	24722
dn7_1840_1	PRJNA1168499	SAMN44423071	dn7_1840_1	1840_1	95.47038328	M	yWT	mFMT	HF9	-7	fecal	NA	mouse	mFMT	4.055757	21716
dn7_1840_2	PRJNA1168499	SAMN44423072	dn7_1840_2	1840_2	95	M	yWT	mFMT	HF9	-7	fecal	NA	mouse	mFMT	4.288021	15137
dn7_1840_3	PRJNA1168499	SAMN44423073	dn7_1840_3	1840_3	95.57195572	M	yWT	mFMT	HF9	-7	fecal	NA	mouse	mFMT	4.219064	14925
dn7_1901_1	PRJNA1168499	SAMN44423074	dn7_1901_1	1901_1	94.02173913	F	yWT	mFMT	HF10	-7	fecal	NA	mouse	mFMT	4.385916	16298
dn7_1901_2	PRJNA1168499	SAMN44423075	dn7_1901_2	1901_2	94.03669725	F	yWT	mFMT	HF10	-7	fecal	NA	mouse	mFMT	3.680104	30536
dn7_1901_3	PRJNA1168499	SAMN44423076	dn7_1901_3	1901_3	91.40271493	F	yWT	mFMT	HF10	-7	fecal	NA	mouse	mFMT	3.685606	34194
dn7_1901_4	PRJNA1168499	SAMN44423077	dn7_1901_4	1901_4	96.15384615	F	yWT	mFMT	HF10	-7	fecal	NA	mouse	mFMT	3.64226	26937
d0_1191_1	PRJNA1168499	SAMN44423078	d0_1191_1	1191_1	100	F	yWT	mFMT	HF3	0	fecal	NA	mouse	mFMT	0.018764	27274
d0_1205_1	PRJNA1168499	SAMN44423079	d0_1205_1	1205_1	100	M	yWT	mFMT	HF1	0	fecal	NA	mouse	mFMT	0.023091	19540
d0_1209_1	PRJNA1168499	SAMN44423080	d0_1209_1	1209_1	100	F	yWT	mFMT	HF1	0	fecal	NA	mouse	mFMT	2.968756	17854
d0_1275_1	PRJNA1168499	SAMN44423081	d0_1275_1	1275_1	100	F	yWT	mFMT	HF3	0	fecal	NA	mouse	mFMT	0.021455	11100
d0_1802_1	PRJNA1168499	SAMN44423082	d0_1802_1	1802_1	100	F	yWT	mFMT	HF8	0	fecal	0	mouse	mFMT	1.760456	23036
d0_1802_2	PRJNA1168499	SAMN44423083	d0_1802_2	1802_2	100	F	yWT	mFMT	HF8	0	fecal	0	mouse	mFMT	3.165192	25494
d0_1803_2	PRJNA1168499	SAMN44423084	d0_1803_2	1803_2	100	F	yWT	mFMT	HF8	0	fecal	0	mouse	mFMT	2.855292	22196
d0_1840_2	PRJNA1168499	SAMN44423085	d0_1840_2	1840_2	100	M	yWT	mFMT	HF9	0	fecal	0	mouse	mFMT	0.020078	22672
d0_1840_3	PRJNA1168499	SAMN44423086	d0_1840_3	1840_3	100	M	yWT	mFMT	HF9	0	fecal	0	mouse	mFMT	0.017702	16548
d0_1901_1	PRJNA1168499	SAMN44423087	d0_1901_1	1901_1	100	F	yWT	mFMT	HF10	0	fecal	0	mouse	mFMT	0.010561	32691
d0_1901_2	PRJNA1168499	SAMN44423088	d0_1901_2	1901_2	100	F	yWT	mFMT	HF10	0	fecal	0	mouse	mFMT	0.016982	29863
d0_1901_3	PRJNA1168499	SAMN44423089	d0_1901_3	1901_3	100	F	yWT	mFMT	HF10	0	fecal	0	mouse	mFMT	0.023457	26897
d0_1904_4	PRJNA1168499	SAMN44423090	d0_1901_4	1901_4	100	F	yWT	mFMT	HF10	0	fecal	0	mouse	mFMT	0.012787	29003
d1_1191_1	PRJNA1168499	SAMN44423091	d1_1191_1	1191_1	102.955665	F	yWT	mFMT	HF3	1	fecal	700000	mouse	mFMT	0.537216	19680
d1_1191_2	PRJNA1168499	SAMN44423092	d1_1191_2	1191_2	100.4854369	F	yWT	mFMT	HF3	1	fecal	500000	mouse	mFMT	0.686431	11740
d1_1205_1	PRJNA1168499	SAMN44423093	d1_1205_1	1205_1	108.2969432	M	yWT	mFMT	HF1	1	fecal	36000000	mouse	mFMT	0.531859	16983
d1_1205_3	PRJNA1168499	SAMN44423094	d1_1205_3	1205_3	100.8510638	M	yWT	mFMT	HF1	1	fecal	15000000	mouse	mFMT	0.677022	11577
d1_1209_1	PRJNA1168499	SAMN44423095	d1_1209_1	1209_1	102.6315789	F	yWT	mFMT	HF1	1	fecal	100	mouse	mFMT	2.978567	21268
d1_1209_2	PRJNA1168499	SAMN44423096	d1_1209_2	1209_2	99.4011976	F	yWT	mFMT	HF1	1	fecal	32000000	mouse	mFMT	2.3089	10588
d1_1275_1	PRJNA1168499	SAMN44423097	d1_1275_1	1275_1	102.688172	F	yWT	mFMT	HF3	1	fecal	7200000	mouse	mFMT	0.557702	14571
d1_1275_2	PRJNA1168499	SAMN44423098	d1_1275_2	1275_2	104.8128342	F	yWT	mFMT	HF3	1	fecal	1000000	mouse	mFMT	0.290465	15097
d1_1802_1	PRJNA1168499	SAMN44423099	d1_1802_1	1802_1	100	F	yWT	mFMT	HF8	1	fecal	1380000000	mouse	mFMT	1.982061	28912
d1_1802_2	PRJNA1168499	SAMN44423100	d1_1802_2	1802_2	100.6024096	F	yWT	mFMT	HF8	1	fecal	8000000	mouse	mFMT	3.326197	24750
d1_1803_2	PRJNA1168499	SAMN44423101	d1_1803_2	1803_2	103.75	F	yWT	mFMT	HF8	1	fecal	600000000	mouse	mFMT	0.189675	14184
d1_1840_1	PRJNA1168499	SAMN44423102	d1_1840_1	1840_1	101.0452962	M	yWT	mFMT	HF9	1	fecal	0	mouse	mFMT	0.032222	20566
d1_1840_2	PRJNA1168499	SAMN44423103	d1_1840_2	1840_2	100	M	yWT	mFMT	HF9	1	fecal	0	mouse	mFMT	0.65301	16671
d1_1840_3	PRJNA1168499	SAMN44423104	d1_1840_3	1840_3	100.3690037	M	yWT	mFMT	HF9	1	fecal	20000000	mouse	mFMT	0.292875	20682
d1_1901_1	PRJNA1168499	SAMN44423105	d1_1901_1	1901_1	99.45652174	F	yWT	mFMT	HF10	1	fecal	580000000	mouse	mFMT	0.334953	36669
d1_1901_2	PRJNA1168499	SAMN44423106	d1_1901_2	1901_2	99.08256881	F	yWT	mFMT	HF10	1	fecal	490000000	mouse	mFMT	0.061131	33194
d1_1901_3	PRJNA1168499	SAMN44423107	d1_1901_3	1901_3	98.19004525	F	yWT	mFMT	HF10	1	fecal	760000000	mouse	mFMT	0.18333	32776
d1_1901_4	PRJNA1168499	SAMN44423108	d1_1901_4	1901_4	100	F	yWT	mFMT	HF10	1	fecal	370000000	mouse	mFMT	0.439263	24249
d4_1191_1	PRJNA1168499	SAMN44423109	d4_1191_1	1191_1	86.20689655	F	yWT	mFMT	HF3	4	fecal	59000000	mouse	mFMT	1.306096	31445
d4_1191_2	PRJNA1168499	SAMN44423110	d4_1191_2	1191_2	86.40776699	F	yWT	mFMT	HF3	4	fecal	17592592.59	mouse	mFMT	1.363965	25319
d4_1205_2	PRJNA1168499	SAMN44423111	d4_1205_2	1205_2	95.70815451	M	yWT	mFMT	HF1	4	fecal	23000000	mouse	mFMT	1.642772	15269
d4_1205_3	PRJNA1168499	SAMN44423112	d4_1205_3	1205_3	85.10638298	M	yWT	mFMT	HF1	4	fecal	13000000	mouse	mFMT	1.340709	22539
d4_1205_4	PRJNA1168499	SAMN44423113	d4_1205_4	1205_4	87.33624454	M	yWT	mFMT	HF1	4	fecal	34000000	mouse	mFMT	1.799048	21905
d4_1209_1	PRJNA1168499	SAMN44423114	d4_1209_1	1209_1	102.6315789	F	yWT	mFMT	HF1	4	fecal	100	mouse	mFMT	2.735967	18678
d4_1209_2	PRJNA1168499	SAMN44423115	d4_1209_2	1209_2	95.80838323	F	yWT	mFMT	HF1	4	fecal	100	mouse	mFMT	2.852695	13802
d4_1209_3	PRJNA1168499	SAMN44423116	d4_1209_3	1209_3	97.5	F	yWT	mFMT	HF1	4	fecal	2300000	mouse	mFMT	1.595463	23778
d4_1275_1	PRJNA1168499	SAMN44423117	d4_1275_1	1275_1	91.39784946	F	yWT	mFMT	HF3	4	fecal	53000000	mouse	mFMT	0.813667	12095
d4_1275_2	PRJNA1168499	SAMN44423118	d4_1275_2	1275_2	90.90909091	F	yWT	mFMT	HF3	4	fecal	4000000	mouse	mFMT	0.823957	12978
d4_1802_1	PRJNA1168499	SAMN44423119	d4_1802_1	1802_1	97.48427673	F	yWT	mFMT	HF8	4	fecal	80000000	mouse	mFMT	2.589001	24451
d4_1802_2	PRJNA1168499	SAMN44423120	d4_1802_2	1802_2	100.6024096	F	yWT	mFMT	HF8	4	fecal	1000000	mouse	mFMT	3.276628	16840
d4_1803_2	PRJNA1168499	SAMN44423121	d4_1803_2	1803_2	92.5	F	yWT	mFMT	HF8	4	fecal	530000000	mouse	mFMT	1.414497	26320
d4_1840_1	PRJNA1168499	SAMN44423122	d4_1840_1	1840_1	95.47038328	M	yWT	mFMT	HF9	4	fecal	420000000	mouse	mFMT	1.875467	26678
d4_1840_2	PRJNA1168499	SAMN44423123	d4_1840_2	1840_2	98.21428571	M	yWT	mFMT	HF9	4	fecal	570000000	mouse	mFMT	1.855061	21243
d4_1901_1	PRJNA1168499	SAMN44423124	d4_1901_1	1901_1	96.73913043	F	yWT	mFMT	HF10	4	fecal	630000000	mouse	mFMT	0.256204	24488
d4_1901_2	PRJNA1168499	SAMN44423125	d4_1901_2	1901_2	94.95412844	F	yWT	mFMT	HF10	4	fecal	690000000	mouse	mFMT	0.675323	18440
d7_1205_3	PRJNA1168499	SAMN44423126	d7_1205_3	1205_3	96.59574468	M	yWT	mFMT	HF1	7	fecal	NA	mouse	mFMT	0.152023	15276
d7_1209_1	PRJNA1168499	SAMN44423127	d7_1209_1	1209_1	103.2894737	F	yWT	mFMT	HF1	7	fecal	NA	mouse	mFMT	1.477019	20263
d9_1205_2	PRJNA1168499	SAMN44423128	d9_1205_2	1205_2	99.57081545	M	yWT	mFMT	HF1	9	fecal	100	mouse	mFMT	0.993749	15873
d9_1205_3	PRJNA1168499	SAMN44423129	d9_1205_3	1205_3	94.89361702	M	yWT	mFMT	HF1	9	fecal	100	mouse	mFMT	1.340728	18067
d9_1205_4	PRJNA1168499	SAMN44423130	d9_1205_4	1205_4	103.4934498	M	yWT	mFMT	HF1	9	fecal	100	mouse	mFMT	1.125957	13111
d9_1209_1	PRJNA1168499	SAMN44423131	d9_1209_1	1209_1	102.6315789	F	yWT	mFMT	HF1	9	fecal	100	mouse	mFMT	1.723069	18005
d9_1209_3	PRJNA1168499	SAMN44423132	d9_1209_3	1209_3	99.375	F	yWT	mFMT	HF1	9	fecal	100	mouse	mFMT	1.767952	18483
d9_1840_1	PRJNA1168499	SAMN44423133	d9_1840_1	1840_1	101.7421603	M	yWT	mFMT	HF9	9	fecal	0	mouse	mFMT	1.113892	24891
d9_1840_2	PRJNA1168499	SAMN44423134	d9_1840_2	1840_2	101.4285714	M	yWT	mFMT	HF9	9	fecal	0	mouse	mFMT	1.10875	29309
d9_1840_3	PRJNA1168499	SAMN44423135	d9_1840_3	1840_3	98.15498155	M	yWT	mFMT	HF9	9	fecal	0	mouse	mFMT	1.100527	34219
d9_1901_1	PRJNA1168499	SAMN44423136	d9_1901_1	1901_1	NA	F	yWT	mFMT	HF10	9	fecal	0	mouse	mFMT	0.035744	38622
d9_1901_3	PRJNA1168499	SAMN44423137	d9_1901_3	1901_3	97.73755656	F	yWT	mFMT	HF10	9	fecal	0	mouse	mFMT	0.017785	33853
d9_1901_4	PRJNA1168499	SAMN44423138	d9_1901_4	1901_4	97.86324786	F	yWT	mFMT	HF10	9	fecal	0	mouse	mFMT	0.014088	42784
d11_1191_1	PRJNA1168499	SAMN44423139	d11_1191_1	1191_1	101.4778325	F	yWT	mFMT	HF3	11	fecal	0	mouse	mFMT	0.705306	59898
d11_1191_2	PRJNA1168499	SAMN44423140	d11_1191_2	1191_2	100	F	yWT	mFMT	HF3	11	fecal	0	mouse	mFMT	0.783077	48035
d11_1205_2	PRJNA1168499	SAMN44423141	d11_1205_2	1205_2	98.2832618	M	yWT	mFMT	HF1	11	fecal	10400000	mouse	mFMT	1.328859	17029
d11_1205_3	PRJNA1168499	SAMN44423142	d11_1205_3	1205_3	101.7021277	M	yWT	mFMT	HF1	11	fecal	7600000	mouse	mFMT	1.391228	19732
d11_1205_4	PRJNA1168499	SAMN44423143	d11_1205_4	1205_4	104.3668122	M	yWT	mFMT	HF1	11	fecal	100	mouse	mFMT	1.143361	22771
