"COMP_ID","PATHWAY.SORTORDER","BIOCHEMICAL","SUPERPATHWAY","SUBPATHWAY","PLATFORM","CHEMICAL_ID","RI","MASS","PUBCHEM","CAS","KEGG","HMDB","dir","dir_noFMT","dir_hFMT","dir_healthy"
43582,120,"5-(galactosylhydroxy)-L-lysine","Amino Acid","Lysine Metabolism","LC/MS Pos Early",100002462,2755,325.1606,"66995551","32448-36-5","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
43586,521,"N-monomethylarginine","Amino Acid","Urea cycle; Arginine and Proline Metabolism","LC/MS Pos Early",100004488,2845,189.1346,"132862","53308-83-1","C03884","HMDB0029416","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
43588,3527,"taurohyodeoxycholic acid","Lipid","Secondary Bile Acid Metabolism","LC/MS Neg",100003869,5073,498.2895,"12443252","38411-85-7","","HMDB0000874","Up in cleared","Up in mFMT","Up in mFMT","Up in mFMT"
43589,5056,"soyasaponin II","Xenobiotics","Food Component/Plant","LC/MS Neg",100004482,5175,911.501,"443614","55319-36-3","C12081","HMDB0034650","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
43590,5055,"soyasaponin I","Xenobiotics","Food Component/Plant","LC/MS Neg",100004481,5163,941.5115,"122097","51330-27-9","C08983","HMDB0034649","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
43802,527,"guanidinoacetate","Amino Acid","Creatine Metabolism","LC/MS Pos Early",344,1937,118.0611,"763","352-97-6","C00581","HMDB0000128","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
43805,5285,"3-deoxyoctulosonate","Xenobiotics","Bacterial/Fungal","LC/MS Neg",100000095,654.9,237.0616,"119228","103404-70-2","C01187","","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
43807,4405,"bilirubin","Cofactors and Vitamins","Hemoglobin and Porphyrin Metabolism","LC/MS Pos Late",1090,1840,585.2708,"5280352","635-65-4","C00486","HMDB0000054","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
43829,647,"gamma-glutamylvaline","Peptide","Gamma-glutamyl Amino Acid","LC/MS Polar",100001126,3000,245.1143,"7015683","2746-34-1","","HMDB0011172","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
43831,90,"1-methylhistamine","Amino Acid","Histidine Metabolism","LC/MS Pos Early",100001204,3040,126.1026,"3614","501-75-7","C05127","HMDB0000898","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
43835,3530,"3-dehydrocholate","Lipid","Secondary Bile Acid Metabolism","LC/MS Neg",100001062,5050,405.2646,"159655","2304-89-4","","HMDB00502","Up in cleared","Down in mFMT","Up in mFMT","Up in mFMT"
43847,2842,"glycerol 3-phosphate","Lipid","Glycerolipid Metabolism","LC/MS Pos Early",100000258,580,173.021,"754","29849-82-9","C0093","HMDB0000126","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
43849,2210,"inositol 1-phosphate (I1P)","Lipid","Inositol Metabolism","LC/MS Polar",370,4785,259.0224,"440194","573-35-3;106032-59-1","C01177","HMDB0000213","Down in cleared","Up in mFMT","Down in mFMT","Up in mFMT"
44526,423,"3-methyl-2-oxobutyrate","Amino Acid","""Leucine, Isoleucine and Valine Metabolism""","LC/MS Polar",100000936,911,115.0401,"49","3715-29-5","C00141","HMDB0000019","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
44552,6135,"S-(3-hydroxypropyl)mercapturic acid (HPMA)","Xenobiotics","Chemical","LC/MS Neg",100004568,1576,220.0649,"119083","23127-40-4","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
44621,2836,"1-(1-enyl-oleoyl)-GPE (P-18:1)*","Lipid","Lysoplasmalogen","LC/MS Pos Late",100005372,1566,464.3136,"","","","","Up in cleared","Down in mFMT","Up in mFMT","Down in mFMT"
44644,3531,"12-dehydrocholate","Lipid","Secondary Bile Acid Metabolism","LC/MS Neg",100001072,4871,405.2646,"6674","2458-08-4;2458-08-4","","HMDB00400","Up in cleared","Up in mFMT","Up in mFMT","Up in mFMT"
44656,351,"isovalerate (C5)","Amino Acid","""Leucine, Isoleucine and Valine Metabolism""","LC/MS Neg",100000708,1564,101.0608,"10430","503-74-2","C08262","HMDB0000718","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
44663,4975,"naringenin","Xenobiotics","Food Component/Plant","LC/MS Neg",100000920,3437,271.0612,"932","67604-48-2","C00509","HMDB0002670","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
44664,127,"glutarylcarnitine (C5-DC)","Amino Acid","Lysine Metabolism","LC/MS Pos Early",100001593,2393,276.1442,"71317118","102636-82-8","","HMDB0013130","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
44675,1563,"docosahexaenoate (DHA; 22:6n3)","Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)","LC/MS Neg",100000665,5525,327.233,"445580","6217-54-5","C06429","HMDB0002183","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
44681,1864,"palmitoylcarnitine (C16)","Lipid","""Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)""","LC/MS Pos Late",100000776,1425,400.3421,"461","6865-14-1","C02990","HMDB0000222","Up in cleared","Down in mFMT","Up in mFMT","Down in mFMT"
44872,642,"gamma-glutamylmethionine","Peptide","Gamma-glutamyl Amino Acid","LC/MS Pos Early",100001313,2640,279.1009,"7009567","17663-87-5","","HMDB0029155","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
44877,3021,"N-palmitoyl-sphingosine (d18:1/16:0)","Lipid","Ceramides","LC/MS Pos Late",1518,2893,538.5194,"5283564","24696-26-2","","HMDB0004949","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
45413,6086,"O-sulfo-L-tyrosine","Xenobiotics","Chemical","LC/MS Neg",100005384,990,260.0234,"514186","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
45415,4565,"3-(3-hydroxyphenyl)propionate sulfate","Xenobiotics","Benzoate Metabolism","LC/MS Neg",100005391,1294,245.0125,"187488","86321-32-6","","HMDB0094710","Down in cleared","Up in mFMT","Down in mFMT","Up in mFMT"
45428,441,"N-acetylmethionine sulfoxide","Amino Acid","""Methionine, Cysteine, SAM and Taurine Metabolism""","LC/MS Pos Early",100005463,880,208.0638,"11902949","108646-71-5","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
45966,2702,"1-stearoyl-GPS (18:0)*","Lipid","Lysophospholipid","LC/MS Neg",100004327,5800,524.2994,"74819135","","","HMDB0061698","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
45968,2713,"1-oleoyl-GPG (18:1)*","Lipid","Lysophospholipid","LC/MS Neg",100005716,5610,509.2885,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
45970,2708,"1-palmitoyl-GPG (16:0)*","Lipid","Lysophospholipid","LC/MS Neg",100005717,5570,483.2728,"3300276","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
46130,2701,"1-palmitoyl-GPS (16:0)*","Lipid","Lysophospholipid","LC/MS Neg",100005805,5572,496.2681,"9547100","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
46142,1351,"mannitol/sorbitol","Carbohydrate","""Fructose, Mannose and Galactose Metabolism""","LC/MS Polar",100001740,2320,181.0718,"6251;5780","","""C00392,C00794""","""HMDB0000247,HMDB0000765""","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
46146,4502,"4-methylcatechol sulfate","Xenobiotics","Benzoate Metabolism","LC/MS Neg",100004111,2665,203.002,"54104170","","","HMDB0240459","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
46173,1441,"aconitate [cis or trans]","Energy","TCA Cycle","LC/MS Neg",100001359,580,173.0092,"643757;444212","","""C02341,C004174""","""HMDB0000958,HMDB000072""","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
46223,1891,"linoleoylcarnitine (C18:2)*","Lipid","""Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)""","LC/MS Pos Late",100003151,1430,424.3421,"6450015","36816-10-1","","HMDB0006469","Up in cleared","Down in mFMT","Up in mFMT","Down in mFMT"
46225,6448,"glutamine degradant*","Partially Characterized Molecules","Partially Characterized Molecules","LC/MS Pos Early",100001540,1900,129.0659,"","2353-44-8","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
46227,121,"fructosyllysine","Amino Acid","Lysine Metabolism","LC/MS Pos Early",100005373,2784,309.1656,"9839580","21291-40-7","","HMDB0034879","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
46285,NA,"X - 21283","","","LC/MS Pos Early",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
46333,4165,"2'-deoxyadenosine 5'-monophosphate","Nucleotide","""Purine Metabolism, Adenine containing""","LC/MS Pos Early",100000485,1284,332.0755,"12599","653-63-4","C00360","HMDB0000905","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
46336,3521,"6-oxolithocholate","Lipid","Secondary Bile Acid Metabolism","LC/MS Neg",100001068,5033,389.2697,"164960","2393-61-5","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
46390,NA,"X - 11308","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
46398,NA,"X - 21353","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
46400,NA,"X - 21355","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
46405,NA,"X - 21360","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
46407,NA,"X - 21362","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
46537,424,"alpha-hydroxyisovalerate","Amino Acid","""Leucine, Isoleucine and Valine Metabolism""","LC/MS Polar",100001300,1052,117.0557,"99823","600-37-3","","HMDB0000407","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
46539,1433,"N-acetylglucosamine/N-acetylgalactosamine","Carbohydrate","Aminosugar Metabolism","LC/MS Pos Early",100006435,715,222.0972,"84265;439174","","C01074","""HMDB0000212,HMDB0000215""","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
46610,NA,"X - 12007","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Down in mFMT","Up in mFMT","Down in mFMT"
46627,NA,"X - 12740","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
46632,NA,"X - 14056","","","LC/MS Pos Early",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
46661,NA,"X - 15245","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
46705,NA,"X - 17438","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
46798,2926,"oleoyl-linoleoyl-glycerol (18:1/18:2) [1]","Lipid","Diacylglycerol","LC/MS Pos Late",100002989,3115,636.5562,"14275396","106292-55-1","","HMDB0007219","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
46799,2927,"oleoyl-linoleoyl-glycerol (18:1/18:2) [2]","Lipid","Diacylglycerol","LC/MS Pos Late",100002990,3223,636.5562,"71433693","104346-53-4","","HMDB0007219","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
46957,4354,"gulonate*","Cofactors and Vitamins","Ascorbate and Aldarate Metabolism","LC/MS Polar",100001586,2750,195.051,"152304","20246-53-1","C00800","HMDB0003290","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
46960,6083,"sulfate*","Xenobiotics","Chemical","LC/MS Neg",100002528,616,96.9601,"5152822","14808-79-8","C00059","HMDB01448","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
46964,NA,"X - 21788","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Up in mFMT"
46972,NA,"X - 21796","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
46996,NA,"X - 12379","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Up in mFMT","Up in mFMT","Up in mFMT"
47076,1462,"citraconate/glutaconate","Energy","TCA Cycle","LC/MS Polar",100006438,2600,129.0194,"643798;5280498","","""C02226,C02214""","""HMDB0000620,HMDB0000634""","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
47089,481,"3-sulfo-L-alanine","Amino Acid","""Methionine, Cysteine, SAM and Taurine Metabolism""","LC/MS Neg",382,636,167.9972,"72886","498-40-8","C00506","HMDB0002757","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
47114,4898,"ferulic acid 4-sulfate","Xenobiotics","Food Component/Plant","LC/MS Neg",100005389,1200,273.0074,"6305574","86321-29-1","","HMDB0029200","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
47123,2005,"10-hydroxystearate","Lipid","""Fatty Acid, Monohydroxy""","LC/MS Neg",100005852,5370,299.2592,"9561835","","C03195","HMDB0037396","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
47153,3129,"""sphingomyelin (d18:1/24:1, d18:2/24:0)*""","Lipid","Sphingomyelins","LC/MS Pos Late",100005986,3200,813.6844,"44260126","94359-13-4","","HMDB0012107","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
47193,NA,"X - 20295","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
47197,NA,"X - 20100","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
47203,NA,"X - 13007","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
47204,NA,"X - 14904","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
47205,NA,"X - 21959","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
47223,NA,"X - 14254","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
47230,NA,"X - 14383","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
47233,NA,"X - 14392","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
47256,NA,"X - 14910","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
47266,NA,"X - 15853","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
47268,NA,"X - 15856","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
47276,NA,"X - 22030","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
47283,NA,"X - 17749","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
47284,NA,"X - 17709","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
47307,NA,"X - 17877","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
47316,NA,"X - 17910","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
47317,NA,"X - 17919","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
47320,NA,"X - 17960","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
47323,NA,"X - 17969","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
47342,NA,"X - 18345","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
47346,NA,"X - 18410","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
47353,NA,"X - 19232","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
47356,NA,"X - 19452","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
47357,NA,"X - 19746","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
47359,NA,"X - 19763","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
47362,NA,"X - 19911","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
47367,NA,"X - 19917","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
47371,NA,"X - 19921","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
47374,NA,"X - 19924","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
47387,NA,"X - 19940","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
47388,NA,"X - 22142","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
47431,NA,"X - 11612","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
47437,NA,"X - 12680","","","LC/MS Pos Early",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
47439,NA,"X - 13507","","","LC/MS Pos Early",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
47508,NA,"X - 11979","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Down in mFMT","Up in mFMT","Down in mFMT"
47510,NA,"X - 12027","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
47619,NA,"X - 15136","","","LC/MS Pos Early",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
47642,NA,"X - 12101","","","LC/MS Pos Early",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
47685,NA,"X - 12097","","","LC/MS Pos Early",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
47686,NA,"X - 12096","","","LC/MS Pos Early",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
47687,NA,"X - 12100","","","LC/MS Pos Early",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
47695,NA,"X - 12117","","","LC/MS Pos Early",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
47804,NA,"X - 16580","","","LC/MS Pos Early",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
47806,NA,"X - 17162","","","LC/MS Pos Late",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Up in mFMT"
47898,2850,"1-pentadecanoylglycerol (15:0)","Lipid","Monoacylglycerol","LC/MS Neg",100001431,6200,241.2173,"190750","104140-07-0","","","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
47905,NA,"X - 12026","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
47911,NA,"X - 12221","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
47921,NA,"X - 12410","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
47929,NA,"X - 12707","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
47936,NA,"X - 12726","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
47938,NA,"X - 12731","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
47965,NA,"X - 13723","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
48039,NA,"X - 18059","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Up in mFMT","Down in mFMT","Up in mFMT"
48114,562,"1-methylguanidine","Amino Acid","Guanidino and Acetamido Metabolism","LC/MS Pos Early",100000715,2149,74.0713,"10111","22661-87-6","C02294","HMDB0001522","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
48118,3177,"mevalonolactone","Lipid","Mevalonate Metabolism","LC/MS Pos Early",100000772,1375,131.0703,"10428","674-26-0","","HMDB0006024","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
48130,4172,"N6-succinyladenosine","Nucleotide","""Purine Metabolism, Adenine containing""","LC/MS Pos Early",100001664,1930,384.115,"165243","4542-23-8","","HMDB0000912","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
48141,5126,"2-keto-3-deoxy-gluconate","Xenobiotics","Food Component/Plant","LC/MS Polar",100005946,1900,177.0405,"161227","17510-99-5","C00204","HMDB0001353","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
48152,1223,"glucose","Carbohydrate","""Glycolysis, Gluconeogenesis, and Pyruvate Metabolism""","LC/MS Polar",572,2342,225.0616,"5793","50-99-7","C00031","HMDB0000122","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
48153,1352,"mannose","Carbohydrate","""Fructose, Mannose and Galactose Metabolism""","LC/MS Polar",803,2200,225.0616,"185698;82308;18950;439680","3458-28-4","""C00159,C02209,C00936""","HMDB0000169","Up in cleared","Up in mFMT","Up in mFMT","Up in mFMT"
48186,NA,"X - 22835","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Up in mFMT"
48187,473,"N-acetyltaurine","Amino Acid","""Methionine, Cysteine, SAM and Taurine Metabolism""","LC/MS Neg",100005466,800,166.018,"159864","","","HMDB0240253","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
48189,1047,"leucylglutamine*","Peptide","Dipeptide","LC/MS Pos Early",100003183,2620,260.1605,"4305457","","","HMDB0028927","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
48195,1346,"fructose","Carbohydrate","""Fructose, Mannose and Galactose Metabolism""","LC/MS Polar",878,2065,225.0616,"2723872","57-48-7","C00095","HMDB0000660","Up in cleared","Up in mFMT","Up in mFMT","Up in mFMT"
48255,1283,"arabonate/xylonate","Carbohydrate","Pentose Metabolism","LC/MS Polar",100006115,2700,165.0405,"122045;6602431","","""C00502,C05411""","HMDB0000539","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
48258,2613,"1-oleoyl-GPC (18:1)","Lipid","Lysophospholipid","LC/MS Pos Late",100001272,1540,522.3554,"16081932","19420-56-5","C03916","HMDB0002815","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
48341,2861,"1-dihomo-linolenylglycerol (20:3)","Lipid","Monoacylglycerol","LC/MS Neg",100006121,6400,305.2486,"","","","","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
48366,5705,"diosmin","Xenobiotics","Drug - Cardiovascular","LC/MS Neg",100006010,3905,607.1668,"5281613","520-27-4","""C10039,D07858""","HMDB0029548","Down in cleared","Down in mFMT","Up in mFMT","Down in mFMT"
48408,226,"tyramine O-sulfate","Amino Acid","Tyrosine Metabolism","LC/MS Neg",100006092,1565,216.0336,"153005","30223-92-8","","HMDB0006409","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
48410,230,"4-hydroxycinnamate sulfate","Amino Acid","Tyrosine Metabolism","LC/MS Neg",100006095,1000,242.9969,"6070438","376374-66-2","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
48411,5165,"vanillin sulfate","Xenobiotics","Food Component/Plant","LC/MS Neg",100006100,2242,230.9969,"","744984-09-6","","HMDB41789","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
48428,5114,"pyrraline","Xenobiotics","Food Component/Plant","LC/MS Neg",100001767,2304,253.1194,"14274616","74509-14-1","C21013","HMDB0033143","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
48433,227,"N-formylphenylalanine","Amino Acid","Tyrosine Metabolism","LC/MS Neg",100006056,2360,192.0666,"7064571;759256","13200-85-6","","HMDB0240317","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
48434,504,"N-acetylcitrulline","Amino Acid","Urea cycle; Arginine and Proline Metabolism","LC/MS Neg",100001577,940,216.099,"656979","33965-42-3","""C15532,C02851""","HMDB0000856","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
48438,5124,"N-acetylpyrraline","Xenobiotics","Food Component/Plant","LC/MS Neg",100006120,2545,295.1299,"","","C01227","","Down in cleared","Down in mFMT","Up in mFMT","Up in mFMT"
48455,111,"""N2,N6-diacetyllysine""","Amino Acid","Lysine Metabolism","LC/MS Neg",100006124,1604,229.1194,"91827","499-86-5","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
48490,3121,"""sphingomyelin (d18:1/20:0, d16:1/22:0)*""","Lipid","Sphingomyelins","LC/MS Pos Late",100006290,2800,759.6375,"44260124","","","HMDB0012102","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
48492,3106,"behenoyl sphingomyelin (d18:1/22:0)*","Lipid","Sphingomyelins","LC/MS Pos Late",100006294,3250,787.6688,"44260125","","","HMDB0012103","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
48493,3126,"""sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*""","Lipid","Sphingomyelins","LC/MS Pos Late",100006295,2775,785.6531,"","","","HMDB0012104","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
48602,NA,"X - 23060","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
48649,NA,"X - 23104","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
48650,NA,"X - 23105","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
48654,NA,"X - 23109","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
48660,NA,"X - 23115","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Up in mFMT"
48679,101,"N-acetylhistamine","Amino Acid","Histidine Metabolism","LC/MS Pos Early",100006123,2287,154.0975,"69602","673-49-4","C05135","HMDB0013253","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
