Gene	UnirefID	definition	GF2_hFMT2A_S44	GF2_mjMb2B_input_S53	GF2_myFMT1_S56	GF3_AMS001_inoc1_S36	HF10_hFMT1_S68	HF9_hFMT2_S42	Healthy_cecalSeekatz26_S2	c21_1835_3_S30	c21_1836_2_S31	c21_1836_3_S110	c21_1837_1_S114	c21_1837_2_S143	c21_1837_3_S138	c21_1839_1_S139	c21_1839_2_S115	c21_1841_1_S137	c21_1901_3_S29	c21_1907_1_S69	cecal_1191_2_S134	cecal_1275_1_S135	cecal_1275_2_S136	cecal_19_1210_1_S77	cecal_19_1210_3_S80	cecal_19_1212_3_S84	cecal_d21_1199_2_S99	cecal_d21_1199_3_S100	cecal_d21_1200_1_S90	cecal_d21_1200_3_S94	cecal_d21_1200_4_S133	cecal_d21_1203_1_S89	cecal_d21_1203_4_S103	cecal_d21_1205_2_S88	cecal_d21_1205_4_S93	cecal_d21_1207_2_S97	cecal_d21_1207_3_S95	cecal_d21_1207_4_S102	cecal_d21_1209_3_S96	cecal_d25_2935_S59	cecal_d25_3739_S45	cecal_d25_5925_S43	cecal_d25_5942_S46	cecal_d28_429_S66	cecal_d28_448_S65	cecal_d28_5505_S67	cecal_d28_5520_S64	cecal_d42_1216_1_S92	cecal_d42_1216_2_S87	cecal_d42_1217_2_S91	cecal_d42_1223_5_S101	cecal_d42_1225_1_S98	cecal_d42_1225_2_S132	cecal_d46_2933_S48	cecal_d46_2949_S47	cecal_d46_2956_S58	cecal_d46_2966_S38	cecal_d46_3755_S49	cecal_d46_3765_S39	cecal_d46_3827_S57	cecal_d46_3_C18_C23836_S51	cecal_d46_4837_S52	cecal_d46_4914_S54	cecal_d46_5957_S50	cecal_d46_5964_S55	d0_1840_2_S112	d11_1203_1_S72	d11_1205_2_S75	d11_1840_1_S21	d11_1840_2_S24	d11_1840_3_S27	d11_1901Seekatz24_S1	d18_1835_1_S25	d18_1835_3_S22	d18_1836_2_S111	d18_1836_3_S105	d18_1836_4_S116	d18_1837_1_S142	d18_1837_2_S113	d18_1839_1_S108	d18_1839_2_S34	d18_1839_3_S109	d18_1840Seekatz18_S3	d18_1901_3_S26	d18_1907_1_S71	d19_1199_2_S79	d19_1199_3_S81	d19_1200_1_S83	d19_1200_2_S78	d19_1203Seekatz34_S6	d19_1203_1_S35	d19_1203_3_S32	d19_1205_2_S82	d19_1207_1_S85	d19_1207_4_S33	d21_2935_S37	d21_3739_S36	d21_429_S63	d21_448_S62	d21_5220_S61	d21_5505_S60	d21_5925_S40	d21_5942_S41	d4_1203_2_S131	d4_1205_2_S73	d4_1840_1_S140	d4_1840_2_S141	dGF2_hFMT1B_S117	dn7_1203_1_S74	dn7_1205_1_S76	dn7_1835_1_S23	dn7_1840_2_S106	dn7_1840_3_S107	healthy_cecal_1913_1_S28	healthy_cecal_1913_2_S70	humanDonor_exp2_S86	mouseFMT_exp1_S130
baiH	UniRef90_A5A8R6	baih	0	0.726907	0	0	0	0	0	0.667786	0	0	0	0	0	0.522883	0	0	0.543562	0	0.45749	0	0.54363	0	0	0	0	0	0.399973	0.362377	0	0	0	0.273153	0.711991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.110946	0	0.1985	0	0	0	0	0	0.329782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.149059	0	0.310708	0.573327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17245	0	0.230681	0.196331	0.297975	0.393423	0	0	0
baiH	UniRef90_B4YSU4	baih	0	0	0	0	0	0	0	0.520304	0	0	0	0	0	0.590492	0	0	0.390368	0	0.539656	0	0.601422	0	0	0	0	0	0.388831	0.381931	0	0	0	0.330008	0.59528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.188958	0	0.256239	0.482166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124073	0	0	0	0	0.32793	0	0	0
baiK	UniRef90_R5AWZ9	baik	0.924281	1.31499	0	0	0	0	0.0732054	1.34046	0	0	0	0	0	1.29225	0.229104	0	0.531034	0	1.07787	0.676901	1.17657	0	0	0	0	0	0.812832	1.1388	0.439688	0	0	0.718744	1.31684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991916	0.257927	0.481214	0.449062	0	0	0	0	0	0.557682	0	0	0	0	0	0	0	0	0	0	0	0	0.153506	0	0	0	0	0	0.226083	0.456216	0.266602	0.427059	0.591209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124175	0	0	0	0.652825	0.19993	0.220604	0.18167	0.353173	0.629097	0.774573	0	0	0
7a-HSDH	UniRef90_A0A143X946	bile acid 7-alpha dehydratase	0	0	0.0454712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7a-HSDH	UniRef90_A0A1C5W919	bile acid 7-alpha dehydratase	0.526953	1.66207	0	0	0	0	0	0.822141	0	0	0	0	0	0.83828	0.280101	0	0.387694	0	0.297297	0	0.546795	0	0	0	0	0	0.885801	0.757954	0.387927	0	0	0.446887	1.61374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.320934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.176076	0	0	0	0	0	0	0.239868	0.0736293	0.536434	0.674457	0	0	0	0	0.19715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.373324	0.292636	0	0.392761	0.554423	0.465081	0.531896	0	0.202279	0
7a-HSDH	UniRef90_A0A3E4U9T5	bile acid 7-alpha dehydratase	0	0	0	0	0	0	0	0	6.11547	7.32934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.831876	2.9224	2.39771	1.0847	6.52385	3.96112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.593069	0	0	0	0	0	0	0	0	0	7.60769	4.68846	2.86132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36147	3.37789	1.90167	1.49416	1.95797	3.53836	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7a-HSDH	UniRef90_P19412	bile acid 7-alpha dehydratase	0	0	0	0.156371	0.245607	0.118749	0	0.314329	0.261977	0.502498	0	0	0	0	0	4.13096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.650652	0.797825	1.03562	0	0.445583	0	0	0	0	0	0.108291	0	0	0	0.0545868	0	0	0	0	0	1.63225	2.58535	1.82367	0.518414	0	0	0	0	0.0553318	0	0	0.632574	0.348713	0.293158	0.165295	0.51021	0	0	0	0	0	0	0	1.76838	0	0.389295	0.1995	0	0	0	0	0	0	0	0	0	0	0	0	0.678668	1.62123	0.633274	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7a-HSDH	UniRef90_A0A173RLS2	bile acid 7-dehydroxylase 1/3	5.5069	0	0.233274	0	0	0	0.379907	0	0	0	0	0	0	0	0	0	0.774817	0	0.230134	0	0	0	0	0	0	0	0	0	0	0	0	0.159775	0	0.338689	0	0.638853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.406387	1.06957	0	0	0.251453	0	0	0	0	0	0	0	0.103995	0	0	0	0	0	0	0	0	0	0	0	0	5.04298	0.288511	0.245877	0.495767	0.219876	1.842	0.195192	0.823232	0	0.358714
7a-HSDH	UniRef90_A0A173TI16	bile acid 7-dehydroxylase 1/3	72.0346	0.494858	0	118.212	129.048	99.3225	0	4.78469	0	0	0	0	0	9.82139	0.229968	0	0	0	0	0	0	0	0	0	0	0.10586	0.0550788	0	0	0	0	0.0663582	0.259714	0	0.215038	0	0	8.93752	1.71461	10.4704	10.3314	6.8406	0	5.55029	0	0.0629659	0	0	0	0	0	0	0	0	0	0	0.0809723	0	0.504488	0	0	0	0	0	0	0	0	0	0	0	0.691417	0.768275	0	0	0.308033	0	0.0820359	7.95017	7.10907	2.89105	0	0	0	0	0	0.0378503	0	0	0	0	0	0	0	13.5683	4.49796	0.103231	0	0	11.0586	24.1634	14.5477	0	0	0	0	75.6092	0	0	0	0.1876	4.2897	0	0	9.56872	0
7a-HSDH	UniRef90_A0A173TT35	bile acid 7-dehydroxylase 1/3	0.167776	0	0.179633	0	0	0	0	0.312572	0	0	0.122332	0.126688	0.199756	0	0	0.107047	0.128502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114855	0	0	0	0	0	0.124208	0	0	0	0	0.0773475	0	0	0	0	0	0	0	0.0472374	0.182135	0	0	0	0	0	0	0.666065	0	0	0	0	0	0	0	0	0	0	0	0	0.0630747	0.0802414	0.0696331	0	0.212533	0.276142	0.178878	0.175071	0	0.128975	0.103864	0	0	0	0.0913536	0	0	0	0	0	0	0	0	0	0	0.0627284	0	0	0	0	0	0	0	0	0.159842	0	0.0958814	0	0.269064	0.205087	0	0.266928	0.29671	0
7a-HSDH	UniRef90_A0A173Y9Y7	bile acid 7-dehydroxylase 1/3	20.4394	1.93872	0.190512	21.1526	16.2569	16.0302	0	0	0	0	0	0	0	0.208466	0	0	0.226092	0	0	0	0	0	0	0	0.177032	0	0	0	0	0	0	0	0	0.349711	0	0	0	1.10463	0.185566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0305907	0	0	0	0	0	0	0	0	2.15327	1.9606	2.69094	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33745	0.259825	0	0	0	0	0	0	0	0	0	0	22.0258	0	0	0.143935	0.118893	0.183966	0	0	1.80523	0
7a-HSDH	UniRef90_A0A173YS52	bile acid 7-dehydroxylase 1/3	1.23446	0	0	0.672564	0.610836	0.533988	0	0.647296	0	0	0	0	0	0	0	2.3545	0	0.467116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.16403	3.43101	0.508479	0.48051	0.431003	0	0.395513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.41671	0	1.03639	1.25951	0	0	0	0	0	0	0	0	0.365119	0	0	0	0	0	0	0	0	0	0	0.734234	0	0	0	0	0	0	0	0	0	0	0.657639	0	0	0	0	1.00632	1.38413	0.399995	0	0	0	0	1.19596	0	0	0	0	2.13371	0	0	0	0
7a-HSDH	UniRef90_A0A174F6F5	bile acid 7-dehydroxylase 1/3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.563135	0	0	0	0
7a-HSDH	UniRef90_A0A1C5KNQ5	bile acid 7-dehydroxylase 1/3	0.988357	1.27555	0	0.385175	0.29059	0.198383	0.1594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.205833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.223875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.204953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.797126	0	0	0	0	0	0	0	0	0
7a-HSDH	UniRef90_A0A1C5SMV4	bile acid 7-dehydroxylase 1/3	0	0.105925	0.175976	0	0	0	0.234332	0	0	0	0	0	0	0	0	0	1.08936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0620669	0	0	0	0.114515	0	0	0	0	0	0	0	0	0	0.470594	0.391006	0	0	0	0	0.127409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.746773	1.38854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.313766	0.323313	0.479968	0.38977	0.193644	0.706362	0	0.19628
7a-HSDH	UniRef90_A0A1C6ARM6	bile acid 7-dehydroxylase 1/3	0	0	0.287926	0	0	0	0	0.607439	0.0619104	0.326889	0.180526	0.153455	0.108591	0	0.0236331	0	0.22793	0	0	0	0.32115899999999997	0	0	0	0	0	0	0.0994005	0.114132	0	0	0.363337	0	0	0	0	0	0	0	0	0.235575	0.427401	0.0919828	0.127418	0.26683	0	0	0	0	0	0	0.24979	0	0	0.124332	0	0	0	0.498425	0	0	0	0	0	0	0	0	0	0	0	0	0.135163	0	0.0981063	0	0.435183	0.30967	0.12811	0.218983	0	0.292405	0	0	0	0	0	0	0	0	0	0	0	0	0.17469	0	0	0	0	0.190864	0.210875	0.265745	0	0	0	0	0	0	0.36826	0.399352	0.375802	0	0.0260783	0.522465	0	0
7a-HSDH	UniRef90_A0A1C6BF07	bile acid 7-dehydroxylase 1/3	0	0	0.118179	0	0	0	0	0	0	0	0	0	0	0	0	0	0.375879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0651332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.320546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.233748	0	0.396935	0.232654	0	0.510408	0	0	0	0
7a-HSDH	UniRef90_A0A1C6D106	bile acid 7-dehydroxylase 1/3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.449728	0	0	0	0	0	0	0.46535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.286013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.619182	0	0	0	0.597175	0	0
7a-HSDH	UniRef90_A0A1C6FU91	bile acid 7-dehydroxylase 1/3	0	2.84651	0.635043	0	0	0	0.297438	0	0	0	0	0	0	0	0	0	1.16859	0	0.26411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0978595	0	0	0	0	0	0	0.425617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.380914	0.847203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114923	0.574742	0.536427	0.470668	0.475027	0	0.929595	0	0.218507
7a-HSDH	UniRef90_A0A2K4ZGC5	bile acid 7-dehydroxylase 1/3	0	2.68632	1.29655	0	0	0	2.00011	0	0	0	0	0	0	0	0	0	3.42671	0	1.29279	0.901856	2.14209	0	0	0	0	0	0.68867	1.3873	1.54435	0	0	2.29441	1.23691	3.64949	7.10973	1.15499	0.53731	0	0	0	0	0	0	0	0	0	0	0	0	0.330917	1.4722	2.03884	1.07703	0	0	2.43448	0	0	4.20739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.23281	1.28404	0	0	0	0	0	0.0403136	0	0.2082	0.623663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.996472	0.796655	2.08706	2.11824	1.73792	2.3165	4.91596	0	2.07097
7a-HSDH	UniRef90_B1CB64	bile acid 7-dehydroxylase 1/3	0	0.621945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.455031	0	0	0	0	0	0	0	0	0	0	0	0	0.138983	0	0	0.20765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.195784	0	0	0	0	0	0	0.303552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.365377	0.805119	0	0	0	0.103841	0	0.0810441	0	0	0	0	0.146168	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155238	0	0.186944	0	0	0	0.590571	0	0
7a-HSDH	UniRef90_B6GEI2	bile acid 7-dehydroxylase 1/3	0	0	0	0	0	0	0	0	0.0850032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7a-HSDH	UniRef90_C4FBF0	bile acid 7-dehydroxylase 1/3	0	0	0	1.45041	2.01625	1.56557	0	2.96771	6.32501	3.23961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.795027	0.908295	0.688236	0	0.584345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.1028	7.60087	2.78869	4.20175	6.65227	0	0	0	0	0	0	0	2.63877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.619979	1.2684	0.731063	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7a-HSDH	UniRef90_R6WN40	bile acid 7-dehydroxylase 1/3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0803177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0240233	0	1.22843	0
7a-HSDH	UniRef90_R7N2Q8	bile acid 7-dehydroxylase 1/3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.132192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
baiF	UniRef90_A0A0F0CCU4	bile acid-coa hydrolase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0540702	0	0.160603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92015	0.497994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.173926	0.0742136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
baiF	UniRef90_A0A0K9NG58	bile acid-coa hydrolase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.481659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126941	0	0	0	0	0	0	0	0	0	0	0.173421	0.0303961	0	0	0	0	0	0	0	0	0	0	0.0803713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
baiF	UniRef90_A0A1C5W3N6	bile acid-coa hydrolase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.160763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.178845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
baiF	UniRef90_C0BW24	bile acid-coa hydrolase	0	0	0	0.0414809	0.180447	0	0	0.164496	0.176668	0.144548	0	0	0	0	0	2.63413	0	0.0968355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.323442	0.400798	0	0	0.24197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.936841	1.08256	0.931736	0.507906	0	0	0	0	0	0	0	0.629603	0.349346	0.202687	0.130218	0.263157	0	0	0	0	0	0	0	0.534319	0	0.339622	0.100502	0	0	0	0	0	0	0	0	0	0	0	0	0.382916	1.31377	0.690611	0	0	0	0	0	0	0	0	0	0	0	0	0	0
baiF	UniRef90_T4BVW9	bile acid-coa hydrolase	0	0.594214	0.21125	0	0	0	0	0.0996645	0.0576414	0	0	0	0	0	0	0.198354	0.0981406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0410497	0	0	0	0	0	0.90334	0.227834	0	0	0	0	0.148719	0.0784167	0	0	0	0	0	0	0	0	0	0	0	0	0	0.149092	0	0	0.451075	0.283569	0	0	0	0	0	0	0	0.186017	0.176602	0	0	0	0.195985	0.275244	0.236606	0.13039	0.0685979	0.0901749	0.148762	0	0	0	0	0	0	0	0	0	0	0	0	0	0.197437	0	0	0.281775	0	0	0	0	0	0	0.098464	0	0	0	0.122903	0.247709	0	0.113225	0.176949	0
baiF	UniRef90_R5CW25	bile acid-coa hydrolase (bile acid-coenzyme a hydrolase)(bile acid-inducible operon protein f)	1.31657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69263	0	0	0	0	0	0	0	0	0
baiF	UniRef90_P19413	bile acid-coa transferase	0	0	0	0	0.4067	0.575869	0	0.185842	0.406151	0.273159	0	0	0	0	0	3.59275	0	0.287716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.901853	0.86746	0.788226	0	0.819256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57867	2.81544	1.55269	0.667317	0	0	0	0	0	0	0	1.21617	0.61428	0.355048	0.461581	0.567766	0	0	0	0	0	0	0	1.05908	0	0.322456	0.241404	0	0	0	0	0	0	0	0	0	0	0	0	0.967822	1.49957	1.20706	0	0	0	0	0	0	0	0	0	0	0	0	0	0
baiB	UniRef90_P19409	bile acid-coenzyme a ligase	0	0	0	0.29247	0.343523	0.422836	0	0.115006	0.306618	0.269817	0	0	0	0	0	2.74411	0	0.142537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.769577	0.594195	0.43895	0	0.219436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28544	1.60452	0.973778	0.600292	0	0	0	0	0	0	0	0.73767	0.353229	0.460745	0.284092	0.603108	0	0	0	0	0	0	0	0.62732	0	0.365988	0	0.132345	0	0	0	0	0	0	0	0	0	0	0	1.22587	1.58117	1.09604	0	0	0	0	0	0	0	0	0	0	0	0	0	0
baiCD	UniRef90_R5B4U2	bile acid-inducible operon protein cd	1.22403	0.837553	0	0	0	0	0	0.70711	0	0	0	0	0	0.681212	0	0	0.318072	0	0	0	0.552593	0	0	0	0	0	0.569259	0.422225	0	0	0	0.408534	0.639302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179624	0	0.239826	0.285685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.978443	0	0	0.143407	0	0.737412	0.374259	0	0	0
baiF	UniRef90_A0A0B3VS92	bile acid-inducible operon protein f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09918	0.293547	0	0	0	0.192764	0	0.261795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0650013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.603589	0	0.208983	0.19297	0.468793	0.100703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
baiF	UniRef90_A0A174FER0	bile acid-inducible operon protein f	0	0	0	0	0	0	0	1.73809	0.967655	0.441832	0	0	0	0	0	0	0	0.57645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08589	1.59193	0.679111	0.552417	0.373301	3.93963	0.302359	2.98778	0	0	0	0	0	0	0	0	0	0	0	0.537338	0	0	0	0	0.193605	0.960455	0	0	0	0	0	0	0	1.16079	1.63246	1.61879	0.93104	1.46207	0	0	0	0	0	0	0	2.78137	0	0	0	0	0	0	0	0	0	0	0.501008	0.193462	0.301206	1.0973	0.632748	0.568796	0.693022	1.03788	0	0	0	0	0	0	0	0	0	0	0	0	0	0
baiF	UniRef90_A0A174SMN4	bile acid-inducible operon protein f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.286324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.177829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.954522	0	0	0	0	0	0	0.359444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14517	0.363385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0936035	0	0	0	0	0	0.397562	0	0
baiF	UniRef90_A0A174TU08	bile acid-inducible operon protein f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.184008	0.0861882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.195153	0	0	0.186801	0	0	0
baiF	UniRef90_A0A381JYH6	bile acid-inducible operon protein f	0	0	0	0	0	0	0	0.621336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.536063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
